timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
200688710,200676685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
201696716,201684686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
202704709,202692686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
203712715,203700740,1,1,0,0,0,0,3,0,3,0,0,0,0,0
204720712,204705054,1,1,0,0,0,0,3,0,3,0,0,0,0,0
205728735,205716685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
206736711,206724685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
207744711,207732685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
208752712,208740686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
209760710,209745044,1,1,0,0,0,0,3,0,3,0,0,0,0,0
210768723,210756686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
211776716,211764686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
212784712,212772913,1,1,0,0,0,0,3,0,3,0,0,0,0,0
213792710,213776685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
214800710,214784738,1,1,0,0,0,0,3,0,3,0,0,0,0,0
215808714,215792686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
216816710,216804685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
217824713,217812771,1,1,0,0,0,0,3,0,3,0,0,0,0,0
218832781,218816687,1,1,0,0,0,0,3,0,3,0,0,0,0,0
219840714,219824932,1,1,0,0,0,0,3,0,3,0,0,0,0,0
220848711,220832712,1,1,0,0,0,0,3,0,3,0,0,0,0,0
221856711,221840685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
222864710,222848686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
223872711,223856686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
224880710,224864685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
225889060,225872685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
226896713,226880686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
227904719,227889015,1,1,0,0,0,0,3,0,3,0,0,0,0,0
228912711,228896685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
229920711,229904685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
230928713,230912685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
231936712,231920687,1,1,0,0,0,0,3,0,3,0,0,0,0,0
232945068,232928686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
233952739,233936687,1,1,0,0,0,0,3,0,3,0,0,0,0,0
234960710,234944685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
235968711,235952685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
236976717,236960685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
237984713,237968686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
238992712,238976685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
240000710,239984685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
241008718,240992686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
