timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
56298268,56297910,6684682,1999.2256,1.9523687,40.726875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,478.0,451.0,471.0
58746048,58745580,6684682,1999.2256,1.9523687,35.148613,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,442.0,477.0,465.0
58750741,58748581,6684682,1999.2256,1.9523687,35.148613,nan,nan,nan,nan,nan,nan,nan,44.90448,37.103886,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,25.0,17.0,nan,nan,442.0,454.0,530.0
58876468,58873141,6684682,1999.2256,1.9523687,57.705883,nan,nan,nan,nan,nan,nan,nan,44.90448,37.103886,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,25.0,17.0,nan,nan,503.0,454.0,530.0
59259892,59258823,6684682,1999.2256,1.9523687,nan,nan,nan,nan,87.70264,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,503.0,476.0,481.0
59390121,59387930,6684682,1999.2256,1.9523687,nan,nan,nan,nan,87.666405,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.0,nan,nan,nan,nan,nan,nan,nan,463.0,471.0,494.0
59772416,59770610,6684682,1999.2256,1.9523687,87.658134,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,481.0,497.0,467.0
59903364,59901124,6684682,1999.2256,1.9523687,nan,nan,nan,nan,nan,nan,nan,nan,85.96432,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.0,nan,nan,nan,450.0,475.0,538.0
60029090,60025729,6684682,1999.2256,1.9523687,87.624245,nan,nan,nan,nan,nan,nan,nan,85.96432,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,25.0,nan,nan,nan,524.0,475.0,538.0
60159612,60156243,6684682,1999.2256,1.9523687,nan,nan,nan,nan,40.999744,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,486.0,453.0,484.0
