timestamp,speed_xy,speed_up,speed_down,want_takeoff
11420000,5.0,3.0,1.0,0
11440000,5.0,3.0,1.0,0
12428000,5.0,3.0,1.0,0
13420000,5.0,3.0,1.0,0
14424000,5.0,3.0,1.0,0
15424000,5.0,3.0,1.0,0
16424000,5.0,3.0,1.0,0
17424000,5.0,3.0,1.0,0
18420000,5.0,3.0,1.0,0
19420000,5.0,3.0,1.0,0
20420000,5.0,3.0,1.0,0
21420000,5.0,3.0,1.0,0
22424000,5.0,3.0,1.0,0
23424000,5.0,3.0,1.0,0
24420000,5.0,3.0,1.0,0
25424000,5.0,3.0,1.0,0
26424000,5.0,3.0,1.0,0
27424000,5.0,3.0,1.0,0
27884000,5.0,3.0,1.0,0
63792000,5.0,3.0,1.0,0
63812000,5.0,3.0,1.0,0
64792000,5.0,3.0,1.0,0
65788000,5.0,3.0,1.0,0
66792000,5.0,3.0,1.0,0
67788000,5.0,3.0,1.0,0
68792000,5.0,3.0,1.0,0
69792000,5.0,3.0,1.0,0
