timestamp,mag_inconsistency_angle
612000,0.0007844463
996000,2.77365e-05
1500000,0.0005859711
2000000,0.0015057407
2500000,0.0001303923
3000000,0.0007706583
3500000,0.00034828068
3996000,1.4605934e-05
4500000,0.00013269922
4996000,2.3024695e-06
5500000,0.0012801532
6000000,2.2130357e-06
6500000,0.00014378988
7000000,0.0004706637
7500000,1.1105293e-06
8000000,0.00013710088
8500000,8.413808e-05
8996000,0.0002194785
9500000,3.794183e-07
10000000,0.0006977265
10500000,1.2061786e-06
10996000,1.980896e-09
11500000,6.956282e-06
11996000,0.0007256425
12500000,0.00031872457
13000000,0.00010449181
13500000,0.00014698574
14000000,4.243906e-07
14500000,0.0004050712
14996000,4.2807354e-05
15500000,2.996704e-05
16000000,2.1889875e-05
16500000,3.7841623e-08
16996000,1.2479268e-05
17500000,7.164425e-05
18000000,0.0003970725
18500000,5.8610294e-05
19000000,5.812439e-05
19496000,0.00070040853
20000000,0.00042565708
20500000,0.0002406447
20996000,7.506809e-06
21500000,0.00066631933
22000000,0.00026641125
22496000,0.00049386994
22996000,0.0018374382
23500000,0.0007278514
24000000,0.00047789302
24500000,0.0016394971
24996000,0.00088107854
25500000,0.00022383266
25996000,0.0010824873
26500000,0.001158422
27000000,0.0011811007
27500000,0.00031723018
27780000,0.0005914503
68808000,0.0005337839
68812000,0.0010996626
69308000,0.0006694551
