timestamp,speed_xy,speed_up,speed_down,want_takeoff
11712000,5.0,3.0,1.0,0
11732000,5.0,3.0,1.0,0
12720000,5.0,3.0,1.0,0
13720000,5.0,3.0,1.0,0
14712000,5.0,3.0,1.0,0
15716000,5.0,3.0,1.0,0
16712000,5.0,3.0,1.0,0
17712000,5.0,3.0,1.0,0
18708000,5.0,3.0,1.0,0
19708000,5.0,3.0,1.0,0
20716000,5.0,3.0,1.0,0
21708000,5.0,3.0,1.0,0
22708000,5.0,3.0,1.0,0
23708000,5.0,3.0,1.0,0
24708000,5.0,3.0,1.0,0
25712000,5.0,3.0,1.0,0
26708000,5.0,3.0,1.0,0
27708000,5.0,3.0,1.0,0
28716000,5.0,3.0,1.0,0
29716000,5.0,3.0,1.0,0
30732000,5.0,3.0,1.0,0
31720000,5.0,3.0,1.0,0
32712000,5.0,3.0,1.0,0
33716000,5.0,3.0,1.0,0
34704000,5.0,3.0,1.0,0
35712000,5.0,3.0,1.0,0
36704000,5.0,3.0,1.0,0
37708000,5.0,3.0,1.0,0
38708000,5.0,3.0,1.0,0
39704000,5.0,3.0,1.0,0
40712000,5.0,3.0,1.0,0
41704000,5.0,3.0,1.0,0
42704000,5.0,3.0,1.0,0
43708000,5.0,3.0,1.0,0
44704000,5.0,3.0,1.0,0
45704000,5.0,3.0,1.0,0
46712000,5.0,3.0,1.0,0
47704000,5.0,3.0,1.0,0
48708000,5.0,3.0,1.0,0
49708000,5.0,3.0,1.0,0
50708000,5.0,3.0,1.0,0
51708000,5.0,3.0,1.0,0
52704000,5.0,3.0,1.0,0
53712000,5.0,3.0,1.0,0
54708000,5.0,3.0,1.0,0
55708000,5.0,3.0,1.0,0
56708000,5.0,3.0,1.0,0
56808000,5.0,3.0,1.0,0
90976000,5.0,3.0,1.0,0
90996000,5.0,3.0,1.0,0
91980000,5.0,3.0,1.0,0
92960000,5.0,3.0,1.0,0
93964000,5.0,3.0,1.0,0
94980000,5.0,3.0,1.0,0
95976000,5.0,3.0,1.0,0
