timestamp,rtl_time_s,rtl_limit_fraction
11048000,0.0005353326,5.94814e-07
12056000,0.026087753,2.8986395e-05
13068000,0.032466684,3.6074092e-05
14072000,0.03837678,4.264087e-05
15120000,0.050130513,5.5700573e-05
16124000,0.11832131,0.00013146813
17148000,0.1477683,0.00016418702
18156000,0.10861058,0.00012067843
19172000,0.049204435,5.4671596e-05
20176000,0.054663286,6.0736984e-05
21192000,0.032057725,3.5619698e-05
22200000,0.02177169,2.4190767e-05
23212000,0.010570241,1.1744713e-05
24220000,0.015931519,1.7701688e-05
25240000,0.104825854,0.00011647318
26248000,0.072825,8.0916674e-05
27252000,0.04566365,5.0737395e-05
28272000,0.02473929,2.74881e-05
29272000,0.032252476,3.5836085e-05
30292000,0.04065206,4.516896e-05
31296000,0.04141585,4.6017616e-05
32304000,0.035395186,3.9327988e-05
33340000,0.005698432,6.3315915e-06
34360000,0.05816653,6.462948e-05
35364000,0.058615778,6.512865e-05
36420000,0.07669589,8.521766e-05
37424000,0.04772439,5.3027103e-05
38444000,0.05368601,5.9651127e-05
39464000,0.05898237,6.553597e-05
40468000,0.10617069,0.000117967444
41480000,0.23613232,0.00026236929
42492000,0.40330723,0.0004481192
43500000,0.6208602,0.0006898447
44504000,0.7768431,0.000863159
45508000,0.82654685,0.00091838546
46532000,0.86080366,0.00095644855
47580000,0.8960074,0.0009955638
48592000,0.9183569,0.0010203966
49636000,0.94707906,0.0010523101
50640000,0.9097619,0.0010108466
51652000,0.93649006,0.0010405446
52688000,0.95940614,0.0010660068
53700000,0.97144353,0.0010793818
54704000,0.9563874,0.0010626527
55716000,0.9756738,0.0010840821
56776000,0.95602596,0.0010622512
57784000,0.9937496,0.0011041664
58792000,1.0812297,0.0012013664
59800000,1.0883293,0.0012092548
60813000,1.0025064,0.001113896
61816000,0.99412155,0.0011045797
62824000,1.0064663,0.001118296
63832000,1.0059353,0.001117706
64852000,0.98191917,0.0010910213
65852000,0.97985756,0.0010887308
66868000,1.0306301,0.0011451447
67876000,1.0081788,0.0011201988
68888000,0.9955636,0.0011061819
69904000,0.9324904,0.0010361006
70916000,1.0005267,0.0011116964
71924000,0.994056,0.0011045068
72956000,0.62213135,0.0006912571
73976000,0.08694928,9.661032e-05
74980000,0.06039379,6.7104214e-05
75996000,0.0831868,9.242978e-05
77004000,0.11152529,0.000123917
78016000,0.031646084,3.5162317e-05
