timestamp,speed_xy,speed_up,speed_down,want_takeoff
11828000,5.0,3.0,1.0,0
11868000,5.0,3.0,1.0,0
12832000,5.0,3.0,1.0,0
13836000,5.0,3.0,1.0,0
14836000,5.0,3.0,1.0,0
15836000,5.0,3.0,1.0,0
16824000,5.0,3.0,1.0,0
17828000,5.0,3.0,1.0,0
18828000,5.0,3.0,1.0,0
19832000,5.0,3.0,1.0,0
20824000,5.0,3.0,1.0,0
21832000,5.0,3.0,1.0,0
22832000,5.0,3.0,1.0,0
23824000,5.0,3.0,1.0,0
24824000,5.0,3.0,1.0,0
25828000,5.0,3.0,1.0,0
26824000,5.0,3.0,1.0,0
27828000,5.0,3.0,1.0,0
28824000,5.0,3.0,1.0,0
29828000,5.0,3.0,1.0,0
30824000,5.0,3.0,1.0,0
31824000,5.0,3.0,1.0,0
32824000,5.0,3.0,1.0,0
33332000,5.0,3.0,1.0,0
72096000,5.0,3.0,1.0,0
72116000,5.0,3.0,1.0,0
73092000,5.0,3.0,1.0,0
74096000,5.0,3.0,1.0,0
75092000,5.0,3.0,1.0,0
76096000,5.0,3.0,1.0,0
77096000,5.0,3.0,1.0,0
78096000,5.0,3.0,1.0,0
