timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
5032000,1763802030532000,11468804,401540304,1162593695,58059,58059,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.089999996,0.08,-0.049999997,0.089999996,0.0,0,nan,nan,0,3,0,1,10
5084000,1763802030582000,0,401540296,1162593673,58233,58233,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.03,0.03,0.02,-0.04,0.0,0,nan,nan,0,3,0,1,10
6032000,1763802031532000,0,401540296,1162593670,58196,58196,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.12,0.08,-0.089999996,0.04,0.0,0,nan,nan,0,3,0,1,10
7032000,1763802032532000,0,401540293,1162593683,58113,58113,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.099999994,-0.089999996,0.049999997,0.19,0.0,0,nan,nan,0,3,0,1,10
8032000,1763802033532000,0,401540294,1162593693,57819,57819,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.04,0.03,0.03,-0.16,0.0,0,nan,nan,0,3,0,1,10
9032000,1763802034532000,0,401540302,1162593677,57958,57958,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.04,0.02,-0.03,-0.049999997,0.0,0,nan,nan,0,3,0,1,10
10032000,1763802035532000,0,401540298,1162593682,58065,58065,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.089999996,0.089999996,0.03,-0.089999996,0.0,0,nan,nan,0,3,0,1,10
11032000,1763802036532000,0,401540299,1162593675,57831,57831,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.099999994,-0.089999996,0.049999997,-0.08,0.0,0,nan,nan,0,3,0,1,10
12032000,1763802037532000,0,401540292,1162593690,58054,58054,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.049999997,-0.02,-0.04,-0.11,0.0,0,nan,nan,0,3,0,1,10
13032000,1763802038532000,0,401540297,1162593690,58073,58073,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.089999996,0.089999996,0.01,0.11,0.0,0,nan,nan,0,3,0,1,10
14032000,1763802039532000,0,401540301,1162593682,58126,58126,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.04,0.04,0.02,-0.17999999,0.0,0,nan,nan,0,3,0,1,10
15032000,1763802040532000,0,401540298,1162593693,57982,57982,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.06,0.04,-0.04,-0.17,0.0,0,nan,nan,0,3,0,1,10
16032000,1763802041532000,0,401540312,1162593676,57935,57935,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,0.03,0.07,-0.14999999,0.0,0,nan,nan,0,3,0,1,10
17032000,1763802042532000,0,401540295,1162593695,58028,58028,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.089999996,-0.089999996,0.0,-0.07,0.0,0,nan,nan,0,3,0,1,10
18032000,1763802043532000,0,401540306,1162593696,58148,58148,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.049999997,0.01,-0.049999997,-0.07,0.0,0,nan,nan,0,3,0,1,10
19032000,1763802044532000,0,401540302,1162593673,57843,57843,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,-0.01,-0.07,0.13,0.0,0,nan,nan,0,3,0,1,10
20032000,1763802045532000,0,401540309,1162593694,58214,58214,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,-0.07,-0.02,-0.11,0.0,0,nan,nan,0,3,0,1,10
21032000,1763802046532000,0,401540304,1162593677,57901,57901,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.099999994,-0.089999996,0.049999997,0.099999994,0.0,0,nan,nan,0,3,0,1,10
22032000,1763802047532000,0,401540302,1162593672,57941,57941,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.099999994,0.07,-0.07,0.02,0.0,0,nan,nan,0,3,0,1,10
23032000,1763802048532000,0,401540305,1162593695,57873,57873,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.11,-0.06,0.089999996,-0.16,0.0,0,nan,nan,0,3,0,1,10
24032000,1763802049532000,0,401540303,1162593695,57846,57846,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.049999997,0.049999997,-0.01,-0.049999997,0.0,0,nan,nan,0,3,0,1,10
25032000,1763802050532000,0,401540298,1162593679,57913,57913,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,0.03,0.06,0.02,0.0,0,nan,nan,0,3,0,1,10
26032000,1763802051532000,0,401540307,1162593689,58148,58148,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.03,-0.01,0.03,0.11,0.0,0,nan,nan,0,3,0,1,10
27032000,1763802052532000,0,401540306,1162593692,57818,57818,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.02,0.01,0.02,-0.14,0.0,0,nan,nan,0,3,0,1,10
28032000,1763802053532000,0,401540305,1162593684,58075,58075,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.06,0.04,-0.04,-0.12,0.0,0,nan,nan,0,3,0,1,10
29032000,1763802054532000,0,401540292,1162593694,57895,57895,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.12,-0.099999994,-0.07,0.14,0.0,0,nan,nan,0,3,0,1,10
30032000,1763802055532000,0,401540299,1162593692,57967,57967,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.099999994,0.01,-0.099999994,0.14,0.0,0,nan,nan,0,3,0,1,10
31032000,1763802056532000,0,401540292,1162593675,58096,58096,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.06,0.01,0.06,-0.16,0.0,0,nan,nan,0,3,0,1,10
32032000,1763802057532000,0,401540293,1162593671,58060,58060,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.12,0.08,0.089999996,-0.01,0.0,0,nan,nan,0,3,0,1,10
33032000,1763802058532000,0,401540312,1162593680,58179,58179,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.099999994,0.089999996,-0.049999997,-0.13,0.0,0,nan,nan,0,3,0,1,10
34032000,1763802059532000,0,401540305,1162593696,57874,57874,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.12,-0.099999994,0.07,-0.04,0.0,0,nan,nan,0,3,0,1,10
35032000,1763802060532000,0,401540298,1162593686,58153,58153,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.089999996,0.089999996,0.01,-0.089999996,0.0,0,nan,nan,0,3,0,1,10
36032000,1763802061532000,0,401540312,1162593686,58210,58210,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.099999994,0.08,0.07,-0.13,0.0,0,nan,nan,0,3,0,1,10
37032000,1763802062532000,0,401540310,1162593679,58129,58129,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.12,-0.08,0.08,0.01,0.0,0,nan,nan,0,3,0,1,10
38032000,1763802063532000,0,401540301,1162593670,57921,57921,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,-0.07,0.01,0.049999997,0.0,0,nan,nan,0,3,0,1,10
39032000,1763802064532000,0,401540309,1162593682,58231,58231,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.06,0.03,-0.06,-0.14,0.0,0,nan,nan,0,3,0,1,10
40032000,1763802065532000,0,401540308,1162593692,57822,57822,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.03,-0.02,0.02,-0.21,0.0,0,nan,nan,0,3,0,1,10
41032000,1763802066532000,0,401540306,1162593693,58211,58211,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.089999996,0.08,0.01,-0.24,0.0,0,nan,nan,0,3,0,1,10
42032000,1763802067532000,0,401540315,1162593686,58221,58221,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.049999997,0.01,0.049999997,-0.17999999,0.0,0,nan,nan,0,3,0,1,10
43032000,1763802068532000,0,401540305,1162593688,58362,58362,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,-0.01,-0.07,-0.28,0.0,0,nan,nan,0,3,0,1,10
44032000,1763802069532000,0,401540300,1162593683,58851,58851,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.06,-0.02,-0.06,-0.21,0.0,0,nan,nan,0,3,0,1,10
45032000,1763802070532000,0,401540306,1162593688,58595,58595,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,-0.07,0.02,0.0,0.0,0,nan,nan,0,3,0,1,10
46032000,1763802071532000,0,401540300,1162593672,58932,58932,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.08,0.07,-0.04,0.04,0.0,0,nan,nan,0,3,0,1,10
47032000,1763802072532000,0,401540302,1162593671,59005,59005,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.14,0.13,0.07,0.14,0.0,0,nan,nan,0,3,0,1,10
48032000,1763802073532000,0,401540313,1162593686,59119,59119,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.06,0.06,0.0,-0.17999999,0.0,0,nan,nan,0,3,0,1,10
49032000,1763802074532000,0,401540306,1162593673,59139,59139,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.08,0.03,-0.08,0.04,0.0,0,nan,nan,0,3,0,1,10
50032000,1763802075532000,0,401540308,1162593685,58898,58898,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.049999997,0.049999997,0.01,-0.04,0.0,0,nan,nan,0,3,0,1,10
51032000,1763802076532000,0,401540299,1162593688,58815,58815,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.14999999,-0.08,0.13,0.14999999,0.0,0,nan,nan,0,3,0,1,10
52032000,1763802077532000,0,401540316,1162593689,59124,59124,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.06,0.0,0.06,0.06,0.0,0,nan,nan,0,3,0,1,10
53032000,1763802078532000,0,401540305,1162593672,59120,59120,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.22,-0.21,0.049999997,0.07,0.0,0,nan,nan,0,3,0,1,10
54032000,1763802079532000,0,401540304,1162593685,59175,59175,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.11,0.08,-0.08,0.11,0.0,0,nan,nan,0,3,0,1,10
55032000,1763802080532000,0,401540300,1162593688,59304,59304,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.11,-0.04,0.099999994,-0.06,0.0,0,nan,nan,0,3,0,1,10
56032000,1763802081532000,0,401540299,1162593687,59094,59094,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.17999999,0.14,-0.11,-0.04,0.0,0,nan,nan,0,3,0,1,10
57032000,1763802082532000,0,401540314,1162593671,59235,59235,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.26999998,0.26999998,0.04,0.03,0.0,0,nan,nan,0,3,0,1,10
58032000,1763802083532000,0,401540335,1162593677,59429,59429,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.099999994,0.089999996,-0.06,-0.01,0.0,0,nan,nan,0,3,0,1,10
59032000,1763802084532000,0,401540345,1162593688,59445,59445,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.089999996,-0.08,0.04,-0.02,0.0,0,nan,nan,0,3,0,1,10
59984000,1763802085482000,0,401540327,1162593689,59112,59112,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.28,-0.25,-0.12,0.19999999,0.0,0,nan,nan,0,3,0,1,10
61032000,1763802086532000,0,401540302,1162593666,59329,59329,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.17999999,-0.16,-0.08,0.11,0.0,0,nan,nan,0,3,0,1,10
62032000,1763802087532000,0,401540281,1162593690,59294,59294,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.28,-0.26999998,0.07,0.01,0.0,0,nan,nan,0,3,0,1,10
63032000,1763802088532000,0,401540291,1162593678,58996,58996,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.06,0.049999997,-0.03,0.13,0.0,0,nan,nan,0,3,0,1,10
64032000,1763802089532000,0,401540280,1162593694,59402,59402,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.089999996,-0.04,0.08,0.16,0.0,0,nan,nan,0,3,0,1,10
65032000,1763802090532000,0,401540297,1162593676,59177,59177,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.11,-0.099999994,0.04,0.13,0.0,0,nan,nan,0,3,0,1,10
66032000,1763802091532000,0,401540294,1162593673,59027,59027,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.099999994,-0.08,-0.049999997,0.13,0.0,0,nan,nan,0,3,0,1,10
67032000,1763802092532000,0,401540284,1162593680,59221,59221,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.099999994,-0.03,0.099999994,0.089999996,0.0,0,nan,nan,0,3,0,1,10
68032000,1763802093532000,0,401540266,1162593677,59375,59375,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.099999994,-0.07,0.08,-0.03,0.0,0,nan,nan,0,3,0,1,10
69032000,1763802094532000,0,401540283,1162593678,59134,59134,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.14999999,0.14,-0.06,0.24,0.0,0,nan,nan,0,3,0,1,10
70032000,1763802095532000,0,401540303,1162593669,59287,59287,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.19,0.17,-0.089999996,-0.089999996,0.0,0,nan,nan,0,3,0,1,10
71032000,1763802096532000,0,401540309,1162593695,59327,59327,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.19999999,0.19999999,0.01,-0.06,0.0,0,nan,nan,0,3,0,1,10
