timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
35126007,35125935,0.019771248,0.010809031,6.791539e-05,0.001,0.0,0.0,0.0,-1.0
35127509,35127437,0.019810667,0.010577847,0.00030930858,0.001,0.0,0.0,0.0,-1.0
35129016,35128936,0.019702462,0.010337226,0.00043032513,0.001,0.0,0.0,0.0,-1.0
35130557,35130481,0.019547159,0.010037538,0.00041906294,0.001,0.0,0.0,0.0,-1.0
35132009,35131936,0.019493874,0.009808783,0.0007528336,0.001,0.0,0.0,0.0,-1.0
35133508,35133435,0.019515136,0.00982201,0.00097324705,0.001,0.0,0.0,0.0,-1.0
35135010,35134936,0.019780587,0.010195477,0.000619521,0.001,0.0,0.0,0.0,-1.0
35136509,35136436,0.020018222,0.0105919605,0.00092591904,0.001,0.0,0.0,0.0,-1.0
35138059,35137983,0.02021682,0.010731361,0.0007688604,0.001,0.0,0.0,0.0,-1.0
35139507,35139436,0.020192765,0.010518205,0.00023118724,0.001,0.0,0.0,0.0,-1.0
35141013,35140937,0.019994566,0.010567385,0.0003770561,0.001,0.0,0.0,0.0,-1.0
35142513,35142436,0.019707542,0.010519692,0.0010530279,0.001,0.0,0.0,0.0,-1.0
35144013,35143939,0.019686468,0.0105908485,0.0013493876,0.001,0.0,0.0,0.0,-1.0
35145552,35145484,0.01998595,0.0105471425,0.0012548361,0.001,0.0,0.0,0.0,-1.0
35147016,35146937,0.02042226,0.010460434,0.0010603556,0.001,0.0,0.0,0.0,-1.0
35148512,35148437,0.020655306,0.010376698,0.0005428898,0.001,0.0,0.0,0.0,-1.0
35150026,35149944,0.020611487,0.010233068,0.00010228793,0.001,0.0,0.0,0.0,-1.0
35151517,35151438,0.020395363,0.010074386,-2.5390735e-05,0.001,0.0,0.0,0.0,-1.0
35153096,35153022,0.020203646,0.010149445,0.0002798743,0.001,0.0,0.0,0.0,-1.0
35154514,35154438,0.0200497,0.010321802,0.00021425093,0.001,0.0,0.0,0.0,-1.0
35156010,35155939,0.019929167,0.010622962,-3.683596e-05,0.001,0.0,0.0,0.0,-1.0
35157509,35157438,0.019998282,0.010596481,0.00023994417,0.001,0.0,0.0,0.0,-1.0
