timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
35021401,inf,0,1,1,1,0,0,1,0,0,1
36028084,inf,0,1,1,1,0,0,1,0,0,1
37031522,inf,0,1,1,1,0,0,1,0,0,1
38035281,inf,0,1,1,1,0,0,1,0,0,1
39041783,inf,0,1,1,1,0,0,1,0,0,1
39133398,inf,0,1,1,1,1,0,1,0,0,1
40141560,inf,0,1,1,1,1,0,1,0,0,1
40888470,inf,0,1,0,0,1,0,1,0,0,1
40899200,inf,0,0,0,0,1,0,1,0,0,1
41899582,inf,0,0,0,0,1,0,0,1,0,1
42912190,inf,0,0,0,0,1,0,0,0,0,1
43915918,inf,0,0,0,0,1,0,0,0,0,1
44919443,inf,0,0,0,0,1,0,0,0,0,1
45921628,inf,0,0,0,0,1,0,0,0,0,1
46925093,inf,0,0,0,0,1,0,0,0,0,1
47936161,inf,0,0,0,0,1,0,0,0,0,1
48942753,inf,0,0,0,0,1,0,0,0,0,1
49952365,inf,0,0,0,0,1,0,0,0,0,1
50958920,inf,0,0,0,0,1,0,0,0,0,1
51962554,inf,0,0,0,0,1,0,0,0,0,1
52969233,inf,0,0,0,0,1,0,0,0,0,1
53975776,inf,0,0,0,0,1,0,0,0,0,1
54979164,inf,0,0,0,0,1,0,0,0,0,1
55991699,inf,0,0,0,0,1,0,0,0,0,1
56996939,inf,0,0,0,0,1,0,0,0,0,1
58004779,inf,0,0,0,0,1,0,0,0,0,1
59009815,inf,0,0,0,0,1,0,0,0,0,1
60011824,inf,0,0,0,0,1,0,0,0,0,1
61022903,inf,0,0,0,0,1,0,0,0,0,1
62033904,inf,0,0,0,0,1,0,0,0,0,1
63037402,inf,0,0,0,0,1,0,0,0,0,1
64039383,inf,0,0,0,0,1,0,0,0,0,1
65048928,inf,0,0,0,0,1,0,0,0,0,1
66049420,inf,0,0,0,0,1,0,0,0,0,1
67049914,inf,0,0,0,0,1,0,0,0,0,1
68060915,inf,0,0,0,0,1,0,0,0,0,1
69068905,inf,0,0,0,0,1,0,0,0,0,1
70081364,inf,0,0,0,0,1,0,0,0,0,1
71089374,inf,0,0,0,0,1,0,0,0,0,1
72097306,inf,0,0,0,0,1,0,0,0,0,1
73102475,inf,0,0,0,0,1,1,0,1,0,1
74107304,inf,0,0,0,0,1,1,0,1,0,1
74816752,inf,0,1,0,0,1,1,1,0,0,1
75157395,inf,0,1,1,0,1,1,1,0,0,1
75503881,inf,0,1,1,1,1,1,1,0,0,1
76511763,inf,0,1,1,1,1,1,1,0,0,1
77521185,inf,0,1,1,1,1,1,1,0,0,1
