timestamp,saturation_status
35126029,1533
35127532,1533
36126653,1533
37127304,1533
38126386,1533
39127002,1533
40126168,1469
42127376,1
43126492,1
44127049,1
45126148,1
46126791,1
47127344,1
48126425,1
49127052,1
50126082,1
51126658,1
52127263,1
53126283,1
54126835,1
55125889,1
56126428,1
57126976,1
58126012,1
59126572,1
60127070,1
61126097,1
62126612,1
63127123,1
64126137,1
65126646,1
66127146,1
67126145,1
68126634,1
69127120,1
70126108,1
71126592,1
72127060,1
73126033,1
74126505,1
75126975,1
76125950,1533
77126423,1533
78126889,1533
