timestamp,speed_xy,speed_up,speed_down,want_takeoff
11380000,5.0,3.0,1.0,0
11400000,5.0,3.0,1.0,0
12384000,5.0,3.0,1.0,0
13380000,5.0,3.0,1.0,0
14380000,5.0,3.0,1.0,0
15388000,5.0,3.0,1.0,0
16384000,5.0,3.0,1.0,0
17388000,5.0,3.0,1.0,0
18388000,5.0,3.0,1.0,0
19380000,5.0,3.0,1.0,0
20380000,5.0,3.0,1.0,0
21380000,5.0,3.0,1.0,0
22384000,5.0,3.0,1.0,0
23388000,5.0,3.0,1.0,0
24384000,5.0,3.0,1.0,0
25384000,5.0,3.0,1.0,0
26388000,5.0,3.0,1.0,0
27384000,5.0,3.0,1.0,0
28380000,5.0,3.0,1.0,0
29380000,5.0,3.0,1.0,0
30380000,5.0,3.0,1.0,0
31388000,5.0,3.0,1.0,0
32384000,5.0,3.0,1.0,0
33380000,5.0,3.0,1.0,0
34380000,5.0,3.0,1.0,0
35380000,5.0,3.0,1.0,0
36380000,5.0,3.0,1.0,0
37380000,5.0,3.0,1.0,0
38380000,5.0,3.0,1.0,0
39380000,5.0,3.0,1.0,0
40380000,5.0,3.0,1.0,0
41380000,5.0,3.0,1.0,0
42384000,5.0,3.0,1.0,0
43384000,5.0,3.0,1.0,0
43948000,5.0,3.0,1.0,0
82684000,5.0,3.0,1.0,0
82704000,5.0,3.0,1.0,0
83668000,5.0,3.0,1.0,0
84668000,5.0,3.0,1.0,0
85668000,5.0,3.0,1.0,0
86668000,5.0,3.0,1.0,0
87684000,5.0,3.0,1.0,0
