timestamp,rtl_time_s,rtl_limit_fraction
11084000,0.0,0.0
12084000,0.0431879,4.798656e-05
13108000,0.08068745,8.965273e-05
14128000,0.060335614,6.7039575e-05
15168000,0.018477544,2.0530606e-05
16172000,0.09865207,0.00010961342
17184000,0.1168746,0.00012986067
18196000,0.06592075,7.3245275e-05
19208000,0.07757517,8.619463e-05
20208000,0.0771417,8.571301e-05
21216000,0.071476944,7.941883e-05
22228000,0.04992465,5.5471835e-05
23244000,0.02297427,2.5526968e-05
24252000,0.010351716,1.1501907e-05
25268000,0.090062626,0.000100069585
26272000,0.057411835,6.379093e-05
27288000,0.03162275,3.5136392e-05
28304000,0.036198586,4.0220653e-05
29312000,0.04946344,5.495938e-05
30320000,0.05541226,6.156918e-05
31344000,0.038118694,4.2354106e-05
32384000,0.032058,3.5620003e-05
33388000,0.04963246,5.514718e-05
34400000,0.0630384,7.0042675e-05
35408000,0.0737607,8.195634e-05
36420000,0.08313462,9.237181e-05
37428000,0.009455926,1.0506585e-05
38440000,0.00584431,6.493678e-06
39448000,0.010144506,1.1271674e-05
40460000,0.06270505,6.967228e-05
41460000,0.081510745,9.05675e-05
42464000,0.039982602,4.4425116e-05
43464000,0.097239144,0.0001080435
44476000,0.038293842,4.2548716e-05
45480000,0.021002568,2.3336188e-05
46504000,0.029006217,3.222913e-05
47512000,0.030390926,3.3767697e-05
48524000,0.04366333,4.8514812e-05
49552000,0.061932527,6.881392e-05
50576000,0.0040501445,4.5001607e-06
51584000,0.08786792,9.763103e-05
52592000,0.50114983,0.00055683317
53604000,0.75476056,0.00083862286
54616000,0.8973209,0.0009970233
55620000,0.9824348,0.0010915942
56632000,1.0276029,0.0011417811
57644000,1.0801704,0.0012001895
58688000,1.1773003,0.0013081116
59712000,1.1810367,0.0013122631
60716000,1.1814308,0.001312701
61728000,1.2141564,0.0013490628
62728000,1.2069618,0.0013410687
63728000,1.1677382,0.001297487
64732000,1.1571547,0.0012857275
65740000,1.1522468,0.0012802744
66752000,1.222464,0.0013582933
67760000,1.1995808,0.0013328677
68772000,1.1984295,0.0013315884
69780000,1.1660821,0.0012956469
70788000,1.2659461,0.0014066069
71788000,1.2153822,0.0013504248
72804000,1.2247876,0.0013608751
73812000,1.2188792,0.0013543103
74820000,1.1657386,0.0012952652
75828000,1.20485,0.0013387222
76828000,1.2568835,0.0013965373
77840000,1.2007577,0.0013341754
78848000,1.1575834,0.0012862037
79860000,1.2179812,0.0013533125
80868000,1.1664425,0.0012960472
81872000,1.171653,0.0013018367
82872000,1.0932537,0.0012147264
83880000,0.5740952,0.00063788355
84888000,0.03187669,3.5418547e-05
85900000,0.11636942,0.00012929937
86904000,0.20394583,0.00022660648
87932000,0.22866465,0.00025407184
