timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
26441823,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,8,0,255,0,0,1
27152514,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,8,0,255,0,0,1
27267180,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,8,0,255,0,0,1
27357359,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,8,0,255,0,0,1
30354181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,8,0,255,0,0,1
30363539,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,8,0,255,0,0,1
31364814,-1.0,0.0,2.0,3.0,0.0074619083,0.021779802,666.0,183,8,0,255,0,0,1
36378377,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,8,0,255,0,0,1
36388054,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,8,0,255,0,0,1
39390818,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,8,0,255,0,0,1
39402603,0.0,0.0,2.0,9.0,11.0,3.0,666.0,183,8,0,255,0,0,1
49409899,0.0,0.0,2.0,9.0,0.0,0.0,777.0,183,8,0,255,0,0,1
49413620,6.097598657106573e-07,-4.00050748794456e-06,0.0,0.0,0.0,0.0,0.0,21,8,0,255,0,0,1
49417340,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,8,0,255,0,0,1
54421723,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,8,0,255,0,0,1
54919842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,8,0,255,0,0,1
