timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
80057352,80039750,3997730,-27.855333,54.8,101660.0,1.207889
80117527,80094911,3997730,-27.332153,54.78,101653.75,1.2078147
80167641,80147563,3997730,-27.416706,54.77,101654.75,1.2078265
80217799,80200186,3997730,-27.501263,54.76,101655.75,1.2078385
80277992,80255398,3997730,-27.416706,54.75,101654.75,1.2078265
80328147,80308061,3997730,-27.416706,54.739998,101654.75,1.2078265
80378279,80360690,3997730,-27.622808,54.739998,101657.25,1.2078563
80438479,80415897,3997730,-27.480124,54.719997,101655.49,1.2078354
80488597,80468519,3997730,-27.622808,54.719997,101657.24,1.2078562
80538772,80521163,3997730,-27.39557,54.71,101654.5,1.2078236
80598961,80576331,3997730,-27.295162,54.699997,101653.25,1.2078087
80649083,80628999,3997730,-27.622808,54.69,101657.25,1.2078563
80699226,80681645,3997730,-27.585817,54.68,101656.75,1.2078503
80759356,80736778,3997730,-27.458984,54.66,101655.25,1.2078326
80809574,80789443,3997730,-27.564678,54.649998,101656.5,1.2078474
80859693,80842114,3997730,-27.231745,54.64,101652.5,1.2077999
80919820,80897241,3997730,-27.501263,54.62,101655.75,1.2078385
80970019,80949864,3997730,-27.5224,54.62,101656.0,1.2078414
81020141,81002564,3997730,-27.480124,54.61,101655.5,1.2078354
81080273,81057693,3997730,-27.480124,54.59,101655.5,1.2078354
81130439,81110343,3997730,-27.39557,54.579998,101654.5,1.2078236
81180614,81162998,3997730,-27.501263,54.579998,101655.75,1.2078385
81240787,81218178,3997730,-27.54354,54.559998,101656.25,1.2078445
81290898,81270822,3997730,-27.585817,54.559998,101656.75,1.2078503
81341016,81323437,3997730,-27.353292,54.55,101654.0,1.2078177
81401221,81378642,3997730,-27.834194,54.539997,101659.75,1.207886
81451334,81431257,3997730,-27.686226,54.53,101657.99,1.2078651
81501456,81483874,3997730,-27.480124,54.52,101655.49,1.2078354
81561632,81539037,3997730,-27.295162,54.51,101653.25,1.2078087
81611799,81591724,3997730,-27.353292,54.5,101654.0,1.2078177
81661957,81644360,3997730,-27.416706,54.489998,101654.75,1.2078265
81722141,81699535,3997730,-27.622808,54.48,101657.25,1.2078563
81772308,81752221,3997730,-27.39557,54.469997,101654.5,1.2078236
81822425,81804850,3997730,-27.585817,54.46,101656.75,1.2078503
81882553,81859975,3997730,-27.332153,54.44,101653.75,1.2078147
81932674,81912594,3997730,-27.437845,54.44,101654.99,1.2078295
