timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
68212744,5.258368,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
68222787,5.242053,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
68712748,5.2316804,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
69212743,5.256152,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
69712876,5.2457795,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
70212740,5.257361,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
70712752,5.255548,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
71212778,5.254541,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
71712937,5.2523255,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
72212744,5.251016,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
72712742,5.2402406,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
73212742,5.2525268,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
73712743,5.263806,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
74212740,5.263806,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
74712779,5.2607846,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
75212742,5.2615905,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
75712860,5.255749,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
76212741,5.259274,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
76712744,5.241046,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
77212741,5.229666,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
77712759,5.2501097,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
78212741,5.260382,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
78712742,5.2607846,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
79212739,5.2556486,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
79712785,5.2609863,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
80212741,5.252728,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
80712742,5.2533326,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
81212743,5.221408,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
81712742,5.250412,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
82212741,5.250714,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
82712756,5.2223144,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
83212757,5.259274,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
83712742,5.2460814,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
84212746,5.2502103,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
84712741,5.252728,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
85212741,5.2457795,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
85712742,5.2413483,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
86212740,5.245276,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
86712740,5.247995,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
87212761,5.2431607,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
87712741,5.253836,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
88212781,5.258368,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
88712740,5.2543397,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
89212761,5.229968,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
89712740,5.246283,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
90212741,5.248297,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
90712743,5.2405424,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
91212743,5.2513185,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
91712746,5.2501097,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
92212741,5.253534,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
92713182,5.248196,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
93212745,5.2497067,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
93712747,5.255749,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
94212742,5.2437654,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
94712743,5.2388306,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
95212741,5.245578,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
95712741,5.250412,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
96212811,5.247592,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
96712743,5.257562,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
97212742,5.2489014,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
97712743,5.2509155,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
98212740,5.2530303,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
98712743,5.246887,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
99212744,5.243262,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
99712743,5.221106,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
100212743,5.2147613,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
100712741,5.232184,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
101212761,5.2488008,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
101712744,5.2519226,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
102212741,5.2474914,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
102712740,5.2501097,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
103212925,5.245276,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
103712743,5.2067046,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
104212744,5.2384276,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
104713080,5.244168,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
105212764,5.2530303,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
105712746,5.2456784,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
106212741,5.2447724,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
106712741,5.2495055,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
107212741,5.249808,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
107712740,5.2503114,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
108212744,5.2436643,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
108712743,5.244168,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
109212742,5.2453766,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
109712741,5.2446713,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
110212741,5.2354064,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
110712745,5.2588716,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
111212835,5.2519226,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
