timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
5588000,0.0,0.0,58.182716,0.0,0.0,0.0,0.0,1,0,0,0
11040000,40.154030230021526,116.25936827909975,58.16559,0.058935706,0.032218855,0.017127087,-0.0022129118,1,1,1,0
39240000,40.15403021452714,116.25936822880443,58.171158,0.057212807,0.027944366,0.0115602,-0.001981109,1,1,1,0
44212000,40.154030111157546,116.25936830338262,58.172,0.045718633,0.034282602,0.010714861,-0.0017453593,1,1,1,0
