timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,accel_bias_valid,mag_bias_valid
3608000,3580000,1311004,0.00015404877,0.00022517011,-2.1534333e-05,0.34906584,1.685303e-05,1.6852962e-05,7.4645425e-07,1311004,0.0,0.0,0.0010244178,0.4,0.00039452125,0.00039452125,0.00034294516,197644,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
9888000,9856000,1311004,2.242415e-05,-4.1887437e-05,7.008029e-05,0.34906584,5.1847917e-07,5.1846166e-07,4.409081e-07,1311004,0.0,0.0,0.002105858,0.4,0.00040718704,0.00040718704,0.00034109523,197644,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
11416000,11416000,1311004,-0.00010365132,-7.304794e-06,6.373927e-05,0.34906584,1.6239945e-07,1.6239804e-07,3.5991027e-07,1311004,0.0,0.0,0.0034800987,0.4,0.00040923394,0.00040923394,0.00026786875,197644,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
12140000,12140000,1311004,-0.00011027783,3.731584e-05,3.6159265e-05,0.34906584,6.5140235e-08,6.513973e-08,3.1608113e-07,1311004,0.0,0.0,0.0022617881,0.4,0.00040986747,0.00040986747,0.00023134769,197644,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
12380000,12380000,1311004,-9.59425e-05,7.6065415e-05,6.3762236e-05,0.34906584,5.1229392e-08,5.1228913e-08,3.002929e-07,1311004,0.0,0.0,0.0039706323,0.4,0.00040780142,0.00040780142,0.00020279287,197644,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
12592000,12580000,1311004,-6.747573e-05,5.7031943e-05,6.3839645e-05,0.34906584,4.334584e-08,4.334537e-08,2.8773076e-07,1311004,0.0,0.0,0.0052530495,0.4,0.00040643383,0.00040643383,0.0001751774,197644,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
13248000,13236000,1311004,-8.299571e-05,7.870805e-05,4.843653e-05,0.34906584,2.8255284e-08,2.825485e-08,2.5134656e-07,1311004,0.0,0.0,0.0041640024,0.4,0.0004040047,0.0004040047,9.516426e-05,197644,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
13988000,13988000,1311004,-6.4770014e-05,5.782194e-05,3.3862965e-05,0.34906584,2.008991e-08,2.008953e-08,2.1662967e-07,1311004,0.0,0.0,0.005321064,0.4,0.0004043321,0.0004043321,4.7494388e-05,197644,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
29288000,29276000,1311004,-5.8355774e-05,-5.2548085e-06,1.0943648e-05,0.34906584,2.436659e-09,2.436643e-09,1.8447189e-08,1311004,0.0,0.0,0.0042319847,0.4,0.00040227623,0.00040227623,1.3181969e-05,197644,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
44484000,44484000,1311004,-6.492425e-05,2.126351e-05,2.0602143e-05,0.34906584,1.9430562e-09,1.9430584e-09,5.9232153e-09,1311004,0.0015563815,0.00022744198,0.0040059434,0.4,0.0003766937,0.00037669367,5.65086e-06,197644,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
