timestamp,saturation_status
58214423,1533
58215922,1533
59213896,1533
60214860,1533
61214327,1533
62215285,1533
63214795,1469
64214190,1
65215117,1
66214547,1
67214020,1
68214928,1
69214331,1
70215265,1
71214598,1
72213990,1
73214858,1
74214270,1
75215093,1
76214440,1
77215322,1
78214609,1
79213929,1
80214747,1
81214099,1
82214851,1
83214142,1
84214969,1
85214192,1
86214959,1
87214217,1
88214970,1
89214218,1
90214955,1
91214235,1
92214913,1
93214134,1
94214896,1
95214043,1
96214744,1533
97213941,1533
98214631,1533
