gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2]
0.08500566,0.038789634,-0.052033976,0.31983835,-1.2599721,-1.0569056
0.28529432,-0.0011211012,-0.16200039,0.6315266,0.39727646,-1.4798439
0.44974133,-0.05730165,-0.24793403,0.19242218,-0.27492344,-1.8919549
0.7059975,-0.18515885,-0.25930506,-0.03980586,-0.752409,-1.9879849
1.1893531,-0.38094953,-0.21000628,-0.014504788,0.049307995,-2.004276
1.765364,-0.73695123,-0.09940525,0.5137463,0.3088491,-2.5137928
2.1226733,-0.8639469,-0.10317428,-0.44903353,-0.45822698,-3.9175596
2.1465063,-0.9223244,-0.09041285,-0.084262274,-0.16819693,-3.7982602
2.2998493,-0.9987535,-0.08778212,0.9376597,0.16606043,-3.4355936
2.3775163,-1.0311508,-0.07805661,0.16509734,-0.29185605,-3.9664302
2.4326193,-1.0398446,-0.06706515,-0.5128058,-0.1448907,-4.566773
2.4464388,-1.0359887,-0.06628387,0.5094432,0.33504635,-4.2860312
2.4165514,-1.0436027,-0.0461468,0.49525726,-0.10173761,-4.544625
2.3817003,-1.0396506,-0.045707375,-0.41813883,-0.32503423,-5.140307
2.2034159,-1.0130256,-0.051412124,-0.0639632,0.34761405,-4.7181287
1.8453178,-0.90589267,-0.013926579,0.6120521,0.023787161,-4.3199544
1.5716547,-0.8076517,-0.02424481,0.2198122,-1.0968535,-5.198624
1.3455313,-0.65913665,-0.0351843,0.31019235,-0.29623383,-5.32348
1.0912657,-0.57350624,-0.05289158,0.304125,0.80747116,-5.181534
0.87909096,-0.46280527,-0.074555345,0.21291517,0.20906484,-5.1949663
0.63635105,-0.3224458,-0.058554076,-0.24313766,-0.54706,-4.736631
0.39927864,-0.22055589,-0.040039353,-0.110395774,-0.44091535,-4.4785137
0.16095422,-0.12111251,-0.06794986,0.16343175,0.676108,-4.879188
-0.0747081,0.012080688,-0.085596085,-0.13922966,-0.40197143,-4.411864
-0.26188734,0.06218361,-0.06733634,-0.090038605,-0.5810299,-4.401027
-0.44046673,0.18257573,-0.050712626,0.07005553,0.33499822,-4.551573
-0.61596847,0.29698837,-0.07366393,0.15291305,-0.26258337,-4.009909
-0.84450316,0.40672314,-0.059847247,-0.14666155,-1.4223291,-4.154708
-1.0201532,0.55895853,-0.04430358,0.035208333,0.024146743,-3.8055458
-1.1112295,0.5745972,-0.046045728,-0.42470986,0.23049153,-4.002192
-1.217727,0.66733545,-0.03086427,0.1724319,-0.06379292,-3.5279176
-1.2569879,0.64660674,-0.046056185,0.6949038,-0.269373,-2.5366747
-1.2399645,0.66283476,-0.068537906,-0.010050575,-0.14782965,-2.4620152
-1.276925,0.686147,-0.11565086,0.4960886,-0.5096862,-2.7846682
-1.297729,0.69023204,-0.12578069,0.037208192,0.33257964,-3.007226
-1.4703115,0.6730939,-0.06202115,0.0020525851,0.0049287765,-2.8987389
-1.4912066,0.65861964,-0.061948907,0.3318089,-0.35518074,-2.486259
-1.494511,0.6175241,-0.05851345,0.41913962,0.30171275,-2.1617057
-1.4848828,0.5930661,-0.044955794,0.30551642,0.94080615,-2.7272465
-1.5007781,0.6306724,-0.020700632,0.020235166,-0.41861886,-2.4979026
-1.5726248,0.60597515,-0.029814618,0.4837159,-0.48338997,-1.3063449
-1.5601858,0.64502925,-0.017267555,0.56062657,0.5403366,-1.553735
-1.5827233,0.6600449,-0.025636517,0.015193333,-0.04428565,-1.7466149
-1.564249,0.59698856,-0.05134993,0.6779881,-0.24591175,-1.1579508
-1.55888,0.6468896,-0.08373376,-0.53716946,-1.4847918,-1.6320584
-1.6460315,0.65433425,-0.0552963,-0.34548986,-0.24629046,-1.4513899
-1.6198524,0.67333907,-0.05856383,0.70146513,0.59570825,-0.93128544
-1.5895014,0.7214949,-0.021829927,-0.18138708,-0.5601305,-1.1807845
-1.6048093,0.75930464,-0.054602765,-0.17841174,-0.80547786,-1.2045244
-1.5752544,0.79193515,-0.0378816,0.08627001,0.048773844,-0.58998775
-1.5856655,0.6884409,-0.03239364,0.16393945,-0.33213928,-0.02178252
-1.5523281,0.69989634,-0.06633161,0.23474902,0.24779166,0.2663257
-1.4806741,0.66368616,-0.07016339,0.84271693,0.24518913,0.117296204
-1.4322802,0.6596432,-0.063366696,-0.036698274,-0.21691187,0.16442898
-1.3548867,0.6318984,-0.04750704,-0.13863774,0.06578336,0.04205105
-1.3574824,0.6075298,-0.05873313,0.30512702,-0.16753168,0.15898837
-1.3371015,0.59952796,-0.064432494,0.41887218,0.15692191,0.571709
-1.2564371,0.5740413,-0.033122856,0.66744274,0.28809735,1.1469283
-1.1594789,0.55415714,-0.029833753,0.43240923,-0.5504903,0.77026266
-1.0529189,0.5192522,-0.049555372,-0.20905381,0.33634505,0.22277695
-0.9628097,0.47472924,-0.034324437,0.0064667305,0.43677282,-0.65954775
-0.9325096,0.4851474,-0.014380631,0.82071394,0.024928289,0.40585986
-0.9198489,0.49957982,-0.017071677,0.3856983,-0.7954851,1.0018413
-0.8872081,0.511102,-0.042267527,0.08800204,-0.44557092,0.9268687
-0.85164076,0.49314612,-0.05621058,0.11994803,-0.054586217,0.38680845
-0.7511029,0.46877927,-0.05336038,0.35435706,-0.118758045,0.7836198
-0.7203111,0.46840352,-0.045775436,0.27524066,-0.09707541,0.77582824
-0.70731646,0.44654575,-0.06007385,0.06940002,-0.7654027,0.9014274
-0.6970827,0.40914908,-0.059368562,0.36531612,0.012636494,0.74376994
-0.6703548,0.42577603,-0.046615284,0.3676395,0.5040135,0.84629935
-0.6000049,0.34128246,0.024853528,0.2910307,-0.8421887,1.2381266
-0.57347935,0.28484043,-0.017889004,0.44310054,-0.79267395,1.8333727
-0.55007374,0.27268386,-0.002842847,-0.24729797,0.38133356,0.94875693
-0.49969336,0.23579834,-0.004912491,-0.026890952,0.55191565,0.75672746
-0.47633913,0.18811539,-0.03820122,0.5476071,-1.1918223,1.659536
-0.47738242,0.22334716,-0.045565613,0.25815564,-0.37819725,1.0784707
