gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2]
-0.047530398,-0.041645292,0.07625295,0.1652481,0.5930193,-8.449544
-0.24482742,0.021608016,0.16256063,-0.11047453,-0.2932225,-8.146216
-0.4513629,0.10763519,0.23963241,-0.03144267,0.9159744,-7.734351
-0.74223727,0.2670834,0.24529356,0.20256904,0.17252216,-7.0918694
-1.2790726,0.5118346,0.20782772,0.027929049,-0.7159416,-6.2679768
-1.9271137,0.83796126,0.11216636,-0.2983003,-0.21562769,-5.646776
-2.355064,0.99223864,0.12005937,0.32124186,0.30678084,-4.625794
-2.4971886,1.1081226,0.12662223,0.09696632,-0.0822122,-4.5067887
-2.6974547,1.2193508,0.12389757,-0.22384934,-0.17801374,-4.6687756
-2.8108325,1.2961017,0.12898393,-0.13206995,0.020518975,-4.308939
-2.8607357,1.3513764,0.12553899,-0.009102219,-0.008480898,-4.0075054
-2.9086695,1.3845104,0.106355265,0.010453018,0.031612854,-3.7094626
-2.8633482,1.3914347,0.089892544,0.17884631,-0.29774016,-3.298038
-2.8198328,1.3731432,0.092375375,0.018746873,-0.11778948,-3.140559
-2.6557508,1.317381,0.077721,0.16510747,-0.17661189,-3.32222
-2.3668802,1.1947211,0.07836277,0.15081695,0.10004829,-3.3058476
-2.1003666,1.0924479,0.095959455,0.041166965,0.4348852,-2.988126
-1.8983468,0.9632307,0.07672334,0.021092778,-0.08288994,-3.23763
-1.65098,0.8865266,0.08033423,0.2570472,-0.022363922,-3.493292
-1.4228674,0.7566193,0.08318433,0.15975924,0.2536049,-3.3596032
-1.1817966,0.6211335,0.07981462,0.5375165,0.012621302,-3.3835433
-0.93510485,0.51553494,0.06727021,0.22270209,0.2191788,-3.700717
-0.6837089,0.40957826,0.07877993,0.12647866,-0.02752042,-3.7243555
-0.47484908,0.2760544,0.0893609,0.25960842,0.28391334,-3.897138
-0.2866531,0.22037281,0.07223188,0.26053578,0.33060315,-4.086562
-0.06657774,0.106734715,0.083675444,0.21648084,-0.040967934,-4.215543
0.09862774,-0.00088436087,0.088764876,0.22678849,0.039477773,-4.7910213
0.36748472,-0.10961501,0.07168126,0.24159567,0.35909396,-4.43658
0.5547018,-0.26376897,0.06309382,0.27914375,-0.36105222,-5.051629
0.6665822,-0.29072097,0.07490117,0.23124288,-0.03248206,-4.9779506
0.7610343,-0.36883095,0.07519324,0.31680316,0.27597332,-4.9722614
0.8566755,-0.39250922,0.079685904,-0.05975209,0.17161906,-5.923536
0.8968937,-0.4107776,0.09474282,0.0034543022,0.11383164,-6.1088185
0.95996946,-0.45191863,0.09308241,0.18897353,0.2625127,-6.1040893
1.0162659,-0.44395506,0.105216116,-0.020518528,0.20930634,-6.714092
1.0571555,-0.4454294,0.084958866,0.1101036,0.22339132,-6.599822
1.1047219,-0.44992384,0.07914292,0.28529403,0.11858433,-6.477242
1.1182442,-0.43258744,0.074529365,0.36228624,0.12665084,-6.7188544
1.1458193,-0.41979656,0.08060073,0.28017864,-0.019769954,-6.76968
1.1675991,-0.4565351,0.05780317,0.26034108,0.13170195,-7.0671444
1.1864687,-0.42547888,0.06715803,0.20500478,0.035639,-7.571052
1.1843774,-0.44232738,0.06490559,0.088047564,0.16746956,-7.6198444
1.2301384,-0.46029097,0.07964713,-0.00807551,0.5477447,-7.8942595
1.2292501,-0.4448106,0.064973705,0.16798733,0.61173916,-7.987095
1.2565179,-0.49561283,0.06889591,0.32631725,0.8166978,-7.8875375
1.2689492,-0.5107451,0.06577105,0.25542912,0.38111046,-8.064935
1.2701799,-0.5345698,0.09027147,0.12230026,0.114933684,-7.894363
1.2882005,-0.5657756,0.055976134,0.30492607,-0.10423404,-7.7863016
1.3270105,-0.59326893,0.063632295,0.38988355,0.29247034,-8.003469
1.3149985,-0.6289392,0.060050376,0.35637078,0.61047494,-8.256806
1.3236257,-0.6335164,0.072435856,0.07770017,0.7040172,-8.8767395
1.2781749,-0.6253871,0.07305385,-0.13498043,-0.17746457,-9.548948
1.195869,-0.60834545,0.057186045,0.24042945,0.03862877,-9.18731
1.1764213,-0.601028,0.060834445,0.47422224,0.518849,-9.2949915
1.1272446,-0.5731072,0.06153715,0.27305385,1.1580436,-9.545786
1.0887218,-0.5485451,0.058040686,-0.004281604,0.24906412,-9.256462
1.0467125,-0.53780746,0.060477532,0.013862729,-0.38119116,-9.527141
0.98336357,-0.5236851,0.05954191,0.11826991,0.28237864,-10.037648
0.9099677,-0.5046902,0.05527577,0.28478682,0.85155994,-9.781023
0.82083863,-0.5048525,0.06648934,0.42089993,0.13172172,-9.79386
0.76625293,-0.50271237,0.055832066,0.116706625,-0.21787807,-9.307814
0.72616047,-0.52601147,0.05514317,-0.13532199,0.48708293,-10.032404
0.6811596,-0.51015955,0.055891033,0.28820333,0.72534066,-10.229908
0.6549283,-0.52600104,0.06314908,0.6276439,0.3514207,-9.859246
0.6330051,-0.5225087,0.059281103,0.041116484,0.64120704,-10.290156
0.58940935,-0.49014813,0.07486977,-0.24299648,0.31847608,-10.571712
0.56235546,-0.47799513,0.05283957,0.47833017,-0.036513623,-10.35294
0.5561368,-0.46089476,0.050388947,0.37063488,0.87499404,-10.799853
0.5282418,-0.40913507,0.04778601,-0.15836063,0.6957552,-10.99571
0.5217144,-0.39990726,0.039323103,0.10933526,-0.49418786,-10.468687
0.4899705,-0.38827658,0.017119782,0.3820143,0.5116171,-10.664872
0.48099238,-0.34945625,0.047974825,0.06839376,1.2752588,-11.150906
0.4729873,-0.3243696,0.026928693,0.14793392,-0.22951409,-10.542764
0.44693083,-0.31720626,0.033482634,0.27718285,0.34635007,-10.813163
0.42513788,-0.2948025,0.039451938,0.2662516,1.1815078,-11.089414
0.4042975,-0.30124456,0.027550904,0.2781522,-0.11242331,-10.53322
0.37135985,-0.29047048,0.0049020844,-0.12371454,-0.026380943,-11.16571
0.33636066,-0.27627292,0.031123748,0.5021248,1.480275,-11.024579
0.32195333,-0.26603463,0.010886156,0.38296995,-0.05623501,-10.849311
0.2812783,-0.24859999,0.018149829,-0.3056735,0.11557026,-11.291468
0.25534073,-0.22504212,0.019812461,0.63869035,0.92985696,-10.882109
0.26229525,-0.22005674,0.021774212,0.36009148,0.16055095,-11.178818
0.2339821,-0.19414978,0.017157957,-0.4086052,0.4078338,-11.489442
0.21893762,-0.18748756,0.012119167,0.65585583,0.6244978,-10.718524
0.24090394,-0.18662544,0.0067797136,0.3665962,0.14414094,-11.249363
0.22745097,-0.1680311,0.012300831,-0.30237624,0.94659305,-11.417607
0.22566521,-0.15967155,0.009570682,0.67962974,-0.254376,-10.708757
0.23961444,-0.14502205,-0.0041586068,0.073537834,0.69823265,-11.596089
0.22361527,-0.123574376,-0.0033386,0.19580661,1.3032324,-11.096069
0.22086722,-0.11501104,0.0030146572,0.1687082,-0.40730414,-11.211801
0.2099426,-0.11152587,0.007234238,0.29452017,1.5863312,-11.267007
0.21201806,-0.110423505,0.014273969,0.62485904,0.71468997,-10.95289
0.22099401,-0.12302635,-0.004166631,-0.3610062,-1.1420121,-11.281793
0.20822966,-0.1278299,0.008232408,0.6035433,1.8753237,-10.996367
0.23007225,-0.14680804,0.025678799,0.47966522,-0.011488388,-11.004392
0.23835951,-0.13548137,0.0027075068,-0.41280672,-0.07064931,-11.364104
0.23775114,-0.13166742,0.026577955,0.76395047,1.364292,-10.843534
0.2434895,-0.1293391,0.02561821,0.2536703,-0.20829645,-11.238835
0.24442583,-0.1176988,-0.0008712795,-0.11019489,0.7371748,-11.408638
0.2482375,-0.10590261,-0.0047407304,0.4625016,0.27430782,-10.936748
0.25801247,-0.10340727,-0.023801744,0.27444035,0.13864629,-11.167384
0.28640717,-0.098984756,-0.012790527,0.08885606,1.151256,-11.130412
0.26628602,-0.097516246,-0.0021429167,0.28100187,-0.28812996,-10.74537
0.26854828,-0.11164102,0.0047451654,0.41391593,1.0057362,-11.182659
0.25672153,-0.11774708,0.02442243,0.07878753,0.64249945,-11.130497
0.20252205,-0.11002008,0.006102218,0.11849191,-0.7376615,-10.912493
0.17282529,-0.11147621,0.018379876,0.3343378,0.90250045,-11.346834
0.12299392,-0.106581405,0.021632642,0.19674258,0.5221028,-11.109234
0.09593116,-0.10214661,-0.0048344545,-0.03318081,-0.7905599,-11.088707
0.09351357,-0.11833332,0.006414322,0.44584692,1.3761755,-11.063927
0.09159863,-0.117773704,0.0049180044,0.4511982,0.3069408,-10.821574
0.11366596,-0.12519976,-0.010625535,-0.17998508,-0.34600067,-11.055783
0.15985547,-0.1307884,0.0035612574,0.34048903,1.329546,-10.834946
0.1680214,-0.14137337,0.002691292,0.63780904,0.54226536,-10.846528
0.2080391,-0.13364333,0.008929691,-0.35071084,-0.3618349,-11.309
0.22557172,-0.12875777,-0.0093458565,0.47373503,1.1317376,-10.615851
0.25415772,-0.12654091,-0.0076968493,0.559993,-0.018835017,-10.947648
0.2779737,-0.1306918,-0.00092985574,-0.102298975,0.6839205,-11.206034
0.26355886,-0.12861009,0.0005976384,0.56847155,0.08437378,-10.898604
0.23175694,-0.1298061,0.014951537,0.19076058,0.13663334,-11.511138
0.20666343,-0.1088254,0.012870904,0.15247118,1.6075537,-11.189771
0.17288774,-0.10026163,0.0062556937,0.033349752,-1.4693588,-11.077469
0.1362248,-0.07787842,-0.0014171758,0.35191086,1.3908995,-11.390659
0.124475226,-0.08023836,0.0068715545,0.6036745,0.86548615,-11.085501
0.07336092,-0.06475117,-0.030226797,-0.42041895,-1.3494909,-11.215088
0.057077374,-0.06364381,-0.036109626,0.8125429,2.2670379,-10.690818
0.0935929,-0.07823687,-0.017002694,0.13398889,-0.50283,-11.035251
0.07099878,-0.055393323,-0.044783127,-0.19686477,-0.2009738,-11.075389
0.08725751,-0.06481031,-0.007060203,0.701663,1.651224,-10.827126
0.08280275,-0.0620795,0.009242905,0.065508716,-0.23953587,-11.1331215
0.07938261,-0.030521417,0.022707036,-0.09767482,0.5233439,-11.277803
0.074448146,-0.046062484,0.019879164,0.508278,0.66700083,-10.82879
0.07386191,-0.019432181,0.018008402,0.1510305,-0.06891448,-11.1807
0.044620797,-0.0069054477,-0.0006041324,-0.019825945,0.65488505,-11.211616
0.027480802,0.0022675507,-0.02767831,0.26514292,-0.10418462,-10.573684
0.018794987,-0.008330182,-0.018403713,0.45857,0.6104067,-11.201828
0.007738937,0.00024673232,-0.011742311,-0.25920838,0.62339664,-11.205637
-0.009833722,-0.015702104,-0.013960504,0.3832271,-0.4284274,-10.513071
-0.01653848,-0.014158944,-0.009639841,0.46666446,0.73726636,-11.10715
-0.017267559,-0.014384697,-0.0020345922,-0.08094729,0.83900654,-10.816465
-0.036455184,-0.026522942,-0.016674638,0.2510948,-0.7793417,-10.673899
-0.046001356,-0.038419567,-0.0040932563,0.35287163,0.7958255,-11.140032
-0.016370215,-0.0362951,0.0007406429,0.2874014,1.2404652,-10.695008
-0.033271935,-0.036832508,-0.025688015,-0.0030285008,-1.5171413,-10.860024
-0.028717052,-0.03488682,-0.014199713,0.29270834,1.1616518,-10.917239
0.0054916884,-0.019407094,0.010157069,0.5553874,1.2947217,-10.733148
0.020439766,-0.043129787,0.010779,-0.27970785,-1.4028537,-11.009138
0.032367047,-0.034748033,-0.0010860085,0.37063283,1.497876,-10.651562
0.08205362,-0.034517888,-0.005187222,0.35493186,0.24660043,-10.857997
