timestamp,tilt_limit,takeoff_state
844000,0.0,1
11016000,0.0024,1
11024000,0.004,1
12008000,0.2011999,1
12060000,0.20943952,1
35648000,0.20943952,2
36652000,0.20943952,3
41392000,0.20943952,4
44392000,0.21263951,5
44400000,0.2150395,5
45392000,0.41343978,5
46388000,0.61264044,5
47252000,0.7853982,5
74696000,0.78379816,3
74708000,0.7813982,3
75696000,0.58379775,3
76696000,0.38379738,1
