timestamp,speed_xy,speed_up,speed_down,want_takeoff
11968000,5.0,3.0,1.0,0
11988000,5.0,3.0,1.0,0
12968000,5.0,3.0,1.0,0
13964000,5.0,3.0,1.0,0
14964000,5.0,3.0,1.0,0
15976000,5.0,3.0,1.0,0
16976000,5.0,3.0,1.0,0
17960000,5.0,3.0,1.0,0
18968000,5.0,3.0,1.0,0
19964000,5.0,3.0,1.0,0
20964000,5.0,3.0,1.0,0
21972000,5.0,3.0,1.0,0
22968000,5.0,3.0,1.0,0
23964000,5.0,3.0,1.0,0
24968000,5.0,3.0,1.0,0
25968000,5.0,3.0,1.0,0
26964000,5.0,3.0,1.0,0
27968000,5.0,3.0,1.0,0
28968000,5.0,3.0,1.0,0
29968000,5.0,3.0,1.0,0
30968000,5.0,3.0,1.0,0
31976000,5.0,3.0,1.0,0
32976000,5.0,3.0,1.0,0
33972000,5.0,3.0,1.0,0
34976000,5.0,3.0,1.0,0
35732000,5.0,3.0,1.0,0
71536000,5.0,3.0,1.0,0
71540000,5.0,3.0,1.0,0
72520000,5.0,3.0,1.0,0
73524000,5.0,3.0,1.0,0
74528000,5.0,3.0,1.0,0
75528000,5.0,3.0,1.0,0
76528000,5.0,3.0,1.0,0
