timestamp,saturation_status
996000,1533
1996000,1533
3004000,1533
4000000,1533
4996000,1533
6000000,1533
7000000,1533
8000000,1533
8996000,1533
10000000,1533
11000000,1533
12000000,1529
13000000,1529
14000000,1529
15000000,1529
16000000,1529
17000000,1529
18000000,1529
19000000,1529
19996000,1529
21000000,1529
21996000,1529
23000000,1529
24000000,1529
25000000,1529
25996000,1529
27000000,1529
28000000,1529
29000000,1529
30000000,1529
31000000,1
32000000,1
33000000,1
34000000,1
34996000,1
36000000,1
37000000,1
38000000,1
38996000,1
40000000,1
40996000,1
41996000,1
43000000,1
44000000,1
45000000,1
46000000,1
47000000,1
47996000,1
48996000,1
50000000,1
51000000,1
52000000,1
53000000,1
54000000,1
55000000,1
56000000,1
57000000,1
58000000,1
59000000,1
60000000,1
61000000,1
61996000,1
63000000,1
64000000,1
65000000,1
66000000,1
67000000,1533
68000000,1533
69000000,1529
