timestamp,mag_inconsistency_angle
496000,0.00046184054
1000000,8.404168e-07
1496000,0.0001662552
1996000,0.000104787774
2500000,4.9606188e-05
3004000,3.3441644e-05
3496000,1.291626e-06
3996000,7.240404e-05
4500000,0.0004236806
5000000,4.5488123e-05
5500000,0.00034023143
6000000,0.00027380974
6500000,5.811402e-07
7000000,0.00028568317
7500000,0.00016792041
8000000,0.00010183557
8496000,5.4021793e-06
8996000,0.00031593457
9500000,6.367591e-06
10000000,1.1587181e-08
10500000,9.623338e-05
11000000,0.00022330391
11500000,0.0002208932
12000000,2.3889797e-05
12500000,1.7694107e-05
12996000,1.729585e-05
13500000,1.2741163e-05
14000000,0.00010969407
14500000,1.8014956e-07
15000000,1.0708178e-05
15500000,2.0544334e-05
16000000,4.4100936e-05
16500000,3.800574e-05
17000000,1.663546e-05
17500000,7.0038996e-06
18000000,0.00069566217
18500000,0.00012801337
19000000,0.00010801808
19496000,6.6627404e-06
20000000,8.068196e-05
20500000,1.325032e-07
21000000,0.00012431668
21500000,6.4652035e-05
21996000,0.00027534872
22500000,4.2959226e-07
23000000,8.6618757e-10
23500000,1.4521961e-06
24000000,2.3849287e-09
24500000,0.00041829684
25000000,0.00042956223
25500000,2.722831e-05
25836000,7.1821632e-06
68112000,6.823055e-06
68116000,6.4819023e-06
68608000,3.8316397e-05
