timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
37784000,37784000,0.6073909,0.0006503962,-0.021581762,4.611948,1.1221396e-05,4.418111,0
37792000,37792000,0.6075848,0.0006263043,-0.084617876,4.5880675,0.00017340113,4.401172,0
37884000,37884000,0.60851073,0.00044242904,0.006876752,4.3441396,1.2095405e-06,4.2097826,0
37984000,37984000,0.6087422,0.0003462699,0.008459434,4.132843,1.9239385e-06,4.0098553,0
38084000,38084000,0.6090119,0.00027670854,-0.0041082036,3.906499,4.800359e-07,3.8186543,0
38184000,38184000,0.6091108,0.00023225124,-0.06055695,3.7113879,0.00010978653,3.6360931,0
38284000,38284000,0.6092133,0.0001987234,0.026932888,3.5276754,2.284729e-05,3.4619253,0
38376000,38376000,0.6094169,0.00017490626,0.010073476,3.3742914,3.3414394e-06,3.3088706,0
38480000,38480000,0.6093545,0.00015344805,0.017984323,3.2026381,1.1221161e-05,3.1438415,0
38588000,38588000,0.60942525,0.00013435139,-0.0027735075,3.027944,2.822723e-07,2.9809995,0
38680000,38680000,0.6093159,0.000121376484,-0.028171156,2.8975172,3.043272e-05,2.848901,0
38780000,38780000,0.60931444,0.000109110566,0.03284596,2.7563841,4.348922e-05,2.7118027,0
38880000,38880000,0.60929203,9.864398e-05,0.024255633,2.6222792,2.4928939e-05,2.58121,0
38992000,38992000,0.60927576,8.9614456e-05,0.014654219,2.489977,9.582692e-06,2.4424124,0
39084000,39084000,0.6093435,8.243048e-05,0.030904768,2.3646924,4.4878034e-05,2.3339293,0
39184000,39184000,0.60932237,7.477076e-05,-0.050155442,2.2541294,0.00012399803,2.2214205,0
39284000,39284000,0.6093592,6.8671565e-05,-0.056773756,2.1447897,0.00016698136,2.114305,0
39384000,39384000,0.60940874,6.324813e-05,-0.00044747454,2.0408187,1.0901586e-08,2.0123248,0
39484000,39484000,0.60940397,5.8401292e-05,0.048844162,1.9418645,0.00013650983,1.9152324,0
39572000,39572000,0.60933447,5.4466615e-05,-0.026156237,1.8551663,4.0975585e-05,1.8336821,0
39688000,39688000,0.6093614,5.012358e-05,-0.010239178,1.7549744,6.6376892e-06,1.7314788,1
39776000,39776000,0.60934806,4.6888137e-05,0.028686684,1.676564,5.4537853e-05,1.6576924,1
