timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
11028000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
25836000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
63096000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
66220000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
66272000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
66324000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
66372000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
66424000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
66472000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
66524000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
66572000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
66624000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
66672000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
66724000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
66772000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
66824000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
66872000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
66924000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
66972000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67028000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67076000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67124000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67132000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67184000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67236000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67284000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67336000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67384000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67436000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67484000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67536000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67584000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67636000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67684000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67736000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67784000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67836000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67884000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67936000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
67984000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
68036000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
68084000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
