timestamp,speed_xy,speed_up,speed_down,want_takeoff
11372000,5.0,3.0,1.0,0
11392000,5.0,3.0,1.0,0
12372000,5.0,3.0,1.0,0
13384000,5.0,3.0,1.0,0
14384000,5.0,3.0,1.0,0
15384000,5.0,3.0,1.0,0
16384000,5.0,3.0,1.0,0
17384000,5.0,3.0,1.0,0
18380000,5.0,3.0,1.0,0
19384000,5.0,3.0,1.0,0
20384000,5.0,3.0,1.0,0
21384000,5.0,3.0,1.0,0
22380000,5.0,3.0,1.0,0
23380000,5.0,3.0,1.0,0
24380000,5.0,3.0,1.0,0
25380000,5.0,3.0,1.0,0
25940000,5.0,3.0,1.0,0
63096000,5.0,3.0,1.0,0
63116000,5.0,3.0,1.0,0
64100000,5.0,3.0,1.0,0
65080000,5.0,3.0,1.0,0
66080000,5.0,3.0,1.0,0
67096000,5.0,3.0,1.0,0
68076000,5.0,3.0,1.0,0
69080000,5.0,3.0,1.0,0
