timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
96225350,96225309,6946826,0.2621651,-0.050278235,-9.734225,62.0,0,0,0,0,2
96226595,96226555,6946826,0.28550854,-0.16160862,-9.710882,62.0,0,0,0,0,2
96325080,96325036,6946826,0.36990416,-0.14724341,-9.750386,62.0,0,0,0,0,2
96424802,96424762,6946826,0.32321724,-0.077213004,-9.753978,62.0,0,0,0,0,2
96525772,96525730,6946826,0.3681085,-0.15263036,-9.762956,62.0,0,0,0,0,2
96625489,96625447,6946826,0.6877344,-0.28909984,-9.631873,62.0,0,0,0,0,2
96725204,96725161,6946826,0.34476504,-0.073621705,-9.746795,62.0,0,0,0,0,2
96824920,96824879,6946826,0.5189432,-1.0648212,-10.001778,62.0,0,0,0,0,2
96925931,96925888,6946826,-0.13467385,0.55126494,-9.626487,62.0,0,0,0,0,2
97025608,97025567,6946826,0.6823475,-0.6123171,-9.67856,62.0,0,0,0,0,2
97125319,97125279,6946826,0.623091,-0.14544775,-9.683948,62.0,0,0,0,0,2
97225026,97224984,6946826,0.21188685,0.79367787,-10.019734,62.0,0,0,0,0,2
97324732,97324691,6946826,0.5422867,-0.11492168,-9.54209,62.0,0,0,0,0,2
97425683,97425643,6946826,0.05207389,0.34835634,-9.951499,62.0,0,0,0,0,2
97525395,97525353,6946826,0.13108255,-1.1994951,-9.558251,62.0,0,0,0,0,2
97625180,97625140,6946826,0.54408234,0.98940384,-9.617508,62.0,0,0,0,0,2
97726043,97726000,6946826,0.5494693,-1.0809821,-10.02153,62.0,0,0,0,0,2
97825744,97825700,6946826,0.09696517,0.15083471,-9.583391,62.0,0,0,0,0,2
97925439,97925400,6946826,0.107739076,0.45609543,-9.859921,62.0,0,0,0,0,2
98025145,98025104,6946826,0.7326257,-0.7846996,-9.762956,62.0,0,0,0,0,2
98124911,98124868,6946826,-0.21188685,0.4973954,-9.619304,61.625,0,0,0,0,2
98225790,98225749,6946826,1.127669,-0.17776948,-9.874287,61.625,0,0,0,0,2
98325492,98325453,6946826,-0.19572599,-0.60333884,-9.31943,61.625,0,0,0,0,2
98425200,98425158,6946826,0.10055647,-0.11492168,-10.1544075,61.625,0,0,0,0,2
98524902,98524862,6946826,1.3431472,-0.26036942,-9.707291,61.625,0,0,0,0,2
98625848,98625809,6946826,-0.0035913025,0.7721301,-10.057443,61.625,0,0,0,0,2
98725549,98725508,6946826,0.97862995,-0.14544775,-9.964069,61.625,0,0,0,0,2
98825240,98825200,6946826,0.12030864,-0.30705637,-9.326612,61.625,0,0,0,0,2
98924937,98924898,6946826,-0.05746084,0.38067806,-9.630077,61.625,0,0,0,0,2
99025886,99025843,6946826,0.43634325,-0.24061728,-9.393052,61.625,0,0,0,0,2
99125582,99125542,6946826,0.17956513,0.66618663,-10.010756,61.375,0,0,0,0,2
