timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
95361480,95359198,6684682,1999.4796,1.9526168,nan,nan,nan,nan,35.313137,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,475.0,446.0,476.0
96765541,96765219,6684682,1999.4796,1.9526168,46.849087,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,447.0,432.0,463.0
97279071,97278408,6684682,1999.4796,1.9526168,34.92923,nan,nan,nan,60.640743,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,448.0,483.0,468.0
97535749,97535002,6684682,1999.4796,1.9526168,58.578503,nan,nan,nan,83.962524,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,25.0,nan,nan,nan,nan,nan,nan,nan,479.0,493.0,465.0
97666466,97664048,6684682,1999.4796,1.9526168,nan,nan,nan,nan,nan,nan,nan,nan,54.940468,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,462.0,486.0,475.0
97792182,97791594,6684682,1999.4796,1.9526168,nan,nan,nan,nan,54.67327,nan,nan,nan,54.940468,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,17.0,nan,nan,nan,477.0,487.0,475.0
97922812,97920640,6684682,1999.4796,1.9526168,nan,nan,nan,nan,nan,nan,nan,nan,83.97057,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,458.0,484.0,472.0
98048798,98046687,6684682,1999.4796,1.9526168,83.966415,37.09972,nan,nan,83.94311,nan,nan,nan,83.97057,nan,nan,nan,17.0,10.0,nan,nan,26.0,nan,nan,nan,17.0,nan,nan,nan,453.0,478.0,472.0
98049094,98048187,6684682,1999.4796,1.9526168,83.966415,37.09972,nan,nan,83.94311,nan,nan,nan,83.88873,nan,nan,nan,17.0,10.0,nan,nan,26.0,nan,nan,nan,13.0,nan,nan,nan,453.0,478.0,467.0
98179055,98175733,6684682,1999.4796,1.9526168,nan,nan,nan,nan,60.53112,nan,nan,nan,83.88873,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,13.0,nan,nan,nan,471.0,406.0,467.0
98818290,98815009,6684682,1999.4796,1.9526168,nan,nan,nan,nan,54.67327,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,460.0,497.0,462.0
98944645,98944008,6684682,1999.4796,1.9526168,83.95655,nan,nan,nan,37.09972,82.07809,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,16.0,16.0,nan,nan,nan,nan,nan,nan,485.0,515.0,480.0
