timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
692000,692000,1310996,1310996,2.1452743e-06,4.07572e-06,-8.080428e-08,-0.00020437529,-2.9409926e-05,-0.039083634,4000,4000,0,0
1000000,1000000,1310996,1310996,-7.156971e-06,7.1162717e-06,-1.0977602e-06,4.943743e-05,8.460977e-06,-0.03882565,4000,4000,0,0
1500000,1496000,1310996,1310996,4.6934447e-06,-7.5958735e-07,2.4675012e-06,-3.693568e-05,4.7410624e-05,-0.039409794,4000,4000,0,0
2000000,2000000,1310996,1310996,-7.846198e-07,1.7917077e-06,3.302266e-07,-7.736441e-05,-3.7377373e-05,-0.03944664,4000,4000,0,0
2500000,2496000,1310996,1310996,-5.9298864e-06,4.9446635e-07,-8.8796804e-07,-8.6822496e-05,6.7179695e-05,-0.03895836,4000,4000,0,0
3000000,2996000,1310996,1310996,3.9509196e-06,2.9464732e-06,-1.2405562e-06,6.7973124e-05,-0.00012483586,-0.039357945,4000,4000,0,0
3500000,3480000,1310996,1310996,-5.2796563e-06,-1.0864095e-06,-2.1531723e-06,1.4877217e-05,-3.7826223e-05,-0.039112557,4000,4000,0,0
4000000,4000000,1310996,1310996,-2.2100389e-07,5.2613846e-06,-6.2727026e-06,-5.606011e-05,6.2343235e-05,-0.039112817,4000,4000,0,0
4500000,4484000,1310996,1310996,2.7938615e-06,3.4472478e-06,-1.3425537e-06,-1.5415773e-05,-0.00017108492,-0.039248593,4000,4000,0,0
5000000,4996000,1310996,1310996,-1.9727722e-06,8.769575e-07,3.832454e-06,6.276827e-05,-7.2046196e-06,-0.038992196,4000,4000,0,0
5500000,5496000,1310996,1310996,3.2147113e-06,1.8799323e-06,-2.1226326e-06,-7.402876e-05,-3.654617e-05,-0.038821775,4000,4000,0,0
6000000,5996000,1310996,1310996,1.6729473e-06,5.1969064e-06,-3.3010215e-06,2.94175e-07,-4.950541e-06,-0.039186515,4000,4000,0,0
6500000,6500000,1310996,1310996,4.289698e-06,1.9614865e-06,3.2434086e-06,-6.6039545e-05,5.7680725e-05,-0.0392118,4000,4000,0,0
7000000,6996000,1310996,1310996,7.833862e-07,1.0419201e-06,-3.814792e-06,-9.421511e-05,-8.175835e-05,-0.0389097,4000,4000,0,0
7496000,7492000,1310996,1310996,6.288437e-06,-7.600232e-07,4.5939655e-06,0.00012347793,2.205686e-05,-0.039053243,4000,4000,0,0
8000000,8000000,1310996,1310996,-1.5854531e-06,-5.8631254e-06,2.4990202e-06,5.0165796e-05,-5.7902467e-05,-0.039065186,4000,4000,0,0
8500000,8500000,1310996,1310996,-4.5718702e-06,-1.6032907e-06,-3.8051382e-06,8.286851e-06,2.7620888e-05,-0.039280057,4000,4000,0,0
9000000,8996000,1310996,1310996,4.548566e-06,-9.754042e-07,-7.1031417e-07,-6.2209147e-06,-0.0001839354,-0.039091576,4000,4000,0,0
9500000,9496000,1310996,1310996,-3.4033283e-06,-6.29175e-06,-1.439528e-06,-5.1757026e-05,-0.00014013908,-0.03901583,4000,4000,0,0
10000000,10000000,1310996,1310996,-3.100706e-06,3.2486382e-06,-4.448808e-07,7.286513e-05,-5.5444314e-05,-0.039238244,4000,4000,0,0
10500000,10500000,1310996,1310996,-2.6189377e-06,4.056317e-06,-3.5723422e-06,1.8435629e-05,-5.329567e-06,-0.038961686,4000,4000,0,0
11000000,11000000,1310996,1310996,1.3167734e-06,5.9521312e-06,3.7317957e-07,-1.6347825e-05,-4.4918506e-05,-0.039299276,4000,4000,0,0
11493000,11476000,1310996,1310996,2.2397619e-07,-1.3430977e-06,-4.695695e-06,-2.9424787e-06,-6.893873e-05,-0.039257616,4000,4000,0,0
12000000,12000000,1310996,1310996,6.573817e-07,-3.264397e-06,-4.9568616e-06,5.2936717e-05,1.2961581e-05,-0.039447084,4000,4000,0,0
12500000,12500000,1310996,1310996,3.187394e-06,5.9656372e-06,2.018034e-07,0.00014131716,-3.4155433e-05,-0.039096322,4000,4000,0,0
13000000,12996000,1310996,1310996,-2.6144337e-06,-9.0418064e-07,-4.9619234e-06,7.3392745e-05,1.7665207e-05,-0.0391479,4000,4000,0,0
13500000,13496000,1310996,1310996,1.6889873e-06,-1.5090264e-07,-3.8428607e-07,-7.719397e-05,5.9932292e-05,-0.039065324,4000,4000,0,0
14000000,13996000,1310996,1310996,3.4831921e-06,1.0501409e-06,-5.2734576e-06,2.1710313e-05,-6.062467e-05,-0.03940863,4000,4000,0,0
14500000,14488000,1310996,1310996,-4.580584e-06,1.9209976e-06,3.3675435e-06,2.4985022e-05,8.5081316e-05,-0.039171934,4000,4000,0,0
