timestamp,speed_xy,speed_up,speed_down,want_takeoff
11572000,5.0,3.0,1.0,0
11589000,5.0,3.0,1.0,0
12572000,5.0,3.0,1.0,0
13572000,5.0,3.0,1.0,0
14568000,5.0,3.0,1.0,0
15568000,5.0,3.0,1.0,0
16572000,5.0,3.0,1.0,0
17576000,5.0,3.0,1.0,0
18576000,5.0,3.0,1.0,0
19576000,5.0,3.0,1.0,0
20576000,5.0,3.0,1.0,0
21568000,5.0,3.0,1.0,0
22572000,5.0,3.0,1.0,0
23568000,5.0,3.0,1.0,0
24512000,5.0,3.0,1.0,0
61688000,5.0,3.0,1.0,0
61708000,5.0,3.0,1.0,0
62672000,5.0,3.0,1.0,0
63672000,5.0,3.0,1.0,0
64688000,5.0,3.0,1.0,0
65672000,5.0,3.0,1.0,0
66672000,5.0,3.0,1.0,0
