timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
508000,inf,0,1,1,1,0,0,1,1,0,1
1512000,inf,0,1,1,1,0,0,1,0,0,1
2524000,inf,0,1,1,1,0,0,1,0,0,1
3528000,inf,0,1,1,1,0,0,1,0,0,1
4528000,inf,0,1,1,1,0,0,1,0,0,1
5532000,inf,0,1,1,1,0,0,1,0,0,1
6536000,inf,0,1,1,1,0,0,1,0,0,1
7540000,inf,0,1,1,1,0,0,1,0,0,1
8544000,inf,0,1,1,1,0,0,1,0,0,1
9552000,inf,0,1,1,1,0,0,1,0,0,1
10556000,inf,0,1,1,1,0,0,1,0,0,1
11112000,inf,0,1,1,1,1,1,1,0,0,1
12112000,inf,0,1,1,1,1,1,1,0,0,1
13116000,inf,0,1,1,1,1,1,1,0,0,1
14116000,inf,0,1,1,1,1,1,1,0,0,1
15124000,inf,0,1,1,1,1,1,1,0,0,1
16132000,inf,0,1,1,1,1,1,1,0,0,1
17136000,inf,0,1,1,1,1,1,1,0,0,1
18144000,inf,0,1,1,1,1,1,1,0,0,1
19152000,inf,0,1,1,1,1,1,1,0,0,1
20156000,inf,0,1,1,1,1,1,1,0,0,1
21156000,inf,0,1,1,1,1,1,1,0,0,1
22156000,inf,0,1,1,1,1,1,1,0,0,1
23156000,inf,0,1,1,1,1,1,1,0,0,1
24160000,inf,0,1,1,1,1,1,1,0,0,1
25160000,inf,0,1,1,1,1,1,1,0,0,1
26164000,inf,0,1,1,1,1,1,1,0,0,1
26972000,inf,0,1,1,1,0,0,1,0,0,1
27976000,inf,0,1,1,1,0,0,1,0,0,1
28976000,inf,0,1,1,1,0,0,1,0,0,1
29984000,inf,0,1,1,1,0,0,1,0,0,1
30988000,inf,0,1,1,1,0,0,1,0,0,1
31080000,inf,0,1,1,1,1,0,1,0,0,1
31828000,inf,0,1,0,0,1,0,1,0,0,1
31840000,inf,0,0,0,0,1,0,1,0,0,1
32844000,inf,0,0,0,0,1,0,0,0,0,1
33844000,inf,0,0,0,0,1,0,0,0,0,1
34844000,inf,0,0,0,0,1,0,0,0,0,1
35848000,inf,0,0,0,0,1,0,0,0,0,1
36816000,inf,0,0,0,0,0,0,0,0,0,1
37816000,inf,0,0,0,0,0,0,0,0,0,1
38816000,inf,0,0,0,0,0,0,0,0,0,1
39820000,inf,0,0,0,0,0,0,0,0,0,1
40828000,inf,0,0,0,0,0,0,0,0,0,1
41836000,inf,0,0,0,0,0,0,0,0,0,1
42836000,inf,0,0,0,0,0,0,0,0,0,1
43840000,inf,0,0,0,0,0,0,0,0,0,1
44844000,inf,0,0,0,0,0,0,0,0,0,1
45844000,inf,0,0,0,0,0,0,0,0,0,1
46844000,inf,0,0,0,0,0,0,0,0,0,1
47852000,inf,0,0,0,0,0,0,0,0,0,1
48856000,inf,0,0,0,0,0,0,0,0,0,1
49860000,inf,0,0,0,0,0,0,0,0,0,1
50864000,inf,0,0,0,0,0,0,0,0,0,1
51864000,inf,0,0,0,0,0,0,0,0,0,1
52868000,inf,0,0,0,0,0,0,0,0,0,1
53876000,inf,0,0,0,0,0,0,0,0,0,1
54884000,inf,0,0,0,0,0,0,0,0,0,1
55896000,inf,0,0,0,0,0,0,0,0,0,1
56896000,inf,0,0,0,0,0,0,0,0,0,1
57900000,inf,0,0,0,0,0,0,0,0,0,1
58904000,inf,0,0,0,0,0,0,0,0,0,1
59905000,inf,0,0,0,0,0,0,0,0,0,1
60917000,inf,0,0,0,0,0,0,0,0,0,1
61924000,inf,0,0,0,0,0,0,0,0,0,1
62932000,inf,0,0,0,0,0,0,0,0,0,1
63932000,inf,0,0,0,0,0,0,0,0,0,1
64808000,inf,0,0,0,0,1,1,0,1,0,1
65812000,inf,0,0,0,0,1,1,0,1,0,1
66444000,inf,0,1,0,0,1,1,1,0,0,1
66812000,inf,0,1,1,0,1,1,1,0,0,1
67148000,inf,0,1,1,1,1,1,1,0,0,1
68148000,inf,0,1,1,1,1,1,1,0,0,1
69148000,inf,0,1,1,1,1,1,1,0,0,1
