timestamp,speed_xy,speed_up,speed_down,want_takeoff
11668000,5.0,3.0,1.0,0
11688000,5.0,3.0,1.0,0
12684000,5.0,3.0,1.0,0
13668000,5.0,3.0,1.0,0
14668000,5.0,3.0,1.0,0
15672000,5.0,3.0,1.0,0
16684000,5.0,3.0,1.0,0
17684000,5.0,3.0,1.0,0
18672000,5.0,3.0,1.0,0
19672000,5.0,3.0,1.0,0
20684000,5.0,3.0,1.0,0
21668000,5.0,3.0,1.0,0
22684000,5.0,3.0,1.0,0
23684000,5.0,3.0,1.0,0
24672000,5.0,3.0,1.0,0
25672000,5.0,3.0,1.0,0
26672000,5.0,3.0,1.0,0
26952000,5.0,3.0,1.0,0
64120000,5.0,3.0,1.0,0
64140000,5.0,3.0,1.0,0
65120000,5.0,3.0,1.0,0
66124000,5.0,3.0,1.0,0
67120000,5.0,3.0,1.0,0
68120000,5.0,3.0,1.0,0
69120000,5.0,3.0,1.0,0
70104000,5.0,3.0,1.0,0
