timestamp,main_state_changes,main_state
60000,0,0
564000,0,0
1072000,0,0
1516000,0,0
2020000,0,0
2524000,0,0
3024000,0,0
3528000,0,0
4028000,0,0
4276000,0,0
4332000,0,0
4836000,0,0
5340000,0,0
5844000,0,0
6268000,0,0
6772000,0,0
7280000,0,0
7784000,0,0
8276000,0,0
8780000,0,0
9284000,0,0
9788000,0,0
10268000,0,0
10776000,0,0
11088000,1,4
11592000,1,4
12092000,1,4
12284000,1,4
12784000,1,4
13288000,1,4
13792000,1,4
14276000,1,4
14780000,1,4
15284000,1,4
15788000,1,4
16292000,1,4
16796000,1,4
17296000,1,4
17804000,1,4
18312000,1,4
18820000,1,4
19324000,1,4
19824000,1,4
20332000,1,4
20840000,1,4
21340000,1,4
21844000,1,4
22344000,1,4
22852000,1,4
23352000,1,4
23856000,1,4
24364000,1,4
24868000,1,4
25372000,1,4
25872000,1,4
26160000,1,4
26664000,1,4
26868000,1,4
26964000,2,7
27064000,2,7
27572000,2,7
28072000,2,7
28580000,2,7
29088000,2,7
29596000,2,7
30068000,2,7
30568000,2,7
31068000,2,7
31080000,2,7
31584000,2,7
32092000,2,7
32596000,2,7
33100000,2,7
33604000,2,7
34104000,2,7
34616000,2,7
35116000,2,7
35616000,2,7
36124000,2,7
36632000,2,7
37136000,2,7
37644000,2,7
38148000,2,7
38656000,2,7
39156000,2,7
39656000,2,7
40156000,2,7
40656000,2,7
41088000,2,7
41592000,2,7
42100000,2,7
42604000,2,7
43108000,2,7
43612000,2,7
44092000,2,7
44596000,2,7
45104000,2,7
45612000,2,7
46112000,2,7
46620000,2,7
47120000,2,7
47624000,2,7
48128000,2,7
48636000,2,7
49140000,2,7
49644000,2,7
50152000,2,7
50656000,2,7
51160000,2,7
51664000,2,7
52172000,2,7
52672000,2,7
53176000,2,7
53676000,2,7
54176000,2,7
54680000,2,7
55188000,2,7
55692000,2,7
56200000,2,7
56700000,2,7
57204000,2,7
57708000,2,7
58216000,2,7
58724000,2,7
59232000,2,7
59740000,2,7
60240000,2,7
60740000,2,7
61240000,2,7
61740000,2,7
62248000,2,7
62748000,2,7
63252000,2,7
63756000,2,7
64104000,2,7
64116000,3,11
64624000,3,11
65128000,3,11
65632000,3,11
66140000,3,11
66640000,3,11
67144000,3,11
67648000,3,11
68152000,3,11
68656000,3,11
69128000,3,11
69624000,3,11
70128000,3,11
