timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
5552000,0.0,0.0,58.299793,0.0,0.0,0.0,0.0,1,0,0,0
11056000,40.154030216910584,116.25936851102398,58.190758,-0.009239121,0.043430805,0.10903579,-0.002649666,1,1,1,0
38380000,40.15403043849168,116.25936851918259,58.24785,0.015399573,0.044124186,0.051943842,-0.0070083137,1,1,1,0
44896000,40.154030430404504,116.25936812029894,58.236786,0.01450032,0.010223945,0.0630061,-0.005754387,1,1,1,0
