timestamp,speed_xy,speed_up,speed_down,want_takeoff
11600000,5.0,3.0,1.0,0
11620000,5.0,3.0,1.0,0
12584000,5.0,3.0,1.0,0
13580000,5.0,3.0,1.0,0
14584000,5.0,3.0,1.0,0
15588000,5.0,3.0,1.0,0
16584000,5.0,3.0,1.0,0
17584000,5.0,3.0,1.0,0
18600000,5.0,3.0,1.0,0
19588000,5.0,3.0,1.0,0
20580000,5.0,3.0,1.0,0
21604000,5.0,3.0,1.0,0
22584000,5.0,3.0,1.0,0
23588000,5.0,3.0,1.0,0
24592000,5.0,3.0,1.0,0
25588000,5.0,3.0,1.0,0
26600000,5.0,3.0,1.0,0
27592000,5.0,3.0,1.0,0
28588000,5.0,3.0,1.0,0
29584000,5.0,3.0,1.0,0
30584000,5.0,3.0,1.0,0
31584000,5.0,3.0,1.0,0
32584000,5.0,3.0,1.0,0
33584000,5.0,3.0,1.0,0
34584000,5.0,3.0,1.0,0
35584000,5.0,3.0,1.0,0
36584000,5.0,3.0,1.0,0
37584000,5.0,3.0,1.0,0
38464000,5.0,3.0,1.0,0
77260000,5.0,3.0,1.0,0
77280000,5.0,3.0,1.0,0
78260000,5.0,3.0,1.0,0
79260000,5.0,3.0,1.0,0
80260000,5.0,3.0,1.0,0
81244000,5.0,3.0,1.0,0
82248000,5.0,3.0,1.0,0
83248000,5.0,3.0,1.0,0
