timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
50428901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53107516,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53157158,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53206711,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53256270,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53305902,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53355482,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53409347,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53458957,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53464767,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53519124,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53570014,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53615057,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53673571,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53723293,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53772761,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53822238,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53871875,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53917020,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53966582,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53970705,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54029504,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54079140,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54128548,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54173511,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54223366,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54272777,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54322340,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54371739,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54421520,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54470912,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54476671,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54529419,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54579050,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54628762,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54678085,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54727577,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54786274,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54835801,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54885280,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54934762,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54979991,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54982701,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55042893,0,0,0,0,0,0,0,0,1,0,0,0,0,0
