gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2]
0.06999046,-0.020506786,4.722347e-05,-0.09824255,-0.55362684,-0.123131625
0.11877419,-0.044318367,-0.014559088,-0.26454225,-0.6097618,0.12286742
0.18430941,-0.031756863,-0.012457523,-0.08414153,0.45356643,0.08074705
0.21017356,-0.02339491,-0.0018607347,0.5605377,0.106131874,0.35092932
0.17904113,-0.0120888045,0.005476422,0.32956436,-0.7782232,-0.14171825
0.05872259,-0.016332367,-0.00010756486,0.0004303168,-0.22415023,-0.46308732
0.017693684,0.007131116,-0.008934059,0.039477725,0.5177258,-0.61205745
0.015315594,0.030223826,-0.025328746,0.53948534,-0.1542436,-0.21709263
0.01463893,0.10279701,-0.015296725,0.04908045,-1.1561261,-0.39528263
-0.01846901,0.2124158,-0.00838574,-0.3162543,-0.18775916,-0.6956454
-0.10730854,0.18485664,-0.0024301743,0.0011345246,0.41708267,-0.30403966
-0.0828965,0.224737,-0.008773853,0.20339094,-0.011937852,-0.12350301
-0.112493165,0.25505823,-0.008175425,0.016619662,-0.60741943,0.0020779343
-0.13517636,0.30650187,-0.019096347,-0.21958727,-0.27687648,-0.40630305
-0.12132142,0.3588142,0.012311213,0.25075683,0.38161808,-0.53426456
-0.025294624,0.2819429,0.03048782,0.5419022,-0.08665317,-0.37006631
-0.028863449,0.24804686,-0.011657058,0.023866054,-0.44256175,-0.7029297
0.0042997748,0.18941481,0.0045485245,-0.31328356,0.10451091,-0.5710851
0.06884512,0.16370545,0.012354961,-0.017626667,0.25706294,-0.37345415
0.110729635,0.13102691,-0.024628991,0.32868096,-0.4836156,-0.30647433
0.049520355,0.24475445,-0.00048684998,0.23322813,-0.31008875,-0.21044467
0.0695005,0.21928951,0.015401409,-0.31729728,0.46978846,-0.25249106
0.08589664,0.18615939,0.018302338,0.24282467,-0.032173287,-0.048283234
0.119668245,0.17261584,-0.014804988,0.2705587,-0.6073564,0.0028071378
0.13837573,0.13930622,-0.0055595892,0.06604129,-0.5123989,0.25207916
-0.024011653,0.086227015,0.021925448,-0.14051178,0.7196434,0.10554835
-0.048225585,0.057752296,0.0023943027,-0.40021557,0.6498039,-0.0687773
-0.08555878,0.004886177,-0.0082546305,0.13824031,-0.21011646,0.013554526
-0.13832012,-0.016136354,0.015580034,0.15334718,0.17770943,-0.24769324
-0.14163707,-0.07971496,0.032511108,-0.021284852,0.95892864,-0.3879706
-0.06095233,-0.022197148,0.004071951,0.31250942,-0.70399046,0.40089226
-0.121971704,0.007365537,-0.021250077,0.26310813,-1.0595566,1.0285026
-0.13400716,0.029532604,-0.032882024,-0.28829047,0.4857697,0.0893158
-0.12491804,0.028769195,-0.024002112,0.0672904,0.9434977,-0.07654089
-0.118208595,0.028301176,0.009395793,-0.0634281,-0.5511682,-0.27913803
-0.01898197,-0.02265257,0.025317907,-0.3782449,-0.3373378,-0.067423694
0.039986383,-0.029539295,0.032767918,0.094153285,-0.01720454,0.25921795
0.021171328,-0.036784515,0.029557819,0.31454068,0.3281728,0.2289276
-0.017026117,-0.036670636,-0.0016384675,-0.17742874,-0.8862984,0.5298464
-0.017354945,-0.06894776,-0.00095343945,-0.19606872,-0.042354066,0.22124843
0.011407382,-0.022608902,-0.0036722168,0.16081697,0.83151305,-0.09803052
-0.0013378568,0.00035589756,-0.010563096,-0.062175907,-0.2639628,0.027691891
-0.020001132,-0.00091309746,0.01607274,0.05049412,-0.84803575,0.17736863
-0.0093399575,-0.03271332,0.031648196,-0.25687286,-0.31302214,-0.14071156
-0.016781304,-0.020977596,0.023734922,-0.110093415,0.6473816,-0.036917232
-0.028725956,-0.12925677,0.0060653104,0.40533727,0.080052905,-0.45025426
-0.021762032,-0.16077666,0.03036746,0.07335828,-0.8196816,-0.25876608
-0.008009205,-0.17918967,0.03036493,-0.01620485,-0.02663679,0.18670675
-0.0065443786,-0.15056846,-0.016301101,-0.49139172,0.42335603,0.22319333
-0.0012780459,-0.14996302,-0.008191464,0.29784232,0.34665984,-0.09213536
0.022095554,-0.18482675,-0.03422886,0.24126585,-0.047615122,-0.069955185
0.052431244,-0.16791975,-0.02590531,-0.42336813,0.033384115,0.14702871
