timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
29217641,1,0,1,0,0,0,0,0
29723669,1,0,1,0,0,0,0,0
30229635,1,0,1,0,0,0,0,0
30735801,1,0,1,0,0,0,0,0
31241642,1,0,1,0,0,0,0,0
31747642,1,0,1,0,0,0,0,0
32209639,1,0,1,0,0,0,0,0
32220762,1,0,1,0,0,0,0,0
32726689,1,0,1,0,0,0,0,0
33232668,1,0,1,0,0,0,0,0
33243651,1,0,1,0,0,0,0,0
33750684,1,0,1,0,0,0,0,0
34256824,1,0,1,0,0,0,0,0
34762776,1,0,1,0,0,0,0,0
35268695,1,0,1,0,0,0,0,0
35774863,1,0,1,0,0,0,0,0
36281205,1,0,1,0,0,0,0,0
36787193,1,0,1,0,0,0,0,0
37292764,1,0,1,0,0,0,0,0
37798829,1,0,1,0,0,0,0,0
38238721,1,0,1,0,0,0,0,0
38249652,1,0,1,0,0,0,0,0
38755649,1,0,1,0,0,0,0,0
39261635,1,0,1,0,0,0,0,0
39767636,1,0,1,0,0,0,0,0
40273649,1,0,1,0,0,0,0,0
40779657,1,0,1,0,0,0,0,0
41252683,1,0,1,0,0,0,0,0
41263635,1,0,1,0,0,0,0,0
41274799,1,0,1,0,0,0,0,0
41780677,1,0,1,0,0,0,0,0
42286688,1,0,1,0,0,0,0,0
42792744,1,0,1,0,0,0,0,0
43298669,1,0,1,0,0,0,0,0
43804794,1,0,1,0,0,0,0,0
44310662,1,0,1,0,0,0,0,0
44816637,1,0,1,0,0,0,0,0
45322680,1,0,1,0,0,0,0,0
45828639,1,0,1,0,0,0,0,0
46334634,1,0,1,0,0,0,0,0
46840779,1,0,1,0,0,0,0,0
47346669,1,0,1,0,0,0,0,0
47852649,1,0,1,0,0,0,0,0
48358665,1,0,1,0,0,0,0,0
48864651,1,0,1,0,0,0,0,0
49370641,1,0,1,0,0,0,0,0
49876648,1,0,1,0,0,0,0,0
50382636,1,0,1,0,0,0,0,0
50888651,1,0,1,0,0,0,0,0
51285061,1,0,1,0,0,0,0,0
51295685,1,0,1,0,0,0,0,0
51801636,1,0,1,0,0,0,0,0
52307651,1,0,1,0,0,0,0,0
52813663,1,0,1,0,0,0,0,0
53319635,1,0,1,0,0,0,0,0
53825635,1,0,1,0,0,0,0,0
54331664,1,0,1,0,0,0,0,0
54837638,1,0,1,0,0,0,0,0
55343651,1,0,1,0,0,0,0,0
55849647,1,0,1,0,0,0,0,0
55981707,0,0,1,0,0,0,0,0
56290986,0,0,1,0,0,0,0,0
56787669,0,0,1,0,0,0,0,0
