timestamp,saturation_status
64161430,1533
64162931,1533
65162236,1533
66161442,1533
67162194,1533
68161445,1533
69162194,1469
70161436,1
71162162,1
72161440,1
73162128,1
74161348,1
75160572,1
76161290,1
77161992,1
78161189,1
79161889,1
80161073,1
81161757,1
82162433,1
83161597,1
84162265,1
85161465,1
86162071,1
87161229,1
88161906,1
89162489,1
90161616,1
91160745,1
92161360,1
93161979,1
94161090,1
95161694,1
96162298,1
97161390,1
98161981,1
99162576,1
100161654,1
101162230,1
102161307,1
103161885,1
104162447,1
105161521,1533
106162100,1533
107161203,1533
