timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,device_id
1000000,0,-0.013491124,-0.013491124,25.0,0
2000000,0,0.02510021,0.02510021,25.0,0
3000000,0,0.024229303,0.024229303,25.0,0
4000000,0,0.023105387,0.023105387,25.0,0
5000000,0,-0.023625296,-0.023625296,25.0,0
6000000,0,0.028223155,0.028223155,25.0,0
7000000,0,0.00866582,0.00866582,25.0,0
8000000,0,0.010309651,0.010309651,25.0,0
9000000,0,-0.0102060335,-0.0102060335,25.0,0
10000000,0,-0.02274316,-0.02274316,25.0,0
11000000,0,0.022342479,0.022342479,25.0,0
12000000,0,-0.026311839,-0.026311839,25.0,0
13000000,0,0.02082024,0.02082024,25.0,0
14000000,0,0.02632689,0.02632689,25.0,0
15000000,0,-0.01893205,-0.01893205,25.0,0
16000000,0,0.0002240123,0.0002240123,25.0,0
17000000,0,-0.014214228,-0.014214228,25.0,0
18000000,0,0.003419748,0.003419748,25.0,0
19000000,0,-0.0077329087,-0.0077329087,25.0,0
20000000,0,0.018209128,0.018209128,25.0,0
21000000,0,-0.016404912,-0.016404912,25.0,0
22000000,0,0.026266702,0.026266702,25.0,0
23000000,0,-0.00025172115,-0.00025172115,25.0,0
24000000,0,-0.0130080925,-0.0130080925,25.0,0
25000000,0,0.019223148,0.019223148,25.0,0
26000000,0,0.018141858,0.018141858,25.0,0
27000000,0,-0.008418679,-0.008418679,25.0,0
28000000,0,0.024555888,0.024555888,25.0,0
29000000,0,0.017690323,0.017690323,25.0,0
30000000,0,0.012061295,0.012061295,25.0,0
31000000,0,-0.004292112,-0.004292112,25.0,0
32000000,0,0.009322268,0.009322268,25.0,0
33000000,0,0.029054139,0.029054139,25.0,0
34000000,0,0.033460997,0.033460997,25.0,0
35000000,0,0.04997271,0.04997271,25.0,0
36000000,0,0.01708947,0.01708947,25.0,0
37000000,0,-0.004409803,-0.004409803,25.0,0
38000000,0,0.01728817,0.01728817,25.0,0
39000000,0,-0.008926281,-0.008926281,25.0,0
40000000,0,-0.009991312,-0.009991312,25.0,0
41000000,0,-0.023891268,-0.023891268,25.0,0
42000000,0,0.023597192,0.023597192,25.0,0
43000000,0,0.029960178,0.029960178,25.0,0
44000000,0,0.03196494,0.03196494,25.0,0
45000000,0,0.038582105,0.038582105,25.0,0
45996000,0,0.02884542,0.02884542,25.0,0
47000000,0,0.052669562,0.052669562,25.0,0
48000000,0,-0.023788117,-0.023788117,25.0,0
49000000,0,0.056813594,0.056813594,25.0,0
50000000,0,0.0010155191,0.0010155191,25.0,0
51000000,0,-0.013813112,-0.013813112,25.0,0
52000000,0,0.014613911,0.014613911,25.0,0
53000000,0,0.10277455,0.10277455,25.0,0
54000000,0,0.22108224,0.22108224,25.0,0
55000000,0,0.27213076,0.27213076,25.0,0
56000000,0,0.21650079,0.21650079,25.0,0
57000000,0,-6.3874536e-06,-6.3874536e-06,25.0,0
58000000,0,-0.026553674,-0.026553674,25.0,0
59000000,0,0.015273277,0.015273277,25.0,0
60004000,0,0.0007756066,0.0007756066,25.0,0
