timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1000000,94.06348,186.6339,0,6,5811,1024000,0,3,255
2000000,139.32227,92.63449,0,133,8562,1024000,0,3,255
3000000,190.94922,76.257675,0,254,5878,1024000,0,3,255
4000000,241.09277,68.805016,0,377,6656,1024000,0,3,255
5000000,286.8496,63.687744,0,486,9753,1024000,0,3,255
6000000,341.2539,62.001076,0,625,7174,1024000,0,3,255
7000000,394.16895,60.604084,0,742,9018,1024000,0,3,255
8000000,449.18555,59.859478,0,846,9519,1024000,0,3,255
9000000,506.18457,59.523117,0,959,8587,1024000,0,3,255
10000000,562.26855,59.16125,0,1074,8039,1024000,0,3,255
11000000,632.24805,60.19117,0,1170,6384,1024000,0,3,255
12000000,702.58105,61.07276,0,1288,6533,1024000,0,3,255
13000000,768.83203,61.486885,0,1398,5906,1024000,0,3,255
14000000,823.09766,60.952137,0,1499,9976,1024000,0,3,255
15000000,897.9043,61.907356,0,1606,6989,1024000,0,3,255
16000000,962.667,62.091526,0,1724,8487,1024000,0,3,255
17000000,1033.3799,62.613907,0,1834,6276,1024000,0,3,255
18000000,1095.9004,62.60857,0,1957,9484,1024000,0,3,255
19000000,1163.7695,62.89286,0,2069,9828,1024000,0,3,255
20000000,1231.0752,63.119114,0,2183,6214,1024000,0,3,255
21000000,1292.5996,63.041336,0,2292,7975,1024000,0,3,255
22000000,1357.375,63.121975,0,2395,6979,1024000,0,3,255
23000000,1414.5654,62.8584,0,2529,9972,1024000,0,3,255
24000000,1479.4268,62.94362,0,2658,6368,1024000,0,3,255
25000000,1541.3008,62.899963,0,2768,7706,1024000,0,3,255
26000000,1604.5957,62.91545,0,2893,6744,1024000,0,3,255
27000000,1667.4531,62.913265,0,2988,7527,1024000,0,3,255
28000000,1728.458,62.843876,0,3100,6184,1024000,0,3,255
29000000,1787.1406,62.697887,0,3205,6496,1024000,0,3,255
30000000,1847.5264,62.619522,0,3327,6624,1024000,0,3,255
31000000,1908.1748,62.554905,0,3420,7975,1024000,0,3,255
32000000,1971.5635,62.58137,0,3539,8106,1024000,0,3,255
33000000,2042.3184,62.832832,0,3648,8870,1024000,0,3,255
34000000,2115.0527,63.128365,0,3764,8698,1024000,0,3,255
35000000,2187.8066,63.407337,0,3868,9113,1024000,0,3,255
36000000,2261.6846,63.702244,0,3970,6851,1024000,0,3,255
37000000,2328.7148,63.79341,0,4067,10145,1024000,0,3,255
38000000,2395.088,63.862198,0,4185,7559,1024000,0,3,255
39000000,2458.4434,63.849037,0,4288,7204,1024000,0,3,255
40000000,2521.8223,63.837135,0,4402,7406,1024000,0,3,255
41000000,2585.1133,63.823654,0,4507,8220,1024000,0,3,255
42000000,2649.6338,63.840443,0,4603,9050,1024000,0,3,255
43000000,2714.747,63.87039,0,4710,8699,1024000,0,3,255
44000000,2779.4932,63.89052,0,4810,8153,1024000,0,3,255
45000000,2842.2793,63.865707,0,4908,8189,1024000,0,3,255
46000000,2912.3398,64.00185,0,5026,6784,1024000,0,3,255
47000000,2982.7217,64.13904,0,5140,6471,1024000,0,3,255
48000000,3046.537,64.132225,0,5258,9729,1024000,0,3,255
49000000,3115.0146,64.22181,0,5367,8106,1024000,0,3,255
50000000,3177.6904,64.190575,0,5466,8112,1024000,0,3,255
51000000,3240.084,64.155,0,5576,8232,1024000,0,3,255
52000000,3303.084,64.132576,0,5682,7227,1024000,0,3,255
53000000,3364.9854,64.09007,0,5782,8354,1024000,0,3,255
54000000,3429.2363,64.09308,0,5892,7996,1024000,0,3,255
55000000,3491.9062,64.06697,0,6004,10207,1024000,0,3,255
56000000,3558.6309,64.11485,0,6113,7949,1024000,0,3,255
57000000,3622.0283,64.10216,0,6222,8388,1024000,0,3,255
58000000,3689.8662,64.16712,0,6338,7005,1024000,0,3,255
59000000,3752.1934,64.13567,0,6460,8771,1024000,0,3,255
60004000,3815.6396,64.119774,0,6566,8478,1024000,0,3,255
