timestamp,speed_xy,speed_up,speed_down,want_takeoff
11516000,5.0,3.0,1.0,0
11536000,5.0,3.0,1.0,0
12512000,5.0,3.0,1.0,0
13512000,5.0,3.0,1.0,0
14516000,5.0,3.0,1.0,0
15508000,5.0,3.0,1.0,0
16508000,5.0,3.0,1.0,0
17508000,5.0,3.0,1.0,0
18508000,5.0,3.0,1.0,0
19512000,5.0,3.0,1.0,0
20508000,5.0,3.0,1.0,0
21512000,5.0,3.0,1.0,0
22512000,5.0,3.0,1.0,0
23512000,5.0,3.0,1.0,0
24512000,5.0,3.0,1.0,0
25496000,5.0,3.0,1.0,0
26512000,5.0,3.0,1.0,0
27052000,5.0,3.0,1.0,0
54232000,5.0,3.0,1.0,0
54252000,5.0,3.0,1.0,0
55228000,5.0,3.0,1.0,0
56232000,5.0,3.0,1.0,0
57232000,5.0,3.0,1.0,0
58216000,5.0,3.0,1.0,0
59232000,5.0,3.0,1.0,0
