timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
972000,972000,1310988,0.007456851,-0.0005326322,-0.007989483,25.0,0,1
1972000,1972000,1310988,0.0058589545,-0.015978966,-0.0037284256,25.0,0,1
2972000,2972000,1310988,0.009054748,0.0005326322,-0.0026631611,25.0,0,1
3972000,3972000,1310988,0.018642128,-0.0127831735,0.010120012,25.0,0,1
4972000,4972000,1310988,-0.0026631611,-0.0127831735,-0.009054748,25.0,0,1
5972000,5972000,1310988,-0.00479369,0.0053263223,0.01917476,25.0,0,1
6972000,6972000,1310988,-0.02396845,0.021837922,-0.0031957934,25.0,0,1
7972000,7972000,1310988,-0.017576864,0.0015978967,0.0053263223,25.0,0,1
8972000,8972000,1310988,0.007989483,-0.0031957934,-0.0063915867,25.0,0,1
9972000,9972000,1310988,0.007456851,0.011717909,0.0053263223,25.0,0,1
10972000,10972000,1310988,0.0127831735,-0.0005326322,-0.012250541,25.0,0,1
11972000,11972000,1310988,0.007989483,0.010652645,-0.012250541,25.0,0,1
12972000,12972000,1310988,-0.009054748,0.00479369,0.0026631611,25.0,0,1
13972000,13972000,1310988,0.0026631611,-0.004261058,-0.007989483,25.0,0,1
14972000,14972000,1310988,0.010120012,0.007456851,-0.0053263223,25.0,0,1
15972000,15972000,1310988,0.0026631611,0.016511599,0.017044231,25.0,0,1
16972000,16972000,1310988,0.01438107,0.007456851,-0.008522116,25.0,0,1
17972000,17972000,1310988,-0.0015978967,0.022370555,-0.007456851,25.0,0,1
18972000,18972000,1310988,0.006924219,-0.020772656,0.014913702,25.0,0,1
19972000,19972000,1310988,0.0031957934,-0.0010652645,-0.017044231,25.0,0,1
20972000,20972000,1310988,-0.004261058,0.007456851,0.017576864,25.0,0,1
21972000,21972000,1310988,-0.0058589545,0.006924219,-0.006924219,25.0,0,1
22972000,22972000,1310988,-0.008522116,0.0058589545,-0.00479369,25.0,0,1
23972000,23972000,1310988,-0.0037284256,-0.0031957934,0.008522116,25.0,0,1
24972000,24972000,1310988,0.0010652645,0.010120012,0.014913702,25.0,0,1
25972000,25972000,1310988,-0.0058589545,0.0,-0.0037284256,25.0,0,1
26972000,26972000,1310988,-0.006924219,0.0015978967,-0.012250541,25.0,0,1
27972000,27972000,1310988,0.010120012,-0.010120012,-0.01917476,25.0,0,1
28972000,28972000,1310988,-0.007989483,-0.009054748,0.0031957934,25.0,0,1
29972000,29972000,1310988,0.0031957934,0.011185277,0.009054748,25.0,0,1
30972000,30972000,1310988,-0.01917476,0.010120012,-0.0005326322,25.0,0,1
31972000,31972000,1310988,-0.02130529,0.012250541,0.006924219,25.0,0,1
32972000,32972000,1310988,0.024501082,-0.060720075,0.004261058,25.0,0,1
33972000,33972000,1310988,-0.043675844,-0.030360037,-0.0063915867,25.0,0,1
34972000,34972000,1310988,0.020772656,0.0058589545,0.012250541,25.0,0,1
35972000,35972000,1310988,0.010652645,-0.044208474,-0.0037284256,25.0,0,1
36972000,36972000,1310988,0.015978966,0.022903185,0.0015978967,25.0,0,1
37972000,37972000,1310988,0.010652645,0.0037284256,0.010652645,25.0,0,1
38972000,38972000,1310988,-0.012250541,-0.013315806,0.017576864,25.0,0,1
39972000,39972000,1310988,0.016511599,0.0,0.017044231,25.0,0,1
40972000,40972000,1310988,0.0,-0.025566347,-0.021837922,25.0,0,1
41972000,41972000,1310988,-0.002130529,-0.0058589545,-0.010652645,25.0,0,1
42972000,42972000,1310988,-0.03195793,-0.0127831735,-0.03781689,25.0,0,1
43972000,43972000,1310988,-0.009054748,-0.011185277,-0.009054748,25.0,0,1
44972000,44972000,1310988,0.8543421,0.66206187,-0.28229508,25.0,0,1
45972000,45972000,1310988,-1.1675298,-0.871919,0.3009372,25.0,0,1
46972000,46972000,1310988,-0.05219796,-0.1107875,0.11611383,25.0,0,1
47972000,47972000,1310988,-1.0444918,-0.67218184,0.2657835,25.0,0,1
48972000,48972000,1310988,0.23595607,0.09853696,0.06977482,25.0,0,1
49972000,49972000,1310988,-0.27004454,-0.13795175,-0.15446335,25.0,0,1
50972000,50972000,1310988,0.08362326,0.027164243,-0.091080114,25.0,0,1
51972000,51972000,1310988,-0.33822146,-0.4048005,0.011185277,25.0,0,1
52972000,52972000,1310988,-0.012250541,-0.061252706,-0.06657903,25.0,0,1
53972000,53972000,1310988,0.63702816,0.45007423,-0.08149273,25.0,0,1
54972000,54972000,1310988,0.6849651,0.6194513,-0.2828277,25.0,0,1
55972000,55972000,1310988,0.30040458,0.24501082,-0.099069595,25.0,0,1
56972000,56972000,1310988,-0.03888215,-0.046339005,-0.06657903,25.0,0,1
57972000,57972000,1310988,0.072970614,0.036218993,-0.10173275,25.0,0,1
58972000,58972000,1310988,-0.07829694,-0.08362326,0.0026631611,25.0,0,1
59976000,59976000,1310988,-0.03355583,-0.024501082,-0.016511599,25.0,0,1
