timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
60587709,60575684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
61595713,61583687,1,1,0,0,0,0,3,0,3,0,0,0,0,0
62603710,62591684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
63611738,63599685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
64619755,64607684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
65627712,65615684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
66635711,66623686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
68651710,68639684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
69659709,69647854,1,1,0,0,0,0,3,0,3,0,0,0,0,0
70667870,70655685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
71675772,71663817,1,1,0,0,0,0,3,0,3,0,0,0,0,0
72683709,72671686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
73691724,73679684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
74699713,74687684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
75707710,75695684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
76715710,76703687,1,1,0,0,0,0,3,0,3,0,0,0,0,0
77723709,77711684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
78731710,78719684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
79739859,79727726,1,1,0,0,0,0,3,0,3,0,0,0,0,0
80747709,80735684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
81751713,81739736,1,1,0,0,0,0,3,0,3,0,0,0,0,0
82759760,82747790,1,1,0,0,0,0,3,0,3,0,0,0,0,0
83767713,83755684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
84775749,84763686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
85783712,85771684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
86791709,86779685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
87799708,87787684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
88807709,88795684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
89811731,89799685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
90819708,90807685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
91827711,91815685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
92835713,92823685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
93843712,93827685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
94851708,94835686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
95859710,95843685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
96867707,96851687,1,1,0,0,0,0,3,0,3,0,0,0,0,0
97875718,97859684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
98883712,98867684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
99891708,99875687,1,1,0,0,0,0,3,0,3,0,0,0,0,0
100899981,100883684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
101907707,101891685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
102916005,102899686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
103923881,103907687,1,1,0,0,0,0,3,0,3,0,0,0,0,0
