timestamp,saturation_status
61206349,1533
61207898,1533
62207086,1533
63206327,1533
64207063,1533
65206336,1533
66207026,1469
67206244,1
68207007,1
69206179,1
70206901,1
71206118,1
72206826,1
73206028,1
74206731,1
75205964,1
76206601,1
77207291,1
78206517,1
79207124,1
80206283,1
81206984,1
82206097,1
83206734,1
84205879,1
85206515,1
86207134,1
87206257,1
88206877,1
89206032,1
90206603,1
91207209,1
92206304,1
93206896,1
94206039,1
95206583,1
96207161,1
97206292,1
98206821,1
99207397,1
100206518,1
101207034,1
102206118,1533
103206726,1533
104207258,1533
