timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
4364000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,1,1,255,190,0,1
6300000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,1,1,255,190,0,1
8300000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,1,1,255,190,0,1
10300000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,1,1,255,190,0,1
12304000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,1,1,255,190,0,1
14300000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,1,1,255,190,0,1
61008000,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,1,0,0,0,0,1
61712000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
61812000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
61912000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
64912000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
64912000,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,1,0,0,0,0,1
65924000,-1.0,0.0,2.0,3.0,0.0,0.0,666.0,183,1,0,0,0,0,1
75928000,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,1,0,0,0,0,1
75940000,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,1,0,0,0,0,1
95948000,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,1,0,0,0,0,1
95948000,40.154029846191406,116.25936889648438,0.0,0.0,0.0,0.0,58.041,21,1,0,0,0,0,1
95948000,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,1,0,0,0,0,1
100960000,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,1,0,0,0,0,1
100960000,0.0,0.0,0.0,21196.0,0.0,0.0,0.0,400,1,0,0,0,0,1
101464000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,1,0,0,0,0,1
