timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
804000,800000,0.0,0.0,0.0,100.25,100.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.27000102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996000,992000,0.0,0.0,0.0,100.25,100.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3351,0.0,0.0,nan,0.0,0.0,0.25892118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1492000,1488000,0.0,0.0,0.0,0.05550762,0.05550762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.211429,0.0,0.0,nan,0.0,0.0,0.010519608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992000,1988000,0.0,0.0,0.0,0.039608493,0.039608497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.854132,0.0,0.0,nan,0.0,0.0,0.010393498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2492000,2488000,0.0,0.0,0.0,0.036889378,0.03688939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.779806,0.0,0.0,nan,0.0,0.0,0.010274972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000000,3000000,0.0,0.0,0.0,0.03297523,0.032975227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.797593,0.0,0.0,nan,0.0,0.0,0.010206202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3492000,3488000,0.0,0.0,0.0,0.030830983,0.030830968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.847589,0.0,0.0,nan,0.0,0.0,0.010165633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3992000,3988000,0.0,0.0,0.0,0.027886853,0.02788683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.891336,0.0,0.0,nan,0.0,0.0,0.010137858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500000,4500000,0.0,0.0,0.0,0.024467546,0.02446753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9197445,0.0,0.0,nan,0.0,0.0,0.09347977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000000,5000000,0.0,0.0,0.0,0.02161725,0.02161724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.916365,0.0,0.0,nan,0.0,0.0,0.091779985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
