timestamp,speed_xy,speed_up,speed_down,want_takeoff
11756000,5.0,3.0,1.0,0
11772000,5.0,3.0,1.0,0
12756000,5.0,3.0,1.0,0
13760000,5.0,3.0,1.0,0
14736000,5.0,3.0,1.0,0
15764000,5.0,3.0,1.0,0
16764000,5.0,3.0,1.0,0
17760000,5.0,3.0,1.0,0
18760000,5.0,3.0,1.0,0
19756000,5.0,3.0,1.0,0
20752000,5.0,3.0,1.0,0
21756000,5.0,3.0,1.0,0
22756000,5.0,3.0,1.0,0
23760000,5.0,3.0,1.0,0
24752000,5.0,3.0,1.0,0
25752000,5.0,3.0,1.0,0
26752000,5.0,3.0,1.0,0
27752000,5.0,3.0,1.0,0
28756000,5.0,3.0,1.0,0
29756000,5.0,3.0,1.0,0
30756000,5.0,3.0,1.0,0
31760000,5.0,3.0,1.0,0
32760000,5.0,3.0,1.0,0
33756000,5.0,3.0,1.0,0
34752000,5.0,3.0,1.0,0
35756000,5.0,3.0,1.0,0
36752000,5.0,3.0,1.0,0
37752000,5.0,3.0,1.0,0
38752000,5.0,3.0,1.0,0
39752000,5.0,3.0,1.0,0
40752000,5.0,3.0,1.0,0
41752000,5.0,3.0,1.0,0
42756000,5.0,3.0,1.0,0
43756000,5.0,3.0,1.0,0
44752000,5.0,3.0,1.0,0
45756000,5.0,3.0,1.0,0
46752000,5.0,3.0,1.0,0
47752000,5.0,3.0,1.0,0
48752000,5.0,3.0,1.0,0
49752000,5.0,3.0,1.0,0
50760000,5.0,3.0,1.0,0
51756000,5.0,3.0,1.0,0
52756000,5.0,3.0,1.0,0
53752000,5.0,3.0,1.0,0
54756000,5.0,3.0,1.0,0
55764000,5.0,3.0,1.0,0
56752000,5.0,3.0,1.0,0
57764000,5.0,3.0,1.0,0
58752000,5.0,3.0,1.0,0
59757000,5.0,3.0,1.0,0
60756000,5.0,3.0,1.0,0
61756000,5.0,3.0,1.0,0
61796000,5.0,3.0,1.0,0
95976000,5.0,3.0,1.0,0
95996000,5.0,3.0,1.0,0
96976000,5.0,3.0,1.0,0
97972000,5.0,3.0,1.0,0
98972000,5.0,3.0,1.0,0
99972000,5.0,3.0,1.0,0
100952000,5.0,3.0,1.0,0
