timestamp,mag_inconsistency_angle
772000,0.0
1000000,0.0
1496000,2.1838785e-05
1996000,3.9740282e-08
2496000,5.7013174e-05
2996000,0.00063181994
3500000,4.302659e-05
3996000,0.0018268985
4504000,0.00025686924
5000000,0.0010011916
5500000,3.3360275e-06
5996000,0.00030088026
6500000,3.3826924e-05
7000000,0.0008503305
7500000,1.9997342e-06
7996000,3.456992e-09
8500000,5.6026565e-06
9000000,0.0006594649
9500000,0.00017118345
9996000,0.0020805006
10500000,4.0712323e-05
11000000,8.235009e-06
11496000,1.5774052e-08
12000000,0.0009318813
12496000,2.1630141e-05
13000000,4.1432237e-08
13500000,7.936291e-11
14000000,0.00029590153
14500000,6.610823e-07
15000000,1.4769433e-09
15496000,4.051145e-12
16000000,8.168331e-15
16496000,2.2405115e-17
17000000,3.5756428e-05
17496000,0.00035046798
18000000,1.2325482e-05
18500000,2.1307386e-08
19000000,4.965451e-05
19500000,0.00020460066
20000000,3.686432e-05
20500000,4.760059e-06
20996000,1.7761707e-08
21500000,0.00015438978
22000000,0.00015225235
22500000,2.9163724e-07
23000000,5.781003e-05
23500000,4.2920774e-06
24000000,2.9515311e-05
24496000,2.0941514e-05
25000000,0.00023487497
25500000,1.665327e-05
26000000,2.8788943e-08
26500000,1.672111e-05
27000000,2.7460922e-08
27500000,0.0002309357
28000000,0.0010279773
28500000,3.222343e-05
29000000,1.39534e-05
29500000,2.2915541e-08
29996000,0.00018455059
30500000,0.00013531576
31000000,0.00021041404
31496000,3.8289298e-07
31948000,0.0011645856
75964000,0.0011063563
75968000,0.0010510384
76464000,1.9125882e-06
