timestamp,speed_xy,speed_up,speed_down,want_takeoff
12096000,5.0,3.0,1.0,0
12116000,5.0,3.0,1.0,0
13088000,5.0,3.0,1.0,0
14108000,5.0,3.0,1.0,0
15112000,5.0,3.0,1.0,0
16092000,5.0,3.0,1.0,0
17088000,5.0,3.0,1.0,0
18108000,5.0,3.0,1.0,0
19088000,5.0,3.0,1.0,0
20096000,5.0,3.0,1.0,0
21108000,5.0,3.0,1.0,0
22108000,5.0,3.0,1.0,0
23104000,5.0,3.0,1.0,0
24104000,5.0,3.0,1.0,0
25104000,5.0,3.0,1.0,0
26108000,5.0,3.0,1.0,0
27104000,5.0,3.0,1.0,0
28104000,5.0,3.0,1.0,0
29104000,5.0,3.0,1.0,0
30104000,5.0,3.0,1.0,0
31104000,5.0,3.0,1.0,0
32044000,5.0,3.0,1.0,0
70948000,5.0,3.0,1.0,0
70968000,5.0,3.0,1.0,0
71952000,5.0,3.0,1.0,0
72948000,5.0,3.0,1.0,0
73948000,5.0,3.0,1.0,0
74932000,5.0,3.0,1.0,0
75932000,5.0,3.0,1.0,0
76948000,5.0,3.0,1.0,0
