timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
29412794,29400647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
30420669,30404646,1,1,0,0,0,3,3,0,3,0,0,0,0,0
31428676,31412645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
32436669,32420645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
33436669,33420645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
34448673,34432646,1,1,0,0,0,3,3,0,3,0,0,0,0,0
35452672,35436647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
36460672,36444659,1,1,0,0,0,3,3,0,3,0,0,0,0,0
37464674,37448646,1,1,0,0,0,3,3,0,3,0,0,0,0,0
38472673,38456645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
39480843,39464646,1,1,0,0,0,3,3,0,3,0,0,0,0,0
40488669,40472685,1,1,0,0,0,3,3,0,3,0,0,0,0,0
41496672,41480646,1,1,0,0,0,3,3,0,3,0,0,0,0,0
42504669,42488648,1,1,0,0,0,3,3,0,3,0,0,0,0,0
43512672,43496646,1,1,0,0,0,3,3,0,3,0,0,0,0,0
44524672,44512645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
45532689,45516646,1,1,0,0,0,3,3,0,3,0,0,0,0,0
46540669,46524647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
47548678,47532685,1,1,0,0,0,3,3,0,3,0,0,0,0,0
48557081,48540645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
49564669,49548645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
50568670,50552647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
51576676,51560645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
52584674,52568647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
53592675,53576645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
54600670,54584666,1,1,0,0,0,3,3,0,3,0,0,0,0,0
55608759,55592645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
56616673,56600646,1,1,0,0,0,3,3,0,3,0,0,0,0,0
