timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
27454044,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,8,0,255,0,0,1
28159776,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,8,0,255,0,0,1
28281146,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,8,0,255,0,0,1
28365894,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,8,0,255,0,0,1
31370896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,8,0,255,0,0,1
31374646,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,8,0,255,0,0,1
32382279,-1.0,0.0,2.0,3.0,0.0038227616,0.042765044,666.0,183,8,0,255,0,0,1
37384938,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,8,0,255,0,0,1
37388699,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,8,0,255,0,0,1
40397403,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,8,0,255,0,0,1
40414860,0.0,0.0,2.0,9.0,11.0,3.0,666.0,183,8,0,255,0,0,1
50415726,0.0,0.0,2.0,9.0,0.0,0.0,777.0,183,8,0,255,0,0,1
50425090,2.5264530449931044e-06,-5.2115660764684435e-06,0.0,0.0,0.0,0.0,0.0,21,8,0,255,0,0,1
50428817,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,8,0,255,0,0,1
55435480,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,8,0,255,0,0,1
55439209,0.0,0.0,0.0,21196.0,0.0,0.0,0.0,400,8,0,255,0,0,1
55965392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,8,0,255,0,0,1
