gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2]
-0.041054025,-0.095077455,-0.0006671278,-3.2691507,0.27432442,-10.161449
-0.045417793,-0.21737514,0.0156626,-4.1485295,-0.2801317,-10.072567
-0.030235574,-0.31604126,0.024552615,2.8112073,-0.06039366,-9.913082
-0.06366154,-0.3874915,-0.018230308,2.2926607,0.07800874,-10.576623
-0.038893644,-0.43184114,-0.024630671,1.6682622,0.28416273,-10.336316
0.04181253,-0.05159502,-0.02483736,4.505838,0.4332781,-9.474249
0.036609247,-0.06447485,-0.00029216934,-0.87053216,-0.5131765,-9.876868
0.01839436,-0.102050096,0.0035497167,0.51865834,-0.20871508,-10.390398
0.017357742,-0.13986374,-0.003894329,-0.019273879,1.0045425,-10.203218
-0.008213391,-0.19294275,0.003329405,-1.8845434,-0.17172836,-10.186111
-0.06290328,-0.11246617,0.01638363,-1.729907,-0.4633771,-10.448506
-0.01808465,-0.14601186,0.02679745,3.2184012,0.8676639,-10.133241
-0.05477872,-0.17753677,-0.0007219477,1.573783,0.0028078111,-9.975674
-0.06145064,-0.26135954,-0.0010504514,1.7481189,-1.0659499,-9.861917
-0.049315948,-0.28818437,-0.015674138,2.2238815,0.4854147,-9.543257
-0.004586313,-0.0049995678,0.008811811,3.6939397,1.0664337,-9.732174
-0.018186977,0.07073915,0.012835801,3.0727808,-0.44565937,-9.612017
0.0063186004,0.17341612,0.023453403,2.7194052,-0.4110176,-9.43846
-0.0058496334,0.2827916,0.021474835,2.230772,0.825177,-9.699547
0.009270826,0.40597704,0.019673692,0.33519694,0.21800841,-10.210888
-0.038558256,-0.023223087,0.008830762,-0.30405328,-0.46097496,-9.704871
-0.07260757,0.013953721,-0.011775337,0.0023210128,-0.2943802,-9.66814
-0.07916069,0.08160708,-0.001542456,-2.1485193,0.06886258,-10.10666
-0.0895531,0.15500659,0.016065743,-2.2665648,-0.31722522,-9.447221
-0.08701906,0.24840541,0.018648876,-0.31588697,-0.23606709,-9.094131
-0.022485955,0.044445075,-0.010068927,1.4267893,0.41055924,-9.733962
-0.04636552,-0.008749658,0.0092988955,0.87224495,0.2976537,-10.253626
-0.09785286,-0.077709354,0.016593076,1.5132105,-0.23353869,-9.829407
-0.11983928,-0.13420677,0.013355557,-1.9936376,0.18604407,-9.999381
-0.12712736,-0.197737,0.0005758923,0.6187744,0.35689804,-9.625531
-0.0033666987,-0.0033197382,-0.013268778,-0.2006693,0.13733304,-9.394691
-0.042168368,-0.023895526,0.02295133,-5.155034,-0.095177785,-9.254735
-0.025277017,0.0016935456,0.021790989,-3.567539,-0.36438692,-9.0631275
-0.045785554,0.04768024,0.010797878,2.7176816,0.95654607,-9.977751
-0.039202727,0.05069789,0.0062321518,0.44284093,-0.9943662,-9.754614
-0.021405041,-0.0047384063,-0.037399076,2.7033439,0.047720987,-9.462317
0.014170117,0.06757789,-0.008575262,-0.23504397,1.1762283,-9.79059
0.046588354,0.13256794,0.014406485,0.7273248,-0.1345915,-9.528408
0.062760085,0.23126946,-0.0013108988,-1.7590477,0.27618185,-9.6409645
0.05079299,0.32568544,0.017957129,0.71590406,0.22435243,-9.270817
-0.007623481,-0.12645167,0.014086287,0.25625965,0.0021904437,-9.2612505
-0.0077379886,-0.20235544,0.026813867,0.16647044,-0.010470378,-9.433164
-0.02006075,-0.22417434,0.027098112,-2.9918485,0.49435017,-9.279415
-0.019861793,-0.23084986,0.045879617,-1.9943516,-0.6930238,-9.319209
-0.0023201366,-0.23276822,0.055540536,0.60565245,0.8661899,-9.566543
0.011329122,-0.12431804,0.0044117076,4.335723,0.26892054,-9.503908
0.014968111,-0.08263027,0.03976387,2.7514186,-0.91821516,-9.487829
0.031269412,-0.05262685,0.014398334,-0.18508324,-0.01734894,-9.435296
-0.0119192805,-0.030397369,-0.015080097,1.3357754,-0.3574958,-9.803504
0.00050464825,-0.04696375,-0.016696915,1.8318529,0.8270102,-10.400628
0.003795264,-0.05792517,0.020379554,2.1707451,0.41257298,-10.247872
-0.011872852,-0.014626804,0.025039354,0.5957436,-0.76762706,-9.561359
-0.022473888,0.07387309,0.02144768,2.1865757,-0.105526276,-9.427899
0.011391063,0.16179807,0.0048224633,0.72142494,-0.28587437,-9.62968
0.0060573253,0.190298,-0.010697479,2.2679126,0.9377577,-9.980316
-0.002942741,-0.24014767,0.042535443,-1.4238951,0.29909238,-10.521799
0.001026345,-0.28958565,0.04959596,-2.1921134,-0.2080855,-10.375792
-0.017341414,-0.33590785,0.022983732,0.6674531,0.11163367,-9.874821
0.004277939,-0.35488176,0.031809315,-1.042917,1.1508943,-10.318889
-0.03229727,-0.3220607,-0.0107398005,2.18474,-0.31695786,-9.674284
-0.011811692,-0.13492493,-0.008349466,0.87154484,-0.9487127,-9.298627
0.036173116,-0.19427869,0.0024110684,-0.27922246,0.94120306,-10.006554
0.03423533,-0.24225491,0.0325377,-0.68695444,0.42361194,-10.28734
0.016109752,-0.24515818,0.027806053,1.1245315,0.27093992,-9.979804
-0.001230812,-0.22337131,0.014175434,-0.0701002,0.4283281,-9.654125
-0.0014544909,-0.12296761,0.040353496,-0.46522176,-0.27852103,-9.568059
0.01670386,-0.16028063,0.061040644,-4.455449,-0.21703233,-9.5230665
-0.00096274796,-0.21478587,0.012802257,-3.3857825,0.2721305,-9.961318
-0.0147473235,-0.29674038,-0.018742545,1.5949441,-0.50824684,-9.767033
-0.033781733,-0.3494649,-0.013123503,0.33716726,0.18854769,-10.145838
-0.012861366,-0.24739228,-0.023730608,1.4134215,0.30783367,-10.090217
-0.041374106,-0.37553498,0.009305191,2.2547762,0.0203246,-9.3296175
-0.044590227,-0.43552655,0.020427471,2.6279569,0.20225163,-9.7474985
-0.04058715,-0.48524776,0.04925739,2.0333474,-0.493709,-9.700843
-0.014457224,-0.5732686,0.00080818794,0.89379156,0.8357737,-9.938551
0.017738402,-0.0537521,0.044886205,0.8422072,0.30489057,-10.086271
0.004425513,-0.021325663,0.04709621,0.3313278,-0.5036387,-9.457997
0.007840964,0.035671953,0.018439343,-1.6135218,0.032440934,-9.461048
0.0055625844,0.07713438,0.0014651102,-0.48160154,0.39886442,-9.683643
0.014945159,0.074727096,0.012568753,-1.9474055,0.068739146,-9.560253
-0.0070522344,-0.007539881,-0.0018367498,1.2076048,-0.22010745,-9.567129
-0.01153191,-0.02678356,0.0047777947,-1.5458924,-0.22262236,-9.677195
-0.027447693,-0.051299155,-0.010646536,-2.5872955,0.3541067,-9.820417
-0.037398838,-0.09371349,1.7408764e-05,-0.70175105,0.7591914,-9.353756
-0.024264622,-0.19158432,-0.013957326,-0.116311595,0.21518853,-9.365621
-0.07774326,0.028683735,-0.012111484,-1.8200151,-0.5072058,-9.533904
-0.088487975,0.07505062,0.005407147,-1.1377777,0.14537366,-9.788821
-0.09046959,0.111259274,0.02397835,0.162664,0.42925793,-9.538768
-0.12546489,0.10008602,0.010562253,2.5484262,-0.16316058,-9.46921
-0.12606932,0.057563778,-0.0076970346,-1.2268212,0.7440775,-10.089643
-0.027282678,-0.10343803,0.0012840411,-0.10908773,-0.2338709,-9.869296
-0.072807364,-0.15496151,0.03487931,-2.2011821,-0.79156816,-9.618102
-0.054865457,-0.22746056,0.032613248,-2.591369,0.44420913,-9.896953
-0.043135997,-0.34878525,0.008804616,5.0366664,-0.10298629,-10.117081
-0.047504883,-0.42778873,0.006086963,0.84048665,1.6634641,-10.072021
-0.023905272,-0.030275628,-0.019742599,-3.9378135,-0.642852,-10.053441
-0.04036491,-0.002900356,0.004555032,-4.6305175,-0.80238104,-10.221561
-0.05668846,0.03250525,-0.018229218,0.53212595,1.4952618,-10.382161
-0.0706439,0.076909445,-0.0135768065,3.7155046,-0.45283428,-9.307083
-0.09467141,0.072320186,0.021715887,-1.0070106,-0.24046063,-9.538902
-0.0087951105,-0.061031725,0.007850541,2.2486596,0.21781261,-9.770145
-0.009462051,-0.0806676,0.035558745,2.7175925,0.028571786,-9.637365
-0.011098559,-0.15088835,0.04736037,0.42472178,-0.040089935,-9.421705
-0.009859553,-0.21941388,0.023643546,3.116857,0.72135717,-10.077824
-0.0060296864,-0.3187812,0.014376999,1.7759565,0.42949644,-9.822121
-0.008247652,0.033001777,0.008078327,2.6286104,-0.45934692,-9.540671
-0.005462995,0.076932356,0.032853924,-0.43063584,0.498788,-9.560382
-0.021431424,0.11725521,0.033070724,-2.1059678,0.52860117,-9.905671
-0.018297764,0.13199224,0.02136736,-1.1518028,-0.044188414,-9.434264
0.032473654,0.19154537,0.025776843,2.3946602,0.32122084,-9.859618
0.02187367,0.06655032,-0.008203953,-1.4747018,0.24591199,-9.638035
0.003673792,0.054385196,-0.026486298,-1.0351743,-0.19078144,-9.446992
-0.0011039731,0.029224828,-0.027874837,0.41895157,-0.017165087,-9.831965
-0.013459502,0.04149494,-0.014851773,1.9634157,0.9369749,-10.184142
-0.05193872,0.03772987,0.016985467,1.1869365,-0.2965373,-10.1585045
-0.037003737,0.09552509,0.0034295444,0.57616967,-0.6156363,-9.805492
-0.020379474,-0.043823987,0.017207531,0.31375244,0.8840987,-10.019149
-0.021597719,-0.2050213,0.004069712,-2.681804,0.047630105,-9.976865
-0.035314433,-0.28356293,-0.019339712,-1.4353734,-0.0022652636,-9.530555
-0.038872726,-0.34943014,-0.022771439,0.14664502,1.0230451,-9.618058
-0.0014957024,0.096426435,-0.022606246,-0.19145219,0.24418849,-9.619868
-0.03626102,0.027796008,0.003898052,0.38596958,-0.27857915,-9.513092
-0.028285183,0.016435418,-0.018641567,0.6141221,0.23903772,-9.157054
-0.04893613,-0.018368067,-0.0016495576,3.635184,-0.6041624,-9.518333
-0.050846957,-0.0525333,0.015395575,2.3791537,0.21126279,-9.652303
-0.020039137,0.17697941,-0.0014315612,3.6264486,0.8253288,-9.816435
-0.024205616,0.23176914,0.016568046,2.296377,-0.20947652,-9.889532
-0.055539723,0.23442219,0.027326344,1.0990046,-0.18807083,-9.529503
-0.049730707,0.27927074,0.025416601,1.9647062,0.050228607,-9.657278
-0.057758432,0.3368924,0.037132706,-1.1691563,-0.8814968,-9.519681
-0.0213734,0.30512476,0.015509659,-0.65740544,0.26162633,-10.146616
-0.07315005,0.38836816,0.03484808,-3.5912395,0.8145216,-10.356517
-0.060175065,0.45076314,0.02304282,-3.102021,-0.5979726,-9.780497
-0.051198974,0.55526185,0.02117403,-2.3771882,0.11909366,-9.755139
-0.051958766,0.5914997,0.027244305,0.36548305,-0.1282446,-9.560722
-0.039488506,0.2741378,-0.02401521,-0.2287111,-0.39373723,-9.776158
-0.07327672,0.30340385,-0.052425813,-1.5146185,0.22769442,-10.088152
-0.09228906,0.24287935,0.0070299804,-2.280408,0.5319809,-9.718301
-0.10773285,0.14932935,0.0136916805,0.6574221,0.90142554,-10.080925
-0.103491135,0.09264009,-0.00083664473,2.4429576,-0.5615094,-9.9864645
-0.024169927,0.241674,0.0075554256,0.2888496,-0.82054675,-9.665009
-0.010683141,0.28013194,0.007917931,-0.19020316,0.6134329,-10.140572
-0.013542402,0.36320215,0.035476718,-1.5662534,0.23814481,-10.0102215
-0.030826984,0.48630726,0.052710872,-1.314186,-0.6921387,-10.131015
-0.030026829,0.60037184,0.031727094,-0.47567683,1.2327207,-10.7641115
0.027180843,0.13578603,0.010666672,-1.4288745,-0.20739914,-10.245882
0.0030380923,0.16301717,-0.002331978,-1.7822351,-0.49318156,-9.574351
-0.00965519,0.08962341,-0.012020656,0.31303376,0.73995036,-10.136416
0.014426456,0.018622702,0.012850945,3.2889178,0.28390825,-9.81795
-0.00593405,-0.032899648,0.0029959187,2.8188226,0.7525395,-9.280612
0.019484468,-0.041841436,-0.009044363,0.195792,-0.32936558,-9.319853
0.02731147,-0.06942493,0.0120532755,-0.46569952,-0.32691875,-9.179944
0.039708927,-0.089292645,0.029839728,0.7050325,0.6197477,-9.383061
0.01094152,-0.10272687,0.0033498104,-3.594818,0.35195857,-9.648501
0.036747403,-0.09979335,0.004191017,-2.181471,0.2828415,-9.67652
-0.022625932,-0.06967571,0.010860153,-3.8582156,-0.13457695,-9.612411
-0.015354034,-0.08037412,-0.00027587177,0.2993618,-0.19880915,-9.639565
-0.038345482,-0.061944358,0.0140293585,3.0808046,0.74556774,-9.799499
-0.08020936,-0.049745787,0.0139917685,4.6501813,0.31535435,-10.415001
-0.067751266,-0.058987148,-0.009033222,-0.19209296,0.21394724,-10.295946
-0.027902042,-0.012329013,-0.024346102,-1.2871172,0.15341316,-10.085486
-0.02456736,-0.008036987,-0.04350372,-0.2539806,-0.09333808,-10.248267
-0.033700015,0.008789478,-0.047728557,4.77638,0.38520384,-9.987765
-0.07254822,0.0022927288,-0.010103505,4.2116437,-0.5753002,-9.330995
-0.06596292,0.00045451106,0.00713451,3.2603333,-0.06848461,-9.911657
0.0015893169,-0.04421326,-0.015903035,-1.4913317,0.40023884,-9.772864
0.019203313,-0.07991904,-0.0006002825,-0.9017495,-0.51372385,-9.366496
-0.008727451,-0.112779565,-0.0060028764,0.34257013,0.034132063,-9.308946
-0.01149434,-0.14667691,0.0076643582,1.2137069,0.26595807,-9.301421
-0.007407371,-0.1906051,0.024488844,1.8399333,0.36181715,-9.203407
-0.050023597,-0.018747482,0.041125093,-0.4117706,0.12799862,-9.238645
-0.05273521,-0.048256237,0.006844824,-1.9466915,0.15721233,-9.472016
-0.07132955,-0.048839085,-0.006305193,-1.6986771,0.033701498,-9.468691
-0.10436089,-0.07483905,0.0058595124,2.1823764,0.13893954,-9.883953
-0.11184361,-0.083912745,0.010079879,-0.33129722,0.33230132,-10.001978
0.011015683,-0.033598013,0.0035110367,1.242919,-0.22038753,-9.996249
0.030043721,0.01762994,0.027451212,0.5368875,0.04829612,-9.633206
8.5717686e-05,0.046628393,0.03706404,-3.1838696,0.54738414,-9.308409
0.00017205544,0.054582734,0.021223532,-0.02014843,-0.30043098,-9.42837
0.010649456,0.01396672,0.02989117,3.594671,-0.12094471,-9.136709
-0.07488644,-0.034034163,0.007388493,0.8259107,-0.108958654,-9.145654
-0.09185006,-0.09764624,0.029183479,-4.491873,0.08618526,-9.251841
-0.10528278,-0.1218775,0.035568636,-2.6905792,0.16495912,-9.491444
-0.09974993,-0.14192402,0.02155384,-3.2201185,-0.2569757,-10.328055
-0.073261775,-0.16635422,0.026367018,-2.326723,0.29427123,-10.410591
-0.038927797,0.0023088092,0.01879287,-0.63486755,0.26911208,-10.156132
-0.04728656,-0.011353951,-0.006556978,0.7005595,-0.46744648,-10.220169
-0.072322026,-0.0406332,-0.0020443716,1.6691743,0.35445273,-10.42018
-0.07466061,-0.11784476,-0.008262915,1.0414793,0.1510796,-10.187775
-0.06505378,-0.15072523,-0.017980138,-0.060409844,1.197284,-10.184401
-0.042521752,0.034807853,0.0024707955,-3.0941794,-0.10789896,-9.856687
-0.0547433,0.071694344,0.0014285574,-1.209047,-0.5014353,-9.716659
-0.053073257,0.1371828,0.00066188397,-0.01603391,0.6512293,-10.017625
-0.020581339,0.25241634,0.018344108,2.1813314,0.1242074,-10.078045
-0.06430001,0.35726812,0.0117660705,-0.1535103,1.1591634,-9.884262
-0.037902087,0.014745597,-0.022693168,-3.7296352,0.04873701,-9.509439
0.0062482157,0.091073915,-0.028896872,-1.8676301,-0.6733185,-9.653939
0.02212722,0.17050955,-0.009809464,-1.6972215,0.39756227,-9.4383135
0.03460443,0.26689047,-0.013821977,-6.2411995,-0.62211156,-9.45145
0.04668543,0.35477847,-0.028526101,-3.5142798,0.311892,-9.580005
-0.05824072,0.025631797,-0.006577848,-1.7496045,0.48964196,-9.866273
-0.07594764,0.07617748,0.0031808761,-0.42783546,-0.69955796,-9.772797
-0.08431285,0.12284698,0.0012625367,-0.75562614,0.22681206,-10.015973
-0.094883315,0.19961558,0.0003216791,-0.6578519,-0.023001244,-9.52775
-0.13562702,0.16612415,0.0021430415,-1.7755916,-0.19583794,-9.062067
0.012661224,-0.026194284,0.008194305,-2.4902263,0.2537131,-9.396987
0.04765256,0.092095226,0.01692067,2.2072067,0.04947503,-9.869619
0.031787314,0.15305726,0.020869635,0.45762032,0.0054342635,-9.882583
0.05170644,0.19724621,0.025180077,-0.47220033,0.021521755,-9.700471
0.05944204,0.25981677,0.02886412,-3.2989151,0.8922937,-10.111858
-0.0008212841,-0.20268352,0.003185871,-0.727432,-0.2913364,-9.368266
0.0011488147,-0.21624047,-0.0007244018,-2.4688313,-0.43509242,-9.522235
-0.029230664,-0.2700976,0.03076545,2.8761244,0.50639766,-9.615155
-0.022574697,-0.32342586,0.052093573,5.163316,0.15491807,-9.239948
-0.007576875,-0.37661976,0.033558443,3.079771,0.59384257,-9.101063
0.033056237,-0.19607013,-0.011728242,4.042659,0.17462236,-9.204316
0.02559925,-0.20739232,-0.048781574,1.951327,0.057941772,-9.361507
0.038463432,-0.22942027,-0.02675593,-1.7734675,0.18739688,-9.323179
0.04347634,-0.23976536,-0.0130692925,0.83410275,0.69541705,-9.961518
0.026110455,-0.21337377,-0.0014430791,2.3804142,0.3166,-9.725009
-0.029381804,-0.15505905,-0.0065265894,-2.883594,-0.34476313,-9.211785
-0.028445574,-0.13395883,-0.020155445,1.1607627,0.23899803,-9.662466
-0.06554955,-0.11368351,-0.0106180785,1.34052,0.47128958,-9.980919
-0.089095436,-0.17940252,0.015153045,4.525097,0.3886721,-9.661444
-0.09560674,-0.28030765,-0.013979339,2.2623808,-0.07098664,-9.862545
-0.0069111637,0.13851169,0.014387028,-1.7442588,0.1917064,-9.79014
