gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2]
0.00513085,-0.065080844,0.017559262,-0.14515494,-0.19640188,-9.748721
-0.038356315,-0.06270534,0.008174236,1.1743191,-0.047990374,-9.693026
-0.051340155,-0.055838324,-0.0069376067,-0.23914367,0.7083723,-9.84215
-0.0529326,-0.037525497,-0.0024062379,-0.5231179,0.1672109,-9.70873
-0.07942562,-0.031810604,-0.01589322,1.1401412,-0.22275965,-9.647858
-0.06562074,-0.036848463,-0.018072894,-0.45793125,0.2706058,-9.876726
-0.08597132,-0.0017629017,-0.007827549,2.0739932,0.6874078,-9.814586
-0.069206774,1.7237836e-06,-0.0024406225,0.5693154,0.06572661,-9.743229
-0.08947713,0.012043522,-0.004845661,-0.85654104,-0.3304475,-9.822691
-0.08707976,0.012653186,0.004619437,-0.7508436,0.7886491,-9.685681
-0.068857364,0.02606082,0.003403227,0.17699714,0.34053016,-9.638427
-0.0545673,0.028269872,0.0073332945,1.5298716,-0.34472662,-9.7702
-0.07330942,0.047572676,0.015101673,-1.8423742,0.1779971,-9.957956
-0.028395995,0.07870989,0.02498281,1.6577218,0.9307596,-9.761096
-0.021638073,0.09100316,0.0168816,-1.7161511,-0.38842088,-9.719798
-0.03707688,0.09561517,0.005920348,-3.3552902,-0.35786727,-9.888133
-0.01320553,0.109331556,-0.011141507,-1.3680407,0.912238,-9.665776
-0.0043497803,0.08171891,-0.00522918,1.2450532,0.39452255,-9.44557
0.002780739,0.073579915,-0.00935275,-0.39269516,-0.51249224,-9.591841
-0.003940973,0.04572664,0.004526343,-0.1267905,0.58458114,-9.467576
0.0014688044,-0.02706965,0.009690142,-0.057032984,0.8783432,-9.271119
-0.0037837615,-0.10017646,0.009546868,-0.23048596,-0.45403257,-9.24583
-0.016868033,-0.18244883,0.009731857,-1.54365,-0.13093205,-9.319637
-0.049610984,-0.25372493,-0.016062707,1.5251191,0.43254894,-9.555289
-0.040704142,-0.3376401,-0.009632521,1.4568341,0.28574067,-9.297476
-0.050894514,-0.39178142,-0.033273496,-0.89382845,-0.10349507,-9.101004
-0.04167787,-0.4727812,-0.018551502,-1.8027477,-0.094265744,-9.499214
-0.01833482,-0.50803775,-0.0007715,-2.137422,0.6616069,-9.683459
0.01329051,-0.56194866,0.019776408,2.1401122,0.9511885,-9.341087
0.025838347,-0.6013455,0.014293227,1.2812845,-0.7086651,-9.615169
0.033079732,-0.60719335,0.0017192628,0.59705925,-0.09978857,-9.730943
0.024368618,-0.6072312,-0.011039936,-0.130145,0.92138034,-9.755857
0.04053382,-0.60395056,-0.02024779,2.5551038,-0.23776253,-9.68108
-0.0008037464,-0.57922834,-0.01939012,-0.7532347,-0.41035676,-10.071098
-0.034047022,-0.53728133,-0.0029467514,0.30083203,0.90017045,-10.103484
-0.01050451,-0.4834548,0.004151822,1.1946113,0.16933952,-9.945721
-0.04350771,-0.41611603,-0.0006605239,-0.08458204,-0.35395285,-10.380295
-0.036886916,-0.34786737,-0.0016418663,-0.5225468,0.6640184,-10.254787
-0.017574444,-0.24913767,0.0155630475,1.0056026,0.21250314,-10.067504
-0.043667804,-0.14074114,0.004209691,-1.9535942,-0.1951831,-10.604356
-0.034404278,-0.013866197,-0.0018458492,2.136793,0.52272636,-10.467568
-0.017646544,0.07728865,0.003906308,1.3923317,0.027464615,-10.19037
-0.013818301,0.1804913,-0.0010583727,-0.71879876,-0.17211215,-10.653052
-0.0041538263,0.274859,0.0033684436,0.9540589,0.85955316,-9.973526
0.00013950122,0.37807488,0.0008175746,-0.22434905,-0.028861644,-10.1273365
0.030961059,0.5023842,-0.0072120307,0.4320247,-0.07375721,-10.029045
0.03787246,0.58807886,-0.0006950086,1.5327711,0.7242986,-10.087614
0.05905963,0.63023466,0.012566759,1.6086173,0.30173588,-9.928735
0.07208702,0.6582843,-0.0017669258,0.34257653,-0.32387716,-9.865684
0.056707088,0.69709295,-0.0055155694,-0.9923976,0.3307125,-10.027851
0.091652356,0.6987387,0.013922337,-0.5707681,0.558401,-9.499097
0.09542261,0.6870371,0.009760643,1.852419,-0.1689174,-9.580553
0.086133584,0.69265085,-0.011508665,0.5300825,-0.3084156,-9.818452
0.0808323,0.67444855,-0.013214638,-2.7022886,0.8152253,-9.616529
0.0754536,0.63743347,0.0009779023,0.2580591,0.32282552,-9.357445
0.0701372,0.596689,-0.007651118,-0.16025107,-0.37524235,-9.453337
0.051756937,0.55400205,-0.014779302,0.12188589,0.034418963,-9.607838
0.062780194,0.4749646,-0.0073955082,1.6384562,1.0365199,-9.363424
0.07420477,0.40458474,-0.009852461,0.9714731,-0.18292807,-9.132557
0.063308485,0.30693576,-0.00810949,-0.4343973,-0.630834,-9.209538
0.060805667,0.23318495,0.00044595983,0.5080426,0.65239674,-9.522573
0.06959583,0.17835686,-0.019134248,0.010609526,0.5487422,-9.2815275
0.072139114,0.09318925,-0.0077305306,-0.6992021,-0.22613434,-9.112855
0.06439348,0.0047558434,-0.013919788,0.45093924,0.13632199,-9.254392
0.026274633,-0.09325679,-0.0099453535,-1.9310837,0.0069992584,-9.679688
0.012804911,-0.14031415,-0.0104268845,0.98597294,0.9028592,-9.685738
-0.0020970379,-0.17235348,0.008469065,1.8120874,-0.07050545,-9.370131
-0.050261512,-0.22407268,0.004908166,1.6430705,-0.22129501,-9.781832
-0.08483697,-0.2454264,-0.008796946,2.611792,0.4810459,-9.764543
-0.0827063,-0.27308366,0.0019502433,2.6203468,0.6807379,-9.551189
-0.09328808,-0.2857704,0.0016404443,0.14094415,-0.3723823,-9.924444
-0.10111814,-0.2758704,-0.00029569436,0.49836734,0.22126532,-9.953639
-0.10565875,-0.25432724,-0.007387004,1.0847994,0.73862016,-9.986201
-0.06241813,-0.18790366,-0.0039995178,0.5439591,-0.26163924,-10.143624
-0.06918867,-0.09729703,-0.017236922,-0.6020445,-0.105005674,-10.630143
-0.013858479,-0.009653885,0.000511921,2.2716775,1.1856517,-10.226028
0.013816232,0.09882854,0.016051715,-1.3392261,-0.087795615,-10.197295
0.026515946,0.22255953,0.003071864,1.0589339,-0.44139257,-10.658949
0.0608858,0.31262654,0.00051840476,-0.019312918,1.3048649,-10.31644
0.07725157,0.3937604,0.013430141,-0.33843318,0.06806917,-10.175082
0.08202989,0.46489596,0.003433632,0.6751655,-0.60742515,-10.3775215
0.09001008,0.5340413,-0.00057687325,1.8401477,1.2980589,-9.903165
0.058300473,0.56186414,-0.0039407043,-0.27984962,0.20649274,-9.703118
0.04105611,0.53691655,-0.012433683,-0.4493923,-0.25432566,-9.644933
0.011057079,0.50310314,-0.004992195,-0.01468257,0.3268446,-9.736447
0.024317466,0.47277027,-0.0005573228,0.50268847,0.9807843,-9.360015
-0.014832571,0.40189207,0.011704245,2.475086,-0.22818422,-9.385592
-0.008481897,0.33869424,-0.011397487,-0.21931852,-0.19742888,-9.37268
-0.0035010753,0.2670362,-0.011815964,1.7475357,0.3616379,-9.449181
-0.018481592,0.15399563,-0.02343416,-0.6691847,0.3543312,-9.225631
-0.015762782,0.06317138,-0.023665091,0.45048425,0.25627565,-8.890104
-0.013876381,-0.042648192,-0.011351116,-0.5466455,-0.029872939,-9.100655
-0.037425913,-0.13757458,0.008739349,-1.4135357,0.36800182,-9.6125
-0.024814626,-0.20665446,0.013649096,0.93287414,0.85204333,-9.225428
-0.034099948,-0.2575917,0.011718191,1.1569834,-0.10046281,-9.334399
-0.038083274,-0.28563932,-0.0005156066,-0.7679568,0.097622246,-9.667769
-0.044530187,-0.29411218,-0.0009021065,0.36137727,0.32884017,-9.679034
-0.070430934,-0.29881695,-0.0006972631,1.4633733,0.2657861,-9.516544
-0.08787639,-0.29172763,-0.007328701,-0.66728204,0.055679668,-9.951771
-0.09376821,-0.28319266,-0.004674642,0.26926976,0.5406944,-9.809233
-0.105014585,-0.28953257,0.0064847055,-0.49332395,-0.10068335,-9.626061
-0.095820785,-0.28686276,-0.007295662,0.7638105,-0.07224642,-9.69726
-0.09267196,-0.28823128,-0.0045423335,-0.02415237,0.7061074,-9.944069
-0.09878206,-0.2762915,-0.014696522,-0.46341103,0.47828108,-9.60513
-0.04186246,-0.2742632,0.0008815875,-0.2658148,0.07574927,-9.590022
0.018910643,-0.30198988,0.009434351,-0.89216095,0.34763613,-9.650037
0.03813489,-0.31188428,-0.00709189,-1.4566367,0.6858598,-9.674402
0.02282424,-0.31862393,0.0097621335,-0.4698077,-0.29048637,-9.805336
0.009531161,-0.3078667,-0.018133216,2.3152614,-0.13626163,-9.613602
-0.00709945,-0.32689902,-0.0027947668,-1.1156017,0.9279132,-9.620877
-0.0036056994,-0.3306306,-0.0016237411,0.5076455,0.11153857,-9.745504
-0.04088315,-0.3555882,-0.008745945,3.9627893,-0.34060103,-9.468365
-0.07506214,-0.41569048,0.005661734,-0.55066556,0.7302614,-9.635619
-0.079229414,-0.43310377,0.01837784,1.2123014,0.38986683,-9.980586
-0.11273912,-0.4594363,-0.0045121927,-0.6718035,-0.29441267,-9.553179
-0.11502217,-0.44973585,0.010553077,0.1212156,0.029048536,-9.838944
-0.10351337,-0.4066264,0.006712904,0.8990573,0.85694,-10.520993
-0.09942888,-0.3428259,-0.0046075275,-0.8041405,-0.19171531,-10.005502
-0.11128547,-0.27766815,-0.010435871,1.2657305,-0.0779209,-9.986574
-0.08271265,-0.19064721,0.008801777,2.46684,1.1655025,-10.471351
-0.0815269,-0.115984194,0.02428194,0.70716095,-0.17012823,-10.283801
-0.07133052,-0.048699982,0.022471022,-0.78385586,-0.1583823,-10.046672
-0.047616933,0.023920557,0.006527095,-4.1201277,0.87589836,-10.283202
-0.030882021,0.11472891,0.005896595,-2.8468266,0.054049786,-10.251423
-0.025575828,0.23425192,-0.020943418,-1.2056768,-0.53203374,-9.867898
-0.022748128,0.28068227,-0.0146151045,1.5425979,0.9869878,-10.440787
0.008588889,0.35596243,0.0012664911,-0.11047459,-0.04720392,-9.968241
0.0043369867,0.37225822,-0.01185522,0.24109864,-0.23525892,-9.586582
0.030444458,0.32211182,-0.018054424,1.0384305,0.4297361,-9.5341015
0.044452038,0.24154451,-0.016276592,-1.4228487,0.28901795,-9.584738
0.05344523,0.14104985,-0.033115644,-1.0704756,0.26255393,-9.289109
0.060174953,0.03171958,-0.022524025,1.0527688,-0.013751904,-9.069265
0.062013656,-0.099127844,-0.009717668,-1.1769688,0.13107869,-9.215103
0.075769156,-0.21352544,-0.00328662,-2.120505,0.92024195,-9.357823
0.0898079,-0.28590196,0.01585014,-0.22102618,-0.2786293,-9.674686
0.073624805,-0.3649438,-0.015189,0.6235919,0.0018425526,-9.257078
0.080301054,-0.4188901,-0.0045764213,-1.2503622,0.3478142,-9.525734
0.074831285,-0.45272505,-0.01662118,3.2122817,0.32420376,-9.861453
0.06831381,-0.47363374,-0.026483398,2.0132537,-0.27954787,-9.673442
0.07549305,-0.5157362,-0.025920188,0.22777776,0.30408892,-9.366609
0.081647515,-0.5366938,-0.009087057,-1.4643157,0.5465008,-9.944568
0.087876946,-0.5323593,-0.001441648,-1.1211791,0.47103727,-9.826031
0.08339321,-0.51961994,-0.0054844697,0.2449066,-0.40298,-9.616331
0.06100089,-0.49239904,-0.0021707607,0.5665863,0.41169727,-10.2049055
0.061643116,-0.4245802,0.0067134304,-0.029525787,0.7767374,-10.176801
0.03779342,-0.38231114,-0.014242468,2.5696402,-0.7029896,-9.818686
0.039639648,-0.31897712,-0.0066736047,-1.0605439,0.67529315,-10.027819
0.04289984,-0.25665987,-0.004389157,-3.5994678,0.84585637,-10.315509
0.021949282,-0.20426655,-0.014753329,0.6328503,-0.9454134,-9.957812
0.023347797,-0.13991646,-0.0127848685,2.4185557,0.66888595,-10.095149
0.01671839,-0.064539,0.0030521965,-0.104206905,0.90254694,-10.346188
-0.009084535,-0.0031083047,-0.015303773,-2.7600203,-0.9684938,-9.939495
-0.01955299,0.053632807,-0.002991052,-0.002955268,0.4740282,-9.909187
-0.033214297,0.099306695,0.006864227,-1.6853374,1.1404384,-10.141747
-0.032244235,0.14215462,0.024717996,1.5227844,-0.7331505,-9.910707
-0.059131842,0.1710711,0.004047252,0.39687333,-0.0636662,-9.643265
-0.059969466,0.16045515,0.0067643737,-1.1697965,1.0307341,-9.828779
-0.043857206,0.15687649,0.005691211,-0.46942088,-0.0894256,-9.766459
-0.07197494,0.13730885,-0.028398331,-1.2236589,-0.50503725,-9.437842
-0.09291219,0.10002793,-0.010179252,-0.19246183,0.7002052,-9.665592
-0.07848851,0.08398468,0.0076633543,-2.833476,0.77835846,-9.83577
-0.08044214,0.057184316,-0.0039617172,1.9348027,-0.46845755,-9.373076
-0.07647397,0.03165407,-0.008776556,-1.453861,-0.26983127,-9.587018
-0.07569609,-0.005425252,0.0012257567,-0.84053504,1.0011303,-9.788046
-0.05084664,-0.03011938,0.0069279065,0.8975855,0.47668144,-9.358962
-0.052863024,-0.06874553,-0.008674639,-0.10962139,-0.8888487,-9.354904
-0.05981538,-0.11229627,-0.008864293,-0.94125783,0.24533074,-9.493675
-0.03305778,-0.1559855,-0.0065721874,-0.21332052,1.1566516,-9.55766
-0.0068686125,-0.19288251,0.0012918138,2.5885565,-0.46975663,-9.430364
-0.013388679,-0.23953375,-0.025061825,-0.17809354,-0.3817982,-9.31719
0.027119502,-0.26487678,-0.004541607,1.3440969,1.0956908,-9.578812
0.054074805,-0.28384554,0.0023630247,0.54622394,0.7018973,-9.649836
0.08896531,-0.3028165,0.011525766,-0.06663199,-0.5451437,-9.4614
0.084217295,-0.29327023,0.00288748,1.6755604,0.07086142,-9.66478
0.07976957,-0.27784,0.0022845515,0.21888037,1.2010773,-10.243353
0.043664522,-0.20385629,0.019818854,0.86201805,-0.07830334,-10.030686
-0.02729334,-0.038822114,0.004697683,-1.0781325,-0.3762898,-10.166723
-0.046874817,0.095766544,0.014673065,-1.4459705,1.2350596,-10.303161
-0.05805524,0.19736457,0.0100317765,-0.54694784,-0.42311507,-10.314425
-0.088097095,0.32662436,-0.025558792,1.3821452,-0.8794656,-10.21767
-0.06287483,0.40804696,0.0065706773,0.48278856,1.6827954,-10.109389
-0.025479807,0.47819507,0.029365921,0.8466664,-0.023225408,-10.117316
-0.029588697,0.50257385,0.012248579,0.23967403,-0.9055882,-9.568685
0.01270659,0.4899614,0.017975453,-0.46497664,1.0016552,-9.671152
0.0416555,0.4857275,0.017247684,-2.1593006,0.5751708,-9.750142
0.050834145,0.4621032,9.011691e-05,1.1492475,-0.4172489,-9.390384
0.05820221,0.41658527,-0.009231354,0.9022289,-0.024324853,-9.537044
0.07456069,0.4072502,-0.00058366806,-1.0095819,0.7297126,-9.78138
0.084810205,0.3763006,0.006138602,1.0414703,0.3171217,-9.626704
0.066905215,0.33457485,-0.011647688,1.991348,-0.44672942,-9.284521
0.056655217,0.28405705,-0.00755021,-0.16838722,0.07867338,-9.443752
0.05485657,0.24111375,-0.0038658343,3.192001,1.2206678,-9.593991
0.054771006,0.20224853,-0.0006352758,1.7129233,0.2540213,-9.222514
0.06415951,0.15867916,0.003672818,-1.237976,-0.9451281,-9.463001
0.044767816,0.11375767,-0.0045529236,0.42090648,0.40522665,-9.504098
0.053826194,0.09278336,0.0018550853,0.99618584,0.8356748,-9.877732
0.01787694,0.1352957,0.0040811063,1.8836015,-0.332044,-9.784819
-0.0006883811,0.18789536,-0.0041917595,2.8522377,-0.7632629,-9.966444
-0.01780392,0.2645839,-0.0016683261,-0.3339908,1.6583176,-9.971535
-0.011270267,0.31777686,0.014339989,3.0336869,0.3228592,-9.956623
-0.04658713,0.3688622,-0.0074364403,-1.6044704,-1.2079443,-9.977309
-0.07005488,0.43716323,-0.009223223,-1.8776178,1.053617,-10.030391
-0.070561446,0.4854034,0.0060963756,0.37042692,0.74020404,-9.808071
-0.08285966,0.5489204,0.0027573197,0.8315259,-1.1139191,-10.125328
-0.11413649,0.6167512,0.006614031,0.009327093,0.75753015,-10.069306
-0.09521458,0.66325104,0.028329605,-0.63975495,1.1272935,-9.859546
-0.08490895,0.6846981,0.013567058,0.26652032,-1.0724082,-9.748245
-0.108205,0.6746712,-0.014455619,-1.615116,-0.03702258,-9.560658
-0.07413903,0.6279656,-0.01088226,2.8049586,1.2226838,-9.667934
-0.0600295,0.57687336,-0.005193892,0.58692884,0.008622195,-9.280101
-0.06155684,0.48521367,-0.024269203,0.58328027,-0.38716915,-9.193092
-0.035868637,0.36084634,-0.011798762,-0.011864537,0.26336503,-9.146099
0.007176876,0.26820603,-0.0026052576,-0.87502414,0.7904949,-9.1156845
0.02959273,0.166346,-0.0066633923,-0.01629502,0.72028106,-9.064362
0.057910666,0.049229216,-0.006687889,-2.1518135,-0.78791314,-9.110233
