gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2]
-0.04618488,-0.029996613,-0.018226389,-3.1239958,0.47072628,-0.41272873
-0.0070614796,-0.1546698,0.007488364,-5.3228483,-0.23214132,-0.37954077
0.021104582,-0.2602029,0.03149022,3.050351,-0.768766,-0.07093242
-0.010728941,-0.34996602,-0.015824068,2.8157787,-0.08920216,-0.86789304
0.040531978,-0.40003052,-0.008737451,0.5281211,0.50692236,-0.6884581
0.107433274,-0.01474656,-0.006764466,4.963769,0.16267231,0.40247706
0.122580566,-0.062711954,0.00753538,-2.9445252,-1.2005843,-0.06228233
0.08760113,-0.102051824,0.0059903394,-0.05065708,-0.2744417,-0.6471689
0.10683487,-0.15190727,0.00095133187,0.83726716,1.33499,-0.38052717
0.07886637,-0.20559594,-0.0012900319,-1.1336998,-0.96037745,-0.5004309
0.0059540896,-0.13852699,0.012980402,-1.9069042,-0.8039073,-0.8100791
0.03648265,-0.17428173,0.019464156,1.6885296,1.2123905,-0.3630408
0.018530698,-0.22510944,-0.015823621,3.4161572,-0.17518929,-0.017717527
-0.033054646,-0.3400694,-0.026033262,0.09039705,-1.9967096,-0.10082043
-0.027677873,-0.37918752,-0.03255574,3.9400327,0.8738356,0.17654154
0.032490566,-0.100614734,0.0028914635,7.04923,1.4243009,0.1559589
-0.004981447,-0.038592406,0.023977308,4.4408216,-1.3578974,0.053759463
0.010668381,0.091697216,0.028682584,1.474352,-0.80554014,0.00710988
-0.008630373,0.20921169,0.030827586,2.6234672,1.3376693,-0.107706025
0.013211799,0.36025038,0.015147348,0.46198747,-0.36657274,-0.7433117
-0.04002706,0.003846563,-0.0008593804,-0.24702029,-1.3393182,-0.4337524
-0.06882381,0.114130184,-0.021322206,0.23280697,0.15965238,-0.42231005
-0.06229266,0.2640559,-0.011274313,-0.6048692,0.19979464,-0.787023
-0.039942123,0.40873152,0.03212845,-3.791684,-0.74977416,0.10806779
-0.04631492,0.5860455,0.028281398,-1.772721,-0.52180773,0.20334461
0.02840856,0.4362265,0.023204569,2.3206177,0.5140543,-0.63295764
-0.0046876515,0.46403155,0.027850397,2.6749926,0.39191943,-0.75441146
-0.07951804,0.4303284,0.017364576,3.6506326,-0.8951456,-0.14594819
-0.13312979,0.4277419,-0.0064208517,-4.13375,-0.7651444,-0.6582938
-0.15296571,0.4036085,-0.013717335,-0.6625101,1.0655632,-0.010362504
-0.03644643,0.6038736,-0.0149880415,-0.79772854,0.2371216,0.33625144
-0.066536985,0.5833357,0.033991266,-5.0248895,-1.0165582,0.5011224
-0.06581084,0.6056441,0.04203878,-6.122643,-0.12662439,0.61795205
-0.044981807,0.6269086,0.030187998,3.4709163,1.3669028,0.093347654
-0.0051557063,0.5879792,0.009178903,0.1420089,-1.8945367,0.3488699
-0.010900531,0.4787164,-0.041550897,1.5087327,-0.12161853,0.48340347
0.057677828,0.48369393,-0.007914737,-0.15046193,1.5301812,0.5897044
0.08347527,0.4804353,0.016048351,1.2498716,-0.7986099,0.7263788
0.08033453,0.48040715,-0.016873946,-2.7646503,0.06367872,0.42653987
0.09446079,0.46642658,0.013747437,2.6694982,0.41953555,1.3335389
0.026780797,-0.11258547,0.015932135,-1.8805333,-0.52053595,1.2063174
0.009908556,-0.2796441,0.022907559,-1.2258613,-0.037934992,0.7572068
-0.0062424485,-0.40466565,0.028156485,-2.2730496,0.6664623,1.3736373
-0.015707968,-0.5057089,0.042511176,-2.9484105,-1.5525769,0.65431696
