gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
0.0519336867,0.008086994699999999,-0.0067278450000000005,-1.2868765207,-1.08222566,-0.5117919999999998,0.92620495,0.219481356,-0.30446768
0.027598407590599294,-0.030202127640188016,-0.002389857719447708,0.9380498640293774,0.9956272727967099,1.65490894947121,0.925349531650999,0.21973565930669808,-0.3056550881668625
0.015042274427144535,-0.05361450397555818,-0.08825105969024678,0.5203565472458284,0.41611200964512324,-0.69634391774383,0.9244941133019977,0.21998996261339598,-0.30684249633372507
-0.026031028161339616,-0.07972989809800236,-0.0429259708228672,-1.1633156729024683,-0.6846349309059933,-0.1039869007050509,0.9236386949529966,0.22024426592009402,-0.30802990450058754
-0.026132427454994122,-0.0907474048039953,-0.10540408843137487,0.07006060860399571,0.5721381220173917,0.32538516216216173,0.9236218171797885,0.2200920799541716,-0.30885240881316106
-0.023733268572267915,-0.06596089655992947,-0.21303746308390137,0.7443844501903646,0.3898506874817858,-0.4235355381903645,0.9244264364747355,0.21954166669271447,-0.30931742601645135
-0.22546028055581657,-0.31839900458401876,-0.17073703131492357,-0.5004366849259705,0.49992431322326686,-0.018316549941244986,0.9252310557696828,0.21899125343125736,-0.3097824432197415
-0.19757193869565218,-0.27373956276028194,-0.14702749307520563,-0.8174738351304347,0.05312856706932981,0.16840457226791905,0.9260373077320799,0.21843561191480618,-0.31026239561692126
-0.08275369260869558,-0.269306790787309,0.07866134128084618,0.39446997329964817,2.2718483127844906,0.4035827473560527,0.9270009488366628,0.21737596661692135,-0.312182100705053
-0.12455846380728569,-0.27188537408930663,0.23263670259694486,0.28593539889095076,0.9026143107732034,0.3715743390129269,0.9279645899412456,0.2163163213190364,-0.31410180579318453
-0.13891239745005868,-0.3127989373913043,0.21673060441480602,-0.8587145209682743,-1.6812142281445384,-0.36756673795534844,0.9289282310458284,0.21525667602115156,-0.3160215108813161
-0.17307602093419516,-0.3325992974676851,0.030584410690951518,-0.4776339579796106,-0.4279655241562827,0.09009513337250397,0.9298835221974149,0.21399763585135134,-0.3177208521269095
-0.20097332460634543,-0.3434970900822562,-0.1447621279823738,0.5798127200501773,0.31767169950740176,1.3819508965922456,0.9308309623971798,0.21255111683783787,-0.31921299868390135
-0.27544293251468865,-0.40637588418918924,-0.2157242731316099,0.4015606654324313,0.30449738920446634,0.7954329864864853,0.9317784025969448,0.21110459782432434,-0.3207051452408931
-0.36583633957696826,-0.461482796627497,-0.19345476150411273,-0.3042962978014105,0.5275180490693298,-0.011127540540540437,0.9327448549588719,0.20963940851703883,-0.3222108203525266
-0.4561945119917744,-0.48368697207403055,-0.05930737747950627,0.1484592121814349,0.9497453526427746,0.7774642062279682,0.9346181874559342,0.2072836461968273,-0.32436180752056415
-0.5234359737132785,-0.5098553225029377,0.1451456240721036,0.7273057208084601,1.8768921211927145,1.432879073443008,0.9364915199529964,0.20492788387661576,-0.3265127946886016
-0.566497498119859,-0.5764276220740306,0.27169587105522913,-0.02239097161398445,0.8826483777720304,0.6659478669212682,0.9383648524500587,0.20257212155640425,-0.3286637818566392
