timestamp,main_state_changes,main_state
26377647,2,7
26885669,2,7
27391663,2,7
27897664,2,7
28403669,2,7
28909652,2,7
29382687,2,7
29888651,2,7
30383809,2,7
30394648,2,7
30900695,2,7
31406649,2,7
31912633,2,7
32418648,2,7
32924634,2,7
33430661,2,7
33936671,2,7
34442649,2,7
34948648,2,7
35399680,2,7
35410650,2,7
35421633,2,7
35927698,2,7
36433649,2,7
36939681,2,7
37445663,2,7
37951632,2,7
38413739,2,7
38424671,2,7
38435662,2,7
38941634,2,7
39447700,2,7
39953634,2,7
40459635,2,7
40965661,2,7
41471633,2,7
41977634,2,7
42483794,2,7
42989656,2,7
43495786,2,7
44001765,2,7
44507732,2,7
45013732,2,7
45519694,2,7
46025701,2,7
46532607,2,7
47038662,2,7
47544648,2,7
48050634,2,7
48424654,2,7
48435813,3,11
48941665,3,11
49447636,3,11
49953740,3,11
50459635,3,11
50965633,3,11
51471660,3,11
51977634,3,11
52483637,3,11
52989646,3,11
53044812,3,11
53442674,3,11
53938652,3,11
