timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1000000,85.31445,236.9846,0,1,9418,1024000,0,3,255
2000000,134.48242,98.88413,0,112,9767,1024000,0,3,255
3000000,187.08398,79.27287,0,231,6205,1024000,0,3,255
4000000,236.98828,70.53223,0,353,6448,1024000,0,3,255
5000000,280.59668,64.35703,0,459,9116,1024000,0,3,255
6000000,334.61426,62.428036,0,576,7357,1024000,0,3,255
7000000,387.45215,60.92015,0,685,7425,1024000,0,3,255
8000000,441.26953,59.9551,0,822,8531,1024000,0,3,255
9000000,497.7119,59.534916,0,937,8302,1024000,0,3,255
10000000,553.5869,59.143906,0,1053,7635,1024000,0,3,255
11000000,618.541,59.704727,0,1177,7944,1024000,0,3,255
12001000,685.2422,60.315304,0,1290,9224,1024000,0,3,255
13004000,763.6963,61.76774,0,1424,422,1024000,0,3,255
14004000,836.6172,62.602306,0,1538,381,1024000,0,3,255
15004000,907.2578,63.16192,0,1660,381,1024000,0,3,255
16004000,972.4531,63.294266,0,1777,343,1024000,0,3,255
17004000,1038.2266,63.44577,0,1900,343,1024000,0,3,255
18004000,1100.0938,63.354855,0,2014,381,1024000,0,3,255
19004000,1160.7754,63.20929,0,2143,264,1024000,0,3,255
20004000,1220.667,63.037956,0,2248,264,1024000,0,3,255
21004000,1281.0166,62.90594,0,2364,343,1024000,0,3,255
22004000,1344.2812,62.92273,0,2493,343,1024000,0,3,255
23004000,1404.4053,62.79759,0,2621,496,1024000,0,3,255
24008000,1464.1846,62.657677,0,2725,504,1024000,0,3,255
25008000,1525.1406,62.587845,0,2828,488,1024000,0,3,255
26008000,1584.4736,62.45954,0,2952,526,1024000,0,3,255
27008000,1645.7725,62.41552,0,3059,526,1024000,0,3,255
28008000,1707.831,62.402477,0,3184,262,1024000,0,3,255
29008000,1769.1348,62.363747,0,3310,529,1024000,0,3,255
30008000,1829.7793,62.305206,0,3429,488,1024000,0,3,255
31008000,1891.543,62.287373,0,3552,488,1024000,0,3,255
32008000,1956.3721,62.368404,0,3678,506,1024000,0,3,255
33008000,2016.4199,62.29671,0,3814,626,1024000,0,3,255
34008000,2077.6172,62.26376,0,3925,556,1024000,0,3,255
35008000,2138.247,62.21622,0,4048,506,1024000,0,3,255
36008000,2201.2373,62.238102,0,4153,585,1024000,0,3,255
37008000,2265.3857,62.290634,0,4279,506,1024000,0,3,255
38008000,2325.4795,62.231842,0,4399,626,1024000,0,3,255
39008000,2392.8242,62.365105,0,4526,506,1024000,0,3,255
40008000,2465.2861,62.621574,0,4643,506,1024000,0,3,255
41008000,2537.8262,62.86727,0,4766,506,1024000,0,3,255
42008000,2606.2676,63.00202,0,4877,506,1024000,0,3,255
43008000,2673.8545,63.110237,0,5003,585,1024000,0,3,255
44008000,2737.6787,63.126698,0,5136,506,1024000,0,3,255
45008000,2800.42,63.118008,0,5265,585,1024000,0,3,255
46008000,2862.0762,63.085793,0,5389,517,1024000,0,3,255
47008000,2924.3906,63.069157,0,5511,547,1024000,0,3,255
48008000,2988.6172,63.09359,0,5627,506,1024000,0,3,255
49012000,3052.3486,63.10156,0,5752,481,1024000,0,3,255
50012000,3114.6924,63.08621,0,5882,631,1024000,0,3,255
51012000,3176.084,63.052567,0,6017,701,1024000,0,3,255
52012000,3240.4736,63.078594,0,6145,531,1024000,0,3,255
53012000,3305.0166,63.106556,0,6268,631,1024000,0,3,255
54012000,3369.1318,63.125454,0,6391,610,1024000,0,3,255
55012000,3432.8037,63.1355,0,6513,631,1024000,0,3,255
56012000,3497.7812,63.168774,0,6651,610,1024000,0,3,255
57012000,3562.038,63.188072,0,6779,581,1024000,0,3,255
58012000,3629.1348,63.256203,0,6893,631,1024000,0,3,255
59012000,3690.9678,63.23182,0,7018,610,1024000,0,3,255
60012000,3753.503,63.220085,0,7130,651,1024000,0,3,255
61013000,3816.0293,63.207546,0,7244,506,1024000,0,3,255
62016000,3885.4531,63.30574,0,7360,852,1024000,0,3,255
63016000,3956.0713,63.42297,0,7479,852,1024000,0,3,255
64016000,4023.4033,63.48465,0,7597,773,1024000,0,3,255
65016000,4089.4023,63.52371,0,7719,814,1024000,0,3,255
66016000,4153.9463,63.539318,0,7840,773,1024000,0,3,255
67016000,4216.41,63.523113,0,7946,773,1024000,0,3,255
68016000,4278.1895,63.497234,0,8058,773,1024000,0,3,255
69016000,4341.4697,63.494057,0,8181,814,1024000,0,3,255
70016000,4405.9814,63.50873,0,8301,773,1024000,0,3,255
71016000,4469.5645,63.50978,0,8399,735,1024000,0,3,255
72016000,4533.412,63.51452,0,8521,773,1024000,0,3,255
73016000,4597.998,63.52932,0,8648,735,1024000,0,3,255
74016000,4663.1924,63.552013,0,8769,697,1024000,0,3,255
75016000,4726.37,63.54698,0,8879,889,1024000,0,3,255
76016000,4789.5938,63.542686,0,8990,852,1024000,0,3,255
