timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
640000,636000,1311004,1311004,1.5338597e-05,3.829486e-05,1.939001e-05,0.0006488194,-0.00038115305,-0.037482474,4000,4000,0,0
1000000,992000,1311004,1311004,-3.3792105e-05,-6.8577465e-05,1.3802971e-05,0.00021747596,0.0007448011,-0.03894101,4000,4000,0,0
1500000,1500000,1311004,1311004,-4.94146e-05,1.788781e-05,7.424859e-05,-2.257848e-05,-0.00022427809,-0.03911652,4000,4000,0,0
2000000,1992000,1311004,1311004,4.8902988e-05,4.4565106e-05,-5.9673966e-05,-0.00049893773,0.00023565623,-0.03992242,4000,4000,0,0
2500000,2496000,1311004,1311004,1.632229e-05,1.3676963e-06,-7.7466375e-06,-0.0007985486,-0.0006540854,-0.03903713,4000,4000,0,0
3000000,2996000,1311004,1311004,3.673456e-05,5.33629e-06,2.133866e-06,0.00011637969,1.6730099e-05,-0.039140858,4000,4000,0,0
3500000,3496000,1311004,1311004,2.2558945e-07,-7.89827e-05,-5.0067432e-05,0.0005844822,0.00015809992,-0.037592497,4000,4000,0,0
4000000,4000000,1311004,1311004,-8.5041655e-05,1.3691899e-05,-1.2733874e-05,0.00026969105,0.00039661524,-0.039421536,4000,4000,0,0
4504000,4504000,1311004,1311004,-6.438651e-05,-5.678559e-05,-3.717651e-05,-0.00046289363,-9.107288e-05,-0.038361885,4000,4000,0,0
5000000,5000000,1311004,1311004,-2.026624e-05,-3.869866e-05,-1.7757731e-05,0.00015205813,-4.4135577e-05,-0.039160002,4000,4000,0,0
5500000,5500000,1311004,1311004,-2.6993097e-05,-5.9976854e-05,7.9767895e-05,-1.9916795e-05,-0.00014771799,-0.037789494,4000,4000,0,0
6000000,6000000,1311004,1311004,4.4403212e-05,-1.9029469e-06,3.964167e-05,-0.00021520049,0.00029175723,-0.039833345,4000,4000,0,0
6500000,6496000,1311004,1311004,3.0982468e-05,4.229635e-05,1.7036513e-05,-0.00010700424,-0.0005734051,-0.039345324,4000,4000,0,0
7000000,6996000,1311004,1311004,-4.954197e-05,-1.9759056e-05,3.096155e-05,-0.00033909493,-4.8489474e-05,-0.03851893,4000,4000,0,0
7500000,7488000,1311004,1311004,6.0406153e-05,1.0089191e-05,4.6261215e-05,0.00036503765,0.000836151,-0.03836846,4000,4000,0,0
8000000,7996000,1311004,1311004,4.15034e-05,-3.8805694e-05,5.21138e-05,-0.00027873958,0.0003830532,-0.038122423,4000,4000,0,0
8500000,8500000,1311004,1311004,1.3198509e-05,-6.1746585e-05,-4.871389e-05,-0.00048473038,0.00033694968,-0.04049657,4000,4000,0,0
9000000,8992000,1311004,1311004,5.421607e-05,-1.8281637e-05,9.518336e-05,-0.00055539305,-5.280049e-05,-0.040448364,4000,4000,0,0
9500000,9500000,1311004,1311004,-1.6198897e-05,7.878829e-05,-3.8335562e-05,-0.00015341902,-0.00036682628,-0.038195863,4000,4000,0,0
10000000,9996000,1311004,1311004,-4.015403e-05,-6.1012724e-05,-2.965008e-05,-0.00027199625,-0.0006462691,-0.039416622,4000,4000,0,0
10496000,10496000,1311004,1311004,2.878179e-05,-6.42189e-05,5.0402992e-05,0.0003609343,9.683724e-05,-0.03826697,4000,4000,0,0
10996000,10984000,1311004,1311004,-1.0524955e-05,-3.4314962e-05,-1.0759706e-05,-4.329804e-05,-7.851004e-05,-0.038793024,4000,4000,0,0
11504000,11504000,1311004,1311004,-0.00015016399,-2.8574855e-06,6.65302e-05,0.0021133858,0.0004446992,-0.1537545,16000,16000,0,0
12001000,11996000,1311004,1311004,1.9440084e-05,2.5042816e-06,8.878373e-05,0.00022246035,0.00014917633,-0.03947818,4000,4000,0,0
12500000,12500000,1311004,1311004,1.0141136e-05,2.2095204e-05,-2.50388e-05,1.7905179e-05,0.00053531927,-0.038555633,4000,4000,0,0
13000000,12992000,1311004,1311004,-7.413592e-05,4.365592e-06,3.221282e-07,-0.00032814313,0.00016871677,-0.038415343,4000,4000,0,0
13500000,13500000,1311004,1311004,1.3290639e-05,-4.4238695e-05,-1.9390929e-05,-0.0003067961,-0.0009456993,-0.03944193,4000,4000,0,0
14000000,13996000,1311004,1311004,7.1889845e-05,1.8528677e-06,-2.2301036e-05,0.00081873394,-0.00021293451,-0.038975615,4000,4000,0,0
14500000,14488000,1311004,1311004,-9.202026e-06,5.0107257e-05,-5.8088302e-05,-0.00063732755,-0.0004350469,-0.039909452,4000,4000,0,0
15000000,15000000,1311004,1311004,7.2914634e-05,-5.3012525e-05,5.808086e-06,0.00026218308,0.00039824744,-0.0385728,4000,4000,0,0
15500000,15496000,1311004,1311004,-6.198607e-05,6.1519684e-05,8.687789e-05,0.00021258935,-0.00029261416,-0.038373347,4000,4000,0,0
16000000,16000000,1311004,1311004,2.8511084e-05,3.6823494e-05,-4.2501175e-05,5.1546107e-07,0.0002587927,-0.039361823,4000,4000,0,0
16500000,16496000,1311004,1311004,6.111082e-05,4.89687e-05,7.8499856e-05,5.0720857e-05,-0.0006069491,-0.038784992,4000,4000,0,0
16996000,16992000,1311004,1311004,-2.7636377e-05,-2.1089247e-05,6.207053e-05,-0.00038474245,0.00065798353,-0.038304113,4000,4000,0,0
17500000,17496000,1311004,1311004,-4.415614e-06,1.252258e-05,6.233476e-05,-0.00012391186,-0.00069024216,-0.03985227,4000,4000,0,0
18000000,18000000,1311004,1311004,-6.3010026e-05,8.394121e-06,7.90796e-06,0.0003984405,-0.00013060417,-0.038771868,4000,4000,0,0
18500000,18496000,1311004,1311004,4.3687127e-05,1.4543143e-05,7.7028504e-05,-0.0007915574,5.064029e-05,-0.039369304,4000,4000,0,0
19000000,18996000,1311004,1311004,-1.632925e-05,2.5256557e-05,-6.626426e-05,-0.00018558842,0.00028885787,-0.038936287,4000,4000,0,0
19500000,19484000,1311004,1311004,1.9506975e-05,-6.970636e-06,-6.7502124e-06,-8.834721e-05,-0.0001730655,-0.040078238,4000,4000,0,0
19996000,19992000,1311004,1311004,5.3921263e-05,5.99775e-06,9.882757e-06,-0.0006226249,0.0005370124,-0.039460834,4000,4000,0,0
20496000,20492000,1311004,1311004,-8.2095477e-07,-3.032432e-06,-3.859198e-05,-0.00039463406,0.000499315,-0.03927196,4000,4000,0,0
21000000,21000000,1311004,1311004,5.5267123e-05,6.274497e-05,5.4271968e-05,7.048038e-05,-0.00029834398,-0.038342986,4000,4000,0,0
21500000,21500000,1311004,1311004,-2.2468656e-05,4.6857986e-05,-2.6863017e-05,-0.00015260805,0.00067792466,-0.03909142,4000,4000,0,0
21996000,21996000,1311004,1311004,1.9763445e-05,1.4309946e-05,-2.618538e-05,-0.0001691045,-0.00035116205,-0.03798536,4000,4000,0,0
22496000,22496000,1311004,1311004,6.194784e-05,-4.172339e-06,-6.335699e-05,0.0006836072,-0.00021032503,-0.03982515,4000,4000,0,0
23000000,22996000,1311004,1311004,5.038095e-05,-8.018035e-05,-6.890364e-05,3.4338766e-05,-0.00016832289,-0.040066894,4000,4000,0,0
23496000,23496000,1311004,1311004,8.462605e-06,4.5915214e-05,4.307338e-05,0.0004731573,-1.28934125e-05,-0.038237084,4000,4000,0,0
24000000,23976000,1311004,1311004,1.3139478e-05,-4.1469597e-05,-5.792863e-06,0.00016692722,-0.00024951622,-0.03867797,4000,4000,0,0
24500000,24500000,1311004,1311004,-4.5554527e-05,9.503748e-06,-9.430187e-06,0.00052261207,9.144331e-05,-0.0390857,4000,4000,0,0
25000000,25000000,1311004,1311004,-3.0938372e-06,4.3783864e-05,2.0340789e-05,0.0006074118,-0.0007769162,-0.038005847,4000,4000,0,0
25500000,25500000,1311004,1311004,-3.4289199e-06,-3.3726924e-06,1.3011454e-05,-3.6984242e-05,-0.00023376629,-0.03957132,4000,4000,0,0
26000000,25980000,1311004,1311004,1.0618402e-05,2.137718e-05,-1.80085e-05,0.00090241706,-0.00043494574,-0.040318504,4000,4000,0,0
26500000,26500000,1311004,1311004,5.565384e-05,8.880055e-06,2.6775402e-05,-0.0003773634,0.00018554235,-0.038922828,4000,4000,0,0
27000000,27000000,1311004,1311004,-3.8172926e-05,1.5507572e-05,-3.6903533e-05,-0.00031847594,0.00034391458,-0.038022276,4000,4000,0,0
27500000,27500000,1311004,1311004,6.545677e-05,-6.61711e-05,-3.9563233e-06,5.6563167e-05,-0.0006438297,-0.038274482,4000,4000,0,0
28004000,28004000,1311004,1311004,6.9163034e-05,7.8334866e-05,0.00012403182,-0.00030488273,-0.0006091997,-0.07151388,7000,7000,0,0
28496000,28488000,1311004,1311004,4.8978538e-05,7.608459e-06,1.5122719e-05,0.00021521279,0.0001813376,-0.040639047,4000,4000,0,0
29000000,28992000,1311004,1311004,-8.926993e-05,4.0556693e-05,2.0309779e-05,-0.00022011534,0.00011550052,-0.04067479,4000,4000,0,0
29500000,29492000,1311004,1311004,-5.6508212e-05,1.581758e-05,-4.448313e-05,0.000115840805,-9.300103e-05,-0.03969218,4000,4000,0,0
30000000,30000000,1311004,1311004,-3.786061e-05,3.5066616e-05,2.542333e-05,0.0006563442,-0.0006558445,-0.04010883,4000,4000,0,0
30496000,30496000,1311004,1311004,-1.0868989e-05,4.7365087e-05,3.9728027e-05,-0.0009141229,-0.0008781551,-0.039654586,4000,4000,0,0
31000000,31000000,1311004,1311004,6.9337926e-05,5.972826e-05,-1.1372011e-06,0.00018306557,-0.0007957297,-0.038281783,4000,4000,0,0
31500000,31500000,1311004,1311004,-5.508852e-05,-7.6046075e-05,-3.6198402e-05,-0.00013942769,0.0004457929,-0.03740886,4000,4000,0,0
32000000,32000000,1311004,1311004,-4.6203615e-05,2.6269152e-05,1.8381517e-06,-6.6236676e-06,-0.00026866715,-0.038382165,4000,4000,0,0
32500000,32492000,1311004,1311004,4.47745e-05,4.2791617e-05,-7.1846465e-05,-0.00037032043,4.0067953e-05,-0.038301468,4000,4000,0,0
33000000,32992000,1311004,1311004,1.9871997e-05,-2.5992245e-05,4.3769818e-05,0.00035575218,-0.00017198575,-0.039046694,4000,4000,0,0
33500000,33492000,1311004,1311004,-6.8266185e-05,3.8851933e-05,-3.0877025e-05,0.00021823222,0.000880085,-0.039248813,4000,4000,0,0
34000000,33992000,1311004,1311004,-1.0918116e-05,-3.5561494e-05,1.7424417e-06,0.00018768117,-0.00025920043,-0.039046235,4000,4000,0,0
34500000,34492000,1311004,1311004,2.5717545e-05,5.394956e-05,-1.991748e-06,-0.00021548818,-0.0006919833,-0.03916308,4000,4000,0,0
35000000,35000000,1311004,1311004,6.1837254e-06,6.180517e-05,-4.93316e-06,-0.00061572494,-0.00027904965,-0.038294185,4000,4000,0,0
35500000,35500000,1311004,1311004,-1.1079762e-05,5.9971106e-05,6.359667e-05,-5.2235744e-05,2.8074524e-05,-0.04029997,4000,4000,0,0
36000000,36000000,1311004,1311004,5.05606e-05,4.7957317e-05,9.650855e-06,0.00034033245,0.00044900962,-0.038066026,4000,4000,0,0
36500000,36500000,1311004,1311004,-2.3700068e-05,6.451956e-06,4.5302528e-05,0.0005531328,6.531024e-05,-0.039497506,4000,4000,0,0
37000000,37000000,1311004,1311004,-5.233907e-05,-1.4689006e-05,4.4999568e-05,-0.0007542889,1.9344208e-05,-0.038972232,4000,4000,0,0
37500000,37500000,1311004,1311004,3.7847305e-05,-8.160954e-06,5.8196958e-05,-0.00026958785,8.414806e-05,-0.040497918,4000,4000,0,0
38000000,37996000,1311004,1311004,-9.531949e-05,-8.2324106e-05,-2.2782831e-05,0.00031038842,-7.831176e-05,-0.039530702,4000,4000,0,0
38500000,38496000,1311004,1311004,2.5564808e-05,7.5584176e-05,-1.3386238e-05,7.7651246e-05,0.00030989942,-0.038993698,4000,4000,0,0
39000000,38996000,1311004,1311004,9.59387e-06,5.4761233e-05,-2.0415933e-05,-9.547167e-05,-4.7560232e-05,-0.039863367,4000,4000,0,0
39500000,39496000,1311004,1311004,0.00019333027,1.8326664e-05,3.7438404e-05,-6.933994e-05,0.0007323145,-0.041588012,4000,4000,0,0
40000000,39996000,1311004,1311004,7.548319e-05,-2.8023838e-05,1.4893548e-05,0.00023987642,-0.00056889426,-0.039523672,4000,4000,0,0
40496000,40480000,1311004,1311004,-0.00013963487,-0.00012786406,-0.0001290049,0.00035156935,-0.0015748619,-0.03900809,4000,4000,0,0
41000000,40984000,1311004,1311004,-8.068854e-05,-4.0383526e-05,9.162298e-05,0.00062062463,-0.00055144844,-0.03788428,4000,4000,0,0
41496000,41496000,1311004,1311004,3.6200036e-05,0.00014119159,5.1507825e-05,-0.00040114226,-0.0009320813,-0.040174026,4000,4000,0,0
42000000,42000000,1311004,1311004,-1.548081e-05,4.3468506e-05,5.8662513e-06,0.00020804239,-0.0002846555,-0.040232122,4000,4000,0,0
42500000,42500000,1311004,1311004,-4.1196377e-05,-3.9295195e-05,3.7418125e-05,-0.0004582288,-0.001108368,-0.03830242,4000,4000,0,0
43000000,43000000,1311004,1311004,1.9529909e-05,0.00019021927,-2.6316618e-05,0.00071212766,2.284547e-05,-0.038829528,4000,4000,0,0
43500000,43500000,1311004,1311004,-3.251271e-05,-6.413604e-05,-9.522389e-05,0.00053777173,-0.0009904118,-0.03746152,4000,4000,0,0
44000000,43996000,1311004,1311004,-2.0315876e-05,-8.284515e-05,3.0903166e-06,0.000833996,-0.0005989418,-0.04060623,4000,4000,0,0
44500000,44496000,1311004,1311004,-4.542244e-05,-3.783492e-05,5.394049e-05,0.0011299485,1.0777555e-05,-0.037910346,4000,4000,0,0
45000000,44996000,1311004,1311004,5.474203e-05,-7.165081e-05,-1.0445125e-05,-9.9793615e-06,-0.00023972256,-0.039272193,4000,4000,0,0
45500000,45496000,1311004,1311004,6.204186e-05,-8.970067e-05,-1.879896e-05,-8.313206e-05,0.0004975507,-0.03929118,4000,4000,0,0
46000000,45996000,1311004,1311004,4.680329e-05,-5.7068144e-05,2.0808917e-05,-0.00023205743,0.0009235721,-0.038021445,4000,4000,0,0
46500000,46496000,1311004,1311004,2.921716e-05,0.00011176015,0.00010827276,-0.0008167005,3.770465e-05,-0.03967632,4000,4000,0,0
47000000,46996000,1311004,1311004,-7.4648255e-05,9.719741e-05,-7.6161225e-05,-0.00060871063,5.6288693e-05,-0.04036957,4000,4000,0,0
47496000,47492000,1311004,1311004,-4.304394e-06,8.2086735e-05,6.8112975e-05,-0.0006156501,0.00063153,-0.040571786,4000,4000,0,0
47996000,47992000,1311004,1311004,1.7995757e-05,-0.00010340176,2.904378e-06,7.316245e-05,9.900605e-05,-0.04068541,4000,4000,0,0
48500000,48496000,1311004,1311004,-2.747623e-05,7.068652e-05,-1.232184e-05,0.00044470467,-0.00060492475,-0.038493652,4000,4000,0,0
48996000,48992000,1311004,1311004,-5.9003454e-05,-0.00010279217,-4.7814236e-05,0.00031502184,-0.00028138107,-0.038811427,4000,4000,0,0
49496000,49492000,1311004,1311004,-3.65781e-05,-4.9728906e-06,-6.0119717e-05,-0.00041993932,0.0009281739,-0.039837446,4000,4000,0,0
50000000,49996000,1311004,1311004,0.00017352996,1.428184e-05,4.7641617e-05,6.44705e-05,-5.027761e-05,-0.040073104,4000,4000,0,0
50500000,50496000,1311004,1311004,1.3485338e-05,-8.68906e-06,-9.180275e-06,-9.9158846e-05,-0.0004895739,-0.03940091,4000,4000,0,0
51000000,50992000,1311004,1311004,-3.0909094e-05,-0.000599069,-8.988752e-07,-0.004124095,0.00031768528,-0.04099657,4000,4000,0,0
51500000,51492000,1311004,1311004,-2.4315696e-05,0.00011004276,-7.6152e-05,-0.008415579,0.0005656832,-0.040155802,4000,4000,0,0
52000000,52000000,1311004,1311004,-9.188254e-06,-1.0499915e-05,4.8466827e-05,0.0043971757,0.00086100877,-0.038638487,4000,4000,0,0
52500000,52500000,1311004,1311004,-5.3876745e-05,-0.00016815121,8.471443e-06,0.009838629,-0.0002143038,-0.03884753,4000,4000,0,0
53000000,53000000,1311004,1311004,6.084009e-05,9.460082e-05,6.935204e-05,0.00587,0.0002969914,-0.039086495,4000,4000,0,0
53500000,53500000,1311004,1311004,-6.460565e-05,-0.0007792588,-4.549692e-05,-0.012332914,-0.00045291983,-0.039254166,4000,4000,0,0
54000000,54000000,1311004,1311004,-7.393386e-05,0.0008239446,7.327422e-05,0.004005502,-0.00011711441,-0.03918083,4000,4000,0,0
54500000,54500000,1311004,1311004,7.603792e-05,0.00034365588,-3.6089412e-05,0.005890415,0.00034372328,-0.039676096,4000,4000,0,0
55000000,55000000,1311004,1311004,-9.0683236e-05,-0.00043047935,5.0105667e-05,0.0040475647,3.740832e-05,-0.038978923,4000,4000,0,0
55500000,55500000,1311004,1311004,-0.00013460092,0.00026452704,-1.3347392e-05,0.004028481,-0.00012568229,-0.03853917,4000,4000,0,0
56000000,56000000,1311004,1311004,-4.324553e-05,0.0002016477,4.897413e-05,0.0051826853,0.0001227827,-0.038185187,4000,4000,0,0
56500000,56500000,1311004,1311004,8.045852e-05,-1.6323305e-05,-4.0217918e-05,-0.0061360663,0.0002461601,-0.038758364,4000,4000,0,0
57000000,57000000,1311004,1311004,-4.32457e-05,-0.00039890318,6.008787e-05,-0.0039890185,0.00018881715,-0.039354887,4000,4000,0,0
57500000,57500000,1311004,1311004,6.254999e-05,-0.00030322638,-7.577748e-05,0.0015886929,0.00010215953,-0.03974057,4000,4000,0,0
58000000,58000000,1311004,1311004,0.000120201075,0.0002270718,-4.0271465e-05,-0.0032603028,-0.00053496886,-0.0372537,4000,4000,0,0
58500000,58500000,1311004,1311004,-6.48195e-05,-0.00035147913,3.906635e-05,-0.0046975855,-0.00019199912,-0.039892334,4000,4000,0,0
59000000,59000000,1311004,1311004,-0.00013800828,-0.0004729332,-2.0615573e-05,0.008414849,-0.00038776916,-0.03813565,4000,4000,0,0
59500000,59484000,1311004,1311004,-0.00012264107,-0.00010563325,6.325726e-05,0.010139325,0.00072936906,-0.037666496,4000,4000,0,0
60000000,60000000,1311004,1311004,0.00012167838,-0.00037345826,-3.2976255e-05,0.008659915,-0.00022400872,-0.037827507,4000,4000,0,0
60500000,60489000,1311004,1311004,8.600559e-08,3.557641e-05,8.982505e-07,0.0036574893,2.3371409e-05,-0.009870495,1000,1000,0,0
61001000,60988000,1311004,1311004,2.2840883e-05,7.197237e-05,0.00010970634,-0.01020277,0.0001259691,-0.039296363,4000,4000,0,0
61500000,61480000,1311004,1311004,6.6871115e-05,-0.00022741368,-2.9472296e-05,-0.0039813956,-0.0008991791,-0.037919797,4000,4000,0,0
62000000,61980000,1311004,1311004,2.4637073e-05,0.00055701047,1.825325e-05,-0.00010021639,-0.0004939819,-0.040274635,4000,4000,0,0
62500000,62500000,1311004,1311004,-0.00010288479,-6.7734145e-05,2.7154505e-05,-0.0008787804,-0.0004997608,-0.037669115,4000,4000,0,0
63000000,63000000,1311004,1311004,-5.128616e-05,0.00018165466,8.404881e-05,-0.01979927,-0.0005923675,-0.039760835,4000,4000,0,0
63500000,63500000,1311004,1311004,7.5668606e-05,-0.0004469133,3.0568575e-05,-0.0062755696,-6.167234e-05,-0.040574532,4000,4000,0,0
64000000,64000000,1311004,1311004,-6.113505e-05,-0.00075127115,-8.067378e-06,0.009510618,0.00020216449,-0.04015338,4000,4000,0,0
64496000,64496000,1311004,1311004,6.0663282e-05,-0.00028455787,-0.000102216785,0.000630281,0.00015201683,-0.03916222,4000,4000,0,0
65000000,65000000,1311004,1311004,5.4567595e-06,0.00022093329,-9.560008e-06,0.007952601,-0.0005357641,-0.03893177,4000,4000,0,0
65500000,65500000,1311004,1311004,-6.557825e-05,0.0010415147,-5.939706e-05,-0.014139509,0.0006207171,-0.039374724,4000,4000,0,0
66000000,66000000,1311004,1311004,2.0688676e-05,0.0007154151,4.807311e-06,-0.0032744354,0.00023424708,-0.040320307,4000,4000,0,0
66500000,66500000,1311004,1311004,-2.2068394e-05,-0.00025030025,6.200769e-05,-0.0022713705,-0.000113716764,-0.03776377,4000,4000,0,0
67000000,67000000,1311004,1311004,7.386897e-05,1.5001848e-05,-7.822686e-05,-0.0010376964,-0.0001415369,-0.03878878,4000,4000,0,0
67500000,67496000,1311004,1311004,-3.0249491e-06,0.000420949,7.908695e-05,0.00032478524,-0.00067655626,-0.038385298,4000,4000,0,0
68000000,67996000,1311004,1311004,6.975707e-06,-0.0004617148,5.2135045e-05,0.016901715,-1.5286578e-05,-0.040163264,4000,4000,0,0
68496000,68492000,1311004,1311004,-6.239968e-05,0.0001589837,2.351665e-05,-0.014359604,0.0009453924,-0.038424734,4000,4000,0,0
69000000,68996000,1311004,1311004,7.295914e-05,0.00023117516,6.1082654e-05,-0.006940604,0.00024162052,-0.039034486,4000,4000,0,0
69500000,69496000,1311004,1311004,7.4648636e-07,-1.3545008e-05,-7.5915166e-05,0.0015316906,-8.945469e-05,-0.04029949,4000,4000,0,0
