timestamp,saturation_status
320865402,1533
320866899,1533
321866225,1533
322865430,1533
323866194,1533
324865455,1533
325866213,1469
326865460,1
327866210,1
328865497,1
329866190,1
330865431,1
331866210,1
332865390,1
333866115,1
334865331,1
335866025,1
336865227,1
337865919,1
338865150,1
339865782,1
340866469,1
341865686,1
342866301,1
343865458,1
344866157,1
345865262,1
346865903,1
347865038,1
348865679,1
349866299,1
350865422,1
351866039,1
352865146,1
353865760,1
354866363,1
355865463,1
356866060,1
357865200,1
358865744,1533
359866338,1533
360865472,1533
