timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
320632709,320620685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
321636715,321624687,1,1,0,0,0,0,3,0,3,0,0,0,0,0
322644710,322632685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
323652714,323640685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
324660710,324648685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
325668712,325656685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
326676710,326664711,1,1,0,0,0,0,3,0,3,0,0,0,0,0
327684821,327672722,1,1,0,0,0,0,3,0,3,0,0,0,0,0
328688947,328676687,1,1,0,0,0,0,3,0,3,0,0,0,0,0
329696712,329684710,1,1,0,0,0,0,3,0,3,0,0,0,0,0
330704718,330692685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
331712721,331700686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
332720711,332708685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
333728710,333716706,1,1,0,0,0,0,3,0,3,0,0,0,0,0
334736710,334724685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
335745093,335732701,1,1,0,0,0,0,3,0,3,0,0,0,0,0
336752739,336741122,1,1,0,0,0,0,3,0,3,0,0,0,0,0
337760712,337748685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
338768739,338756686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
339776714,339764685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
340784711,340772686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
341792710,341780686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
342800728,342788686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
343808713,343796722,1,1,0,0,0,0,3,0,3,0,0,0,0,0
344816754,344804685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
345824775,345812691,1,1,0,0,0,0,3,0,3,0,0,0,0,0
346832711,346820685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
347840730,347828685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
348848710,348836688,1,1,0,0,0,0,3,0,3,0,0,0,0,0
349856710,349844731,1,1,0,0,0,0,3,0,3,0,0,0,0,0
350864713,350852685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
351872711,351860685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
352880712,352868685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
353888712,353876686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
354896711,354884685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
355904711,355892687,1,1,0,0,0,0,3,0,3,0,0,0,0,0
356912716,356900690,1,1,0,0,0,0,3,0,3,0,0,0,0,0
357920711,357909041,1,1,0,0,0,0,3,0,3,0,0,0,0,0
358929093,358916685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
359936714,359924687,1,1,0,0,0,0,3,0,3,0,0,0,0,0
