timestamp,rtl_time_s,rtl_limit_fraction
11036000,0.0,0.0
12040000,0.010202959,1.1336622e-05
13064000,0.013328082,1.480898e-05
14064000,0.01235718,1.37302e-05
15104000,0.014287872,1.5875416e-05
16116000,0.014786394,1.6429327e-05
17128000,0.017379042,1.9310048e-05
18144000,0.022014927,2.4461033e-05
19144000,0.016954865,1.883874e-05
20152000,0.020258332,2.2509259e-05
21168000,0.021924194,2.4360217e-05
22176000,0.017850123,1.9833471e-05
23176000,0.016647307,1.8497009e-05
24192000,0.016092354,1.7880395e-05
25236000,0.012587252,1.3985836e-05
26244000,0.009048623,1.0054026e-05
27256000,0.009172592,1.0191769e-05
28273000,0.004405994,4.895549e-06
29280000,0.0071885427,7.987271e-06
30324000,0.01103186,1.2257622e-05
31328000,0.008286816,9.207574e-06
32328000,0.011915797,1.3239775e-05
33348000,0.013322285,1.480254e-05
34356000,0.0037886335,4.209593e-06
35376000,0.13967064,0.0001551896
36384000,0.39681578,0.00044090644
37392000,0.59681123,0.0006631237
38404000,0.74501437,0.0008277938
39420000,0.84081995,0.0009342444
40428000,0.896804,0.0009964489
41440000,0.94524884,0.0010502766
42456000,0.9678308,0.0010753677
43464000,0.97796154,0.001086624
44480000,0.9775345,0.0010861495
45488000,0.9780703,0.001086745
46512000,0.8234371,0.0009149302
47524000,1.0100739,0.0011223045
48536000,0.9862327,0.0010958142
49544000,1.1349583,0.0012610648
50552000,0.94817704,0.0010535301
51552000,0.99236697,0.00110263
52568000,1.0141625,0.0011268473
53572000,0.92570126,0.001028557
54576000,0.9905634,0.0011006261
55580000,1.10752,0.0012305778
56628000,0.7452563,0.0008280626
57636000,0.09743795,0.000108264394
58680000,0.075245015,8.360558e-05
59692000,0.0751576,8.350844e-05
60696000,0.06762166,7.513518e-05
61736000,0.06324572,7.027303e-05
